horizon,h,facility_id,method,gamma,window_mult,PICP,MPIW,Winkler
y_t+30min,6,3,split-CP,,,0.91600790513834,29.56940343915344,43.49022151664395
y_t+30min,6,3,ACI,0.01,0.5,0.8942687747035574,31.789864503892165,45.237403918821244
y_t+30min,6,3,ACI,0.01,1.0,0.8952569169960475,29.811271718958366,44.762273925809076
y_t+30min,6,3,ACI,0.01,2.0,0.8942687747035574,29.597608703388513,44.03635617850996
y_t+30min,6,3,ACI,0.02,0.5,0.8883399209486166,30.875141408448094,44.93631321937954
y_t+30min,6,3,ACI,0.02,1.0,0.8893280632411067,29.981230551645165,44.49527854712999
y_t+30min,6,3,ACI,0.02,2.0,0.8893280632411067,29.852573044978865,44.06531910426439
y_t+30min,6,3,ACI,0.05,0.5,0.8695652173913043,25.721406283955464,41.45307722848982
y_t+30min,6,3,ACI,0.05,1.0,0.8725296442687747,26.007906551829507,42.39025524203195
y_t+30min,6,3,ACI,0.05,2.0,0.8725296442687747,25.736947545940822,42.69738905981131
y_t+30min,6,3,ACI,0.1,0.5,0.8448616600790514,24.219978283293802,41.975565980037544
y_t+30min,6,3,ACI,0.1,1.0,0.8537549407114624,26.333058945251775,42.73277341700209
y_t+30min,6,3,ACI,0.1,2.0,0.8507905138339921,26.449756490806898,44.09954841933649
y_t+30min,6,3,ACI,0.2,0.5,0.8122529644268774,24.44574436003056,46.84702287239638
y_t+30min,6,3,ACI,0.2,1.0,0.8112648221343873,26.667482106837877,49.66615019900038
y_t+30min,6,3,ACI,0.2,2.0,0.8122529644268774,26.057566325829015,48.93568454846925
y_t+30min,6,3,ACI,0.5,0.5,0.7262845849802372,26.471042709638617,57.320431738271424
y_t+30min,6,3,ACI,0.5,1.0,0.7292490118577075,30.2528245475055,58.721125908826245
y_t+30min,6,3,ACI,0.5,2.0,0.7312252964426877,30.065933034714185,56.68894616801336
y_t+30min,6,4,split-CP,,,0.958498023715415,49.14008730158731,56.22446913754523
y_t+30min,6,4,ACI,0.01,0.5,0.8962450592885376,35.84310912890099,53.848249523743576
y_t+30min,6,4,ACI,0.01,1.0,0.8952569169960475,35.52291613657699,53.856257027297
y_t+30min,6,4,ACI,0.01,2.0,0.8992094861660079,37.58746018728205,54.72830075824018
y_t+30min,6,4,ACI,0.02,0.5,0.883399209486166,36.06373302123595,54.20684737759746
y_t+30min,6,4,ACI,0.02,1.0,0.892292490118577,33.98221395262306,52.49856269563973
y_t+30min,6,4,ACI,0.02,2.0,0.8942687747035574,36.03253817836211,53.59587513081602
y_t+30min,6,4,ACI,0.05,0.5,0.866600790513834,34.65667298718887,56.278271301546496
y_t+30min,6,4,ACI,0.05,1.0,0.8715415019762845,36.71705409913804,55.95196240471343
y_t+30min,6,4,ACI,0.05,2.0,0.8774703557312253,39.37559091229084,58.65654752590479
y_t+30min,6,4,ACI,0.1,0.5,0.841897233201581,31.4967993698663,59.22374802614876
y_t+30min,6,4,ACI,0.1,1.0,0.8428853754940712,33.36132829767937,59.110434801777345
y_t+30min,6,4,ACI,0.1,2.0,0.8527667984189723,35.12508739158389,61.09666987288399
y_t+30min,6,4,ACI,0.2,0.5,0.8043478260869565,32.07821782496161,57.67311703630491
y_t+30min,6,4,ACI,0.2,1.0,0.817193675889328,33.63921304618456,57.72930096849393
y_t+30min,6,4,ACI,0.2,2.0,0.8260869565217391,36.99181558910962,57.89198435160568
y_t+30min,6,4,ACI,0.5,0.5,0.7282608695652174,32.84496613291945,69.87274974984274
y_t+30min,6,4,ACI,0.5,1.0,0.7272727272727273,36.3029705377431,70.62349949891623
y_t+30min,6,4,ACI,0.5,2.0,0.7351778656126482,41.73673606019603,75.09155739646782
y_t+30min,6,5,split-CP,,,0.8873517786561265,23.939611111111166,47.10127343850287
y_t+30min,6,5,ACI,0.01,0.5,0.9021739130434783,29.744220718790782,50.41183573685012
y_t+30min,6,5,ACI,0.01,1.0,0.900197628458498,28.661819778133772,50.34449953478045
y_t+30min,6,5,ACI,0.01,2.0,0.8982213438735178,28.25983490720933,49.88158876549289
y_t+30min,6,5,ACI,0.02,0.5,0.892292490118577,29.03189411656938,50.81002484733589
y_t+30min,6,5,ACI,0.02,1.0,0.8903162055335968,28.88120791008206,51.0231463540416
y_t+30min,6,5,ACI,0.02,2.0,0.8903162055335968,27.698506016275083,50.26380906398254
y_t+30min,6,5,ACI,0.05,0.5,0.8754940711462451,29.593327915474354,53.776409850563596
y_t+30min,6,5,ACI,0.05,1.0,0.8705533596837944,28.45967165370628,53.45100538872634
y_t+30min,6,5,ACI,0.05,2.0,0.8685770750988142,27.51816633784757,52.19653362033646
y_t+30min,6,5,ACI,0.1,0.5,0.8468379446640316,28.42060172984963,55.22930685638208
y_t+30min,6,5,ACI,0.1,1.0,0.8458498023715415,27.741975380367585,53.84003701206945
y_t+30min,6,5,ACI,0.1,2.0,0.8438735177865613,27.07288817010373,53.09766373545331
y_t+30min,6,5,ACI,0.2,0.5,0.8073122529644269,29.766426560395157,55.005815709150745
y_t+30min,6,5,ACI,0.2,1.0,0.8092885375494071,29.35430406062572,55.92611319990585
y_t+30min,6,5,ACI,0.2,2.0,0.8063241106719368,28.965396531331447,55.63101352367993
y_t+30min,6,5,ACI,0.5,0.5,0.7233201581027668,33.124328964898744,67.67350307986997
y_t+30min,6,5,ACI,0.5,1.0,0.7233201581027668,32.8739816933919,67.67488623564329
y_t+30min,6,5,ACI,0.5,2.0,0.7134387351778656,33.61069382197899,68.16840681728642
y_t+30min,6,6,split-CP,,,0.8883399209486166,11.90582539682539,23.053113603740236
y_t+30min,6,6,ACI,0.01,0.5,0.8903162055335968,15.688048040071303,23.517323638797087
y_t+30min,6,6,ACI,0.01,1.0,0.892292490118577,14.89932501139622,23.245216346794045
y_t+30min,6,6,ACI,0.01,2.0,0.8942687747035574,14.306594482184815,22.577706772126053
y_t+30min,6,6,ACI,0.02,0.5,0.8893280632411067,14.568419366482573,22.684986760335846
y_t+30min,6,6,ACI,0.02,1.0,0.8873517786561265,14.932856215326844,23.731844429282948
y_t+30min,6,6,ACI,0.02,2.0,0.8853754940711462,14.404885828589611,23.616538371177047
y_t+30min,6,6,ACI,0.05,0.5,0.8745059288537549,14.985282970047974,24.752806210009584
y_t+30min,6,6,ACI,0.05,1.0,0.8745059288537549,14.505817874865889,24.911417413302342
y_t+30min,6,6,ACI,0.05,2.0,0.8715415019762845,14.296793332349498,24.761630504581653
