fold,facility_id,n_train,n_cal,n_test,n_test_dates,std_train,dynamic_fold,dynamic_archived,degenerate,n_qcross_cal,n_qcross_test,method,gamma_mode,gamma,PICP,MPIW,Winkler
F2,18,1927,463,689,3,11.178582240594336,True,True,False,0,1,ACI,fixed05,0.05,0.8925979680696662,9.006337853969928,13.069783456236287
F2,18,1927,463,689,3,11.178582240594336,True,True,False,0,1,ACQR,fixed05,0.05,0.8940493468795355,8.321056140579849,11.695897691072233
F2,19,1927,463,689,3,26.946722564094927,True,True,False,0,0,split-CP,,,0.9259796806966618,12.653785542375164,16.14227555166706
F2,19,1927,463,689,3,26.946722564094927,True,True,False,0,0,CQR,,,0.9129172714078374,10.835678405157724,14.431268376686512
F2,19,1927,463,689,3,26.946722564094927,True,True,False,0,0,ACI,calibrated,0.01,0.9042089985486212,11.251159108335088,16.14908460177945
F2,19,1927,463,689,3,26.946722564094927,True,True,False,0,0,ACQR,calibrated,0.01,0.8998548621190131,10.56217987750522,14.865525159938954
F2,19,1927,463,689,3,26.946722564094927,True,True,False,0,0,ACI,fixed05,0.05,0.8969521044992743,11.010885776025836,15.5271409916751
F2,19,1927,463,689,3,26.946722564094927,True,True,False,0,0,ACQR,fixed05,0.05,0.8925979680696662,10.87397314801109,14.881192107694655
F2,20,1927,463,689,3,18.78907420109826,True,True,False,12,0,split-CP,,,0.9317851959361392,11.245794382417024,14.14722969239007
F2,20,1927,463,689,3,18.78907420109826,True,True,False,12,0,CQR,,,0.9404934687953556,9.405413670574877,11.785074784927648
F2,20,1927,463,689,3,18.78907420109826,True,True,False,12,0,ACI,calibrated,0.1,0.8795355587808418,8.98536194047043,13.34939095303718
F2,20,1927,463,689,3,18.78907420109826,True,True,False,12,0,ACQR,calibrated,0.05,0.895500725689405,8.63383346758808,12.176933691726788
F2,20,1927,463,689,3,18.78907420109826,True,True,False,12,0,ACI,fixed05,0.05,0.895500725689405,9.561825450143848,13.091255513441832
F2,20,1927,463,689,3,18.78907420109826,True,True,False,12,0,ACQR,fixed05,0.05,0.895500725689405,8.63383346758808,12.176933691726788
F2,21,1927,463,689,3,14.245537471533298,True,True,False,0,0,split-CP,,,0.8679245283018868,9.457169289131564,18.384699751331823
F2,21,1927,463,689,3,14.245537471533298,True,True,False,0,0,CQR,,,0.8737300435413643,7.778323491254986,16.500835034391258
F2,21,1927,463,689,3,14.245537471533298,True,True,False,0,0,ACI,calibrated,0.005,0.8824383164005806,10.992558461891008,18.69320616150097
F2,21,1927,463,689,3,14.245537471533298,True,True,False,0,0,ACQR,calibrated,0.01,0.888243831640058,10.033076138244,16.9959891040981
F2,21,1927,463,689,3,14.245537471533298,True,True,False,0,0,ACI,fixed05,0.05,0.8751814223512336,10.096872590459856,16.723381134326893
F2,21,1927,463,689,3,14.245537471533298,True,True,False,0,0,ACQR,fixed05,0.05,0.8824383164005806,9.44164411098987,15.516423321162495
F2,22,1927,463,689,3,65.26773301434554,True,True,False,16,0,split-CP,,,0.9274310595065312,16.980754562436147,23.6730738992838
F2,22,1927,463,689,3,65.26773301434554,True,True,False,16,0,CQR,,,0.9216255442670536,11.756471994173127,15.839852870481726
F2,22,1927,463,689,3,65.26773301434554,True,True,False,16,0,ACI,calibrated,0.05,0.8925979680696662,14.60497446604758,22.19410982056029
F2,22,1927,463,689,3,65.26773301434554,True,True,False,16,0,ACQR,calibrated,0.05,0.8911465892597968,12.670022417445765,17.17418110055654
F2,22,1927,463,689,3,65.26773301434554,True,True,False,16,0,ACI,fixed05,0.05,0.8925979680696662,14.60497446604758,22.19410982056029
F2,22,1927,463,689,3,65.26773301434554,True,True,False,16,0,ACQR,fixed05,0.05,0.8911465892597968,12.670022417445765,17.17418110055654
F2,23,1927,463,689,3,31.64475003020868,True,True,False,0,0,split-CP,,,0.9129172714078374,8.969044973544984,13.82950684221439
F2,23,1927,463,689,3,31.64475003020868,True,True,False,0,0,CQR,,,0.8969521044992743,6.418548511725192,10.007800636439734
F2,23,1927,463,689,3,31.64475003020868,True,True,False,0,0,ACI,calibrated,0.05,0.8969521044992743,8.064826673152144,12.49914558624464
F2,23,1927,463,689,3,31.64475003020868,True,True,False,0,0,ACQR,calibrated,0.05,0.8896952104499274,7.374809227962502,10.201927275793402
F2,23,1927,463,689,3,31.64475003020868,True,True,False,0,0,ACI,fixed05,0.05,0.8969521044992743,8.064826673152144,12.49914558624464
F2,23,1927,463,689,3,31.64475003020868,True,True,False,0,0,ACQR,fixed05,0.05,0.8896952104499274,7.374809227962502,10.201927275793402
F2,24,1927,463,689,3,24.6009631776504,True,True,False,0,0,split-CP,,,0.9637155297532656,8.110365079365081,8.890180162953751
F2,24,1927,463,689,3,24.6009631776504,True,True,False,0,0,CQR,,,0.9593613933236574,6.499029632946,7.4516591750838845
F2,24,1927,463,689,3,24.6009631776504,True,True,False,0,0,ACI,calibrated,0.1,0.8780841799709724,5.975204644761251,8.572528741000443
F2,24,1927,463,689,3,24.6009631776504,True,True,False,0,0,ACQR,calibrated,0.005,0.9143686502177067,4.961481019092488,6.809392792075906
F2,24,1927,463,689,3,24.6009631776504,True,True,False,0,0,ACI,fixed05,0.05,0.8925979680696662,5.892013942032811,8.185437539748863
F2,24,1927,463,689,3,24.6009631776504,True,True,False,0,0,ACQR,fixed05,0.05,0.8984034833091437,5.373135845258284,7.175141680905152
F3,1,2390,689,765,3,0.0,False,False,True,0,0,split-CP,,,1.0,0.0,0.0
F3,1,2390,689,765,3,0.0,False,False,True,0,0,CQR,,,1.0,0.0,0.0
F3,1,2390,689,765,3,0.0,False,False,True,0,0,ACI,calibrated,0.002,1.0,0.0,0.0
F3,1,2390,689,765,3,0.0,False,False,True,0,0,ACQR,calibrated,0.002,1.0,0.0,0.0
F3,1,2390,689,765,3,0.0,False,False,True,0,0,ACI,fixed05,0.05,1.0,0.0,0.0
F3,1,2390,689,765,3,0.0,False,False,True,0,0,ACQR,fixed05,0.05,1.0,0.0,0.0
F3,2,2390,689,765,3,108.88318593811914,True,True,False,0,1,split-CP,,,0.9084967320261438,20.776765873015847,26.68756161600442
F3,2,2390,689,765,3,108.88318593811914,True,True,False,0,1,CQR,,,0.8928104575163399,15.193885777947548,22.5143305380531
F3,2,2390,689,765,3,108.88318593811914,True,True,False,0,1,ACI,calibrated,0.05,0.8849673202614379,15.702321704910918,23.97945894252201
F3,2,2390,689,765,3,108.88318593811914,True,True,False,0,1,ACQR,calibrated,0.01,0.8941176470588236,16.275665172878128,23.063360393916835
F3,2,2390,689,765,3,108.88318593811914,True,True,False,0,1,ACI,fixed05,0.05,0.8849673202614379,15.702321704910918,23.97945894252201
F3,2,2390,689,765,3,108.88318593811914,True,True,False,0,1,ACQR,fixed05,0.05,0.8836601307189542,17.311101399719814,23.7098474172262
F3,3,2390,689,765,3,79.39873337357248,True,True,False,0,0,split-CP,,,0.9529411764705882,20.273261847937853,23.657578476721795
F3,3,2390,689,765,3,79.39873337357248,True,True,False,0,0,CQR,,,0.9437908496732026,16.604837189740465,21.526285092131378
F3,3,2390,689,765,3,79.39873337357248,True,True,False,0,0,ACI,calibrated,0.02,0.8967320261437909,14.319950692178796,22.478592921409263
F3,3,2390,689,765,3,79.39873337357248,True,True,False,0,0,ACQR,calibrated,0.02,0.9006535947712418,13.990750687402508,21.89567325536144
F3,3,2390,689,765,3,79.39873337357248,True,True,False,0,0,ACI,fixed05,0.05,0.8928104575163399,14.850361638476508,23.14316760193933
F3,3,2390,689,765,3,79.39873337357248,True,True,False,0,0,ACQR,fixed05,0.05,0.8928104575163399,14.02321209453706,22.284005220417235
F3,4,2390,689,765,3,133.21203326234232,True,True,False,0,1,split-CP,,,0.9607843137254902,24.46039110557804,30.85805457343432
F3,4,2390,689,765,3,133.21203326234232,True,True,False,0,1,CQR,,,0.915032679738562,16.234492802391323,26.35107435898037
F3,4,2390,689,765,3,133.21203326234232,True,True,False,0,1,ACI,calibrated,0.005,0.8993464052287582,17.950343318809004,30.06582564754296
F3,4,2390,689,765,3,133.21203326234232,True,True,False,0,1,ACQR,calibrated,0.02,0.9006535947712418,15.806416529565016,27.48230707099265
F3,4,2390,689,765,3,133.21203326234232,True,True,False,0,1,ACI,fixed05,0.05,0.8928104575163399,16.433185740772174,28.98712555126428
F3,4,2390,689,765,3,133.21203326234232,True,True,False,0,1,ACQR,fixed05,0.05,0.8915032679738563,18.8494777085959,30.371150340753925
F3,5,2390,689,765,3,99.89808541206284,True,True,False,0,0,split-CP,,,0.8470588235294118,13.792218253968258,30.88561399475615
F3,5,2390,689,765,3,99.89808541206284,True,True,False,0,0,CQR,,,0.90718954248366,16.738729199961135,27.64944005837821
F3,5,2390,689,765,3,99.89808541206284,True,True,False,0,0,ACI,calibrated,0.05,0.8758169934640523,17.55609380201014,29.21413689085061
F3,5,2390,689,765,3,99.89808541206284,True,True,False,0,0,ACQR,calibrated,0.02,0.8901960784313725,17.955534289859838,28.36243919313003
F3,5,2390,689,765,3,99.89808541206284,True,True,False,0,0,ACI,fixed05,0.05,0.8758169934640523,17.55609380201014,29.21413689085061
F3,5,2390,689,765,3,99.89808541206284,True,True,False,0,0,ACQR,fixed05,0.05,0.8862745098039215,18.31304371151173,29.373756595203947
F3,6,2390,689,765,3,20.288219144146293,True,True,False,0,0,split-CP,,,0.9241830065359478,9.494283068783062,12.314592443262375
F3,6,2390,689,765,3,20.288219144146293,True,True,False,0,0,CQR,,,0.9032679738562092,7.807434631543456,10.929151249491978
F3,6,2390,689,765,3,20.288219144146293,True,True,False,0,0,ACI,calibrated,0.02,0.8967320261437909,8.743828713842438,12.367217968983326
F3,6,2390,689,765,3,20.288219144146293,True,True,False,0,0,ACQR,calibrated,0.02,0.8954248366013072,8.315299058295135,11.50963843554156
F3,6,2390,689,765,3,20.288219144146293,True,True,False,0,0,ACI,fixed05,0.05,0.8915032679738563,9.487403839987174,12.571591230543843
F3,6,2390,689,765,3,20.288219144146293,True,True,False,0,0,ACQR,fixed05,0.05,0.8941176470588236,9.537428313710892,13.275540502957089
F3,7,2390,689,765,3,60.06180784501056,True,True,False,0,0,split-CP,,,0.8509803921568627,50.94473809523811,87.06141990713233
F3,7,2390,689,765,3,60.06180784501056,True,True,False,0,0,CQR,,,0.8601307189542484,47.08137627609879,72.52242620082139
F3,7,2390,689,765,3,60.06180784501056,True,True,False,0,0,ACI,calibrated,0.02,0.8980392156862745,66.22358206025396,84.86310140087461
F3,7,2390,689,765,3,60.06180784501056,True,True,False,0,0,ACQR,calibrated,0.01,0.9006535947712418,55.8165201561246,71.90125762985419
F3,7,2390,689,765,3,60.06180784501056,True,True,False,0,0,ACI,fixed05,0.05,0.8875816993464052,62.56281970577233,83.43478473735173
F3,7,2390,689,765,3,60.06180784501056,True,True,False,0,0,ACQR,fixed05,0.05,0.8875816993464052,56.32400642249398,73.97030550865176
F3,8,2390,689,765,3,17.956222983704077,True,True,False,0,0,split-CP,,,0.9712418300653596,78.70355813016569,89.48454709859257
F3,8,2390,689,765,3,17.956222983704077,True,True,False,0,0,CQR,,,0.7699346405228759,9.34989309820559,26.052577100995148
F3,8,2390,689,765,3,17.956222983704077,True,True,False,0,0,ACI,calibrated,0.05,0.8993464052287582,22.061735269045887,39.04447108188955
F3,8,2390,689,765,3,17.956222983704077,True,True,False,0,0,ACQR,calibrated,0.1,0.8679738562091504,13.500252305551523,30.05520836683188
F3,8,2390,689,765,3,17.956222983704077,True,True,False,0,0,ACI,fixed05,0.05,0.8993464052287582,22.061735269045887,39.04447108188955
F3,8,2390,689,765,3,17.956222983704077,True,True,False,0,0,ACQR,fixed05,0.05,0.8862745098039215,11.819734278336115,28.35969255790946
F3,9,2390,689,765,3,52.86696498903367,True,True,False,0,0,split-CP,,,0.915032679738562,11.065293650793592,16.245414979235242
F3,9,2390,689,765,3,52.86696498903367,True,True,False,0,0,CQR,,,0.8823529411764706,8.134195445572761,14.670978884788806
F3,9,2390,689,765,3,52.86696498903367,True,True,False,0,0,ACI,calibrated,0.01,0.8771241830065359,9.641548409869015,13.875252794204105
F3,9,2390,689,765,3,52.86696498903367,True,True,False,0,0,ACQR,calibrated,0.01,0.8836601307189542,8.834202359469852,12.56886591804958
F3,9,2390,689,765,3,52.86696498903367,True,True,False,0,0,ACI,fixed05,0.05,0.8771241830065359,8.401355287704332,12.761121783977336
F3,9,2390,689,765,3,52.86696498903367,True,True,False,0,0,ACQR,fixed05,0.05,0.8758169934640523,8.308570169777218,11.90661346345251
F3,10,2390,689,765,3,7.851214647986275,True,False,False,6,1,split-CP,,,0.9254901960784314,3.592357142857139,4.667936066233451
F3,10,2390,689,765,3,7.851214647986275,True,False,False,6,1,CQR,,,0.9281045751633988,3.1548376598469,3.9286224826802254
F3,10,2390,689,765,3,7.851214647986275,True,False,False,6,1,ACI,calibrated,0.1,0.8509803921568627,3.186442498278772,5.010026777108148
F3,10,2390,689,765,3,7.851214647986275,True,False,False,6,1,ACQR,calibrated,0.05,0.8888888888888888,3.0478006106223687,4.2311845056103135
F3,10,2390,689,765,3,7.851214647986275,True,False,False,6,1,ACI,fixed05,0.05,0.8771241830065359,2.999638327407281,4.6600009231751045
F3,10,2390,689,765,3,7.851214647986275,True,False,False,6,1,ACQR,fixed05,0.05,0.8888888888888888,3.0478006106223687,4.2311845056103135
F3,11,2390,689,765,3,21.82697307070308,True,True,False,0,0,split-CP,,,0.9267973856209152,7.6720072362278255,11.049672917315077
F3,11,2390,689,765,3,21.82697307070308,True,True,False,0,0,CQR,,,0.934640522875817,6.158285244263654,8.760332975968693
F3,11,2390,689,765,3,21.82697307070308,True,True,False,0,0,ACI,calibrated,0.05,0.8849673202614379,6.012503044214318,8.897904167177535
F3,11,2390,689,765,3,21.82697307070308,True,True,False,0,0,ACQR,calibrated,0.05,0.8849673202614379,5.663738194099868,9.192337716926684
F3,11,2390,689,765,3,21.82697307070308,True,True,False,0,0,ACI,fixed05,0.05,0.8849673202614379,6.012503044214318,8.897904167177535
F3,11,2390,689,765,3,21.82697307070308,True,True,False,0,0,ACQR,fixed05,0.05,0.8849673202614379,5.663738194099868,9.192337716926684
F3,12,2390,689,765,3,36.60355441870536,True,True,False,1,1,split-CP,,,0.9084967320261438,17.807162698412693,27.69089599477018
F3,12,2390,689,765,3,36.60355441870536,True,True,False,1,1,CQR,,,0.9084967320261438,12.967767516873671,19.517546988132068
F3,12,2390,689,765,3,36.60355441870536,True,True,False,1,1,ACI,calibrated,0.02,0.8862745098039215,15.39616913181227,23.39959632928195
F3,12,2390,689,765,3,36.60355441870536,True,True,False,1,1,ACQR,calibrated,0.02,0.8941176470588236,13.25095051728873,19.86186217285507
F3,12,2390,689,765,3,36.60355441870536,True,True,False,1,1,ACI,fixed05,0.05,0.8810457516339869,14.832132851450176,23.084940256463472
F3,12,2390,689,765,3,36.60355441870536,True,True,False,1,1,ACQR,fixed05,0.05,0.8862745098039215,14.610400265960935,21.30111735579021
F3,13,2390,689,765,3,107.63932492141844,True,True,False,0,0,split-CP,,,0.8849673202614379,22.02484523809528,35.76159262481648
F3,13,2390,689,765,3,107.63932492141844,True,True,False,0,0,CQR,,,0.8875816993464052,16.811689613273906,30.81630364004005
F3,13,2390,689,765,3,107.63932492141844,True,True,False,0,0,ACI,calibrated,0.02,0.8954248366013072,20.601864927048265,36.01913996186579
F3,13,2390,689,765,3,107.63932492141844,True,True,False,0,0,ACQR,calibrated,0.002,0.8810457516339869,16.802868623051115,30.93485227212475
F3,13,2390,689,765,3,107.63932492141844,True,True,False,0,0,ACI,fixed05,0.05,0.8862745098039215,19.20707837557021,30.40183502076476
F3,13,2390,689,765,3,107.63932492141844,True,True,False,0,0,ACQR,fixed05,0.05,0.8823529411764706,20.18169543171272,29.89002845366653
F3,14,2390,689,765,3,79.27436316966823,True,True,False,0,0,split-CP,,,0.9411764705882352,28.37810494345885,33.341226479390855
F3,14,2390,689,765,3,79.27436316966823,True,True,False,0,0,CQR,,,0.938562091503268,23.638428610771488,30.632315572451173
F3,14,2390,689,765,3,79.27436316966823,True,True,False,0,0,ACI,calibrated,0.01,0.8954248366013072,22.04204223561479,32.85973562453039
F3,14,2390,689,765,3,79.27436316966823,True,True,False,0,0,ACQR,calibrated,0.01,0.8967320261437909,19.386368635308106,30.724270440585403
F3,14,2390,689,765,3,79.27436316966823,True,True,False,0,0,ACI,fixed05,0.05,0.8915032679738563,21.92119452956267,31.98377997159584
F3,14,2390,689,765,3,79.27436316966823,True,True,False,0,0,ACQR,fixed05,0.05,0.8901960784313725,20.390054959797304,29.946494299102675
F3,15,2390,689,765,3,22.90205328936228,True,True,False,1,0,split-CP,,,0.9124183006535947,12.588099731127016,18.72055339160356
F3,15,2390,689,765,3,22.90205328936228,True,True,False,1,0,CQR,,,0.8954248366013072,9.450175713657964,14.48404161407054
F3,15,2390,689,765,3,22.90205328936228,True,True,False,1,0,ACI,calibrated,0.002,0.8836601307189542,10.752542884808246,19.004310789500988
F3,15,2390,689,765,3,22.90205328936228,True,True,False,1,0,ACQR,calibrated,0.05,0.8823529411764706,9.652919193265854,14.265910338092366
F3,15,2390,689,765,3,22.90205328936228,True,True,False,1,0,ACI,fixed05,0.05,0.8771241830065359,10.25904452170318,15.37523627898971
F3,15,2390,689,765,3,22.90205328936228,True,True,False,1,0,ACQR,fixed05,0.05,0.8823529411764706,9.652919193265854,14.265910338092366
F3,16,2390,689,765,3,19.84637910854393,True,True,False,0,1,split-CP,,,0.9254901960784314,6.892105301065437,8.56782162710202
F3,16,2390,689,765,3,19.84637910854393,True,True,False,0,1,CQR,,,0.930718954248366,5.263381838184072,6.412578492606369
F3,16,2390,689,765,3,19.84637910854393,True,True,False,0,1,ACI,calibrated,0.02,0.9006535947712418,6.09249488661907,8.32775134475788
F3,16,2390,689,765,3,19.84637910854393,True,True,False,0,1,ACQR,calibrated,0.01,0.8941176470588236,4.713343872820984,6.491378367281254
F3,16,2390,689,765,3,19.84637910854393,True,True,False,0,1,ACI,fixed05,0.05,0.8967320261437909,5.912946466689931,8.05186725722837
F3,16,2390,689,765,3,19.84637910854393,True,True,False,0,1,ACQR,fixed05,0.05,0.8928104575163399,5.281779792908509,6.8635436299004295
F3,17,2390,689,765,3,21.10118876531672,True,True,False,2,0,split-CP,,,0.8875816993464052,9.685632055538266,14.68817460521807
F3,17,2390,689,765,3,21.10118876531672,True,True,False,2,0,CQR,,,0.8954248366013072,7.20191795737461,11.396208586359933
F3,17,2390,689,765,3,21.10118876531672,True,True,False,2,0,ACI,calibrated,0.002,0.8849673202614379,9.544919983054951,14.696874435767574
F3,17,2390,689,765,3,21.10118876531672,True,True,False,2,0,ACQR,calibrated,0.002,0.8810457516339869,7.206588795613317,11.315838500529162
F3,17,2390,689,765,3,21.10118876531672,True,True,False,2,0,ACI,fixed05,0.05,0.8823529411764706,9.239502790274358,13.75200014162792
F3,17,2390,689,765,3,21.10118876531672,True,True,False,2,0,ACQR,fixed05,0.05,0.8862745098039215,7.871665177935253,11.666640867785867
F3,18,2390,689,765,3,12.296463677622246,True,True,False,0,0,split-CP,,,0.918954248366013,10.274968253968268,12.928296772581092
F3,18,2390,689,765,3,12.296463677622246,True,True,False,0,0,CQR,,,0.9084967320261438,6.834946246146683,9.983066697585317
F3,18,2390,689,765,3,12.296463677622246,True,True,False,0,0,ACI,calibrated,0.1,0.8627450980392157,7.738156270768689,11.59390213589364
F3,18,2390,689,765,3,12.296463677622246,True,True,False,0,0,ACQR,calibrated,0.02,0.8954248366013072,7.104144687677271,9.994893796528318
F3,18,2390,689,765,3,12.296463677622246,True,True,False,0,0,ACI,fixed05,0.05,0.8810457516339869,7.46797230757623,11.07675535120895
F3,18,2390,689,765,3,12.296463677622246,True,True,False,0,0,ACQR,fixed05,0.05,0.8862745098039215,7.836911699318802,10.482264332934896
F3,19,2390,689,765,3,28.19201727333136,True,True,False,0,0,split-CP,,,0.918954248366013,12.17750122804453,15.776805525296538
F3,19,2390,689,765,3,28.19201727333136,True,True,False,0,0,CQR,,,0.915032679738562,10.457745103758166,14.08787601293822
F3,19,2390,689,765,3,28.19201727333136,True,True,False,0,0,ACI,calibrated,0.01,0.8941176470588236,11.060020743617311,16.10297671635433
F3,19,2390,689,765,3,28.19201727333136,True,True,False,0,0,ACQR,calibrated,0.005,0.8928104575163399,9.79372822496958,14.278168998574094
F3,19,2390,689,765,3,28.19201727333136,True,True,False,0,0,ACI,fixed05,0.05,0.8875816993464052,10.818554695963682,14.73254269138632
F3,19,2390,689,765,3,28.19201727333136,True,True,False,0,0,ACQR,fixed05,0.05,0.8888888888888888,10.38546017485996,14.61217519017398
F3,20,2390,689,765,3,19.634541761916527,True,True,False,0,1,split-CP,,,0.9032679738562092,9.799023691395751,13.124215860519293
F3,20,2390,689,765,3,19.634541761916527,True,True,False,0,1,CQR,,,0.9254901960784314,7.533563694747352,9.787838506495342
F3,20,2390,689,765,3,19.634541761916527,True,True,False,0,1,ACI,calibrated,0.1,0.8679738562091504,6.935625722014612,11.347092568167731
F3,20,2390,689,765,3,19.634541761916527,True,True,False,0,1,ACQR,calibrated,0.05,0.8901960784313725,6.9096718883355,9.840624697563092
F3,20,2390,689,765,3,19.634541761916527,True,True,False,0,1,ACI,fixed05,0.05,0.8797385620915033,6.819425166342977,10.167402034306772
F3,20,2390,689,765,3,19.634541761916527,True,True,False,0,1,ACQR,fixed05,0.05,0.8901960784313725,6.9096718883355,9.840624697563092
F3,21,2390,689,765,3,14.310142310341764,True,True,False,0,0,split-CP,,,0.9594771241830066,10.8425,12.032182629280667
F3,21,2390,689,765,3,14.310142310341764,True,True,False,0,0,CQR,,,0.9529411764705882,8.457238371253087,9.748915798055965
F3,21,2390,689,765,3,14.310142310341764,True,True,False,0,0,ACI,calibrated,0.02,0.8980392156862745,7.899573032916007,11.049834993540712
F3,21,2390,689,765,3,14.310142310341764,True,True,False,0,0,ACQR,calibrated,0.02,0.8993464052287582,7.399669799464859,9.2090380681605
F3,21,2390,689,765,3,14.310142310341764,True,True,False,0,0,ACI,fixed05,0.05,0.8901960784313725,8.097338536626772,10.995553965110172
F3,21,2390,689,765,3,14.310142310341764,True,True,False,0,0,ACQR,fixed05,0.05,0.8954248366013072,7.614625659197786,9.647081606473742
F3,22,2390,689,765,3,63.904419925105664,True,True,False,0,0,split-CP,,,0.8980392156862745,14.083102948092824,26.4896574426179
F3,22,2390,689,765,3,63.904419925105664,True,True,False,0,0,CQR,,,0.9137254901960784,10.34873973645623,17.84731798436277
F3,22,2390,689,765,3,63.904419925105664,True,True,False,0,0,ACI,calibrated,0.05,0.8823529411764706,12.52816842792284,21.948197988534098
F3,22,2390,689,765,3,63.904419925105664,True,True,False,0,0,ACQR,calibrated,0.02,0.8915032679738563,11.231026708695394,17.275729120780397
F3,22,2390,689,765,3,63.904419925105664,True,True,False,0,0,ACI,fixed05,0.05,0.8823529411764706,12.52816842792284,21.948197988534098
F3,22,2390,689,765,3,63.904419925105664,True,True,False,0,0,ACQR,fixed05,0.05,0.8823529411764706,10.999979190565178,17.679119029443356
F3,23,2390,689,765,3,32.56767508161224,True,True,False,1,0,split-CP,,,0.9019607843137256,8.20597883597884,12.276340518474504
F3,23,2390,689,765,3,32.56767508161224,True,True,False,1,0,CQR,,,0.9137254901960784,6.42324264993802,9.122805359102772
F3,23,2390,689,765,3,32.56767508161224,True,True,False,1,0,ACI,calibrated,0.1,0.8666666666666667,7.1836405497068885,12.035529853818414
F3,23,2390,689,765,3,32.56767508161224,True,True,False,1,0,ACQR,calibrated,0.05,0.8823529411764706,6.702198869686808,9.486911163422054
F3,23,2390,689,765,3,32.56767508161224,True,True,False,1,0,ACI,fixed05,0.05,0.8797385620915033,7.504538053425635,11.15832373554792
F3,23,2390,689,765,3,32.56767508161224,True,True,False,1,0,ACQR,fixed05,0.05,0.8823529411764706,6.702198869686808,9.486911163422054
F3,24,2390,689,765,3,25.13718676928173,True,True,False,0,0,split-CP,n/a,,0.8496732026143791,5.236511904761897,12.973701764768762
F3,24,2390,689,765,3,25.13718676928173,True,True,False,0,0,CQR,n/a,,0.8784313725490196,4.663633837978319,9.868960333906516
F3,24,2390,689,765,3,25.13718676928173,True,True,False,0,0,ACI,calibrated,0.02,0.8954248366013072,6.336040839770252,12.160246006910056
F3,24,2390,689,765,3,25.13718676928173,True,True,False,0,0,ACQR,calibrated,0.02,0.8928104575163399,5.5232998235641535,10.223028813223392
F3,24,2390,689,765,3,25.13718676928173,True,True,False,0,0,ACI,fixed05,0.05,0.8810457516339869,6.311623376466187,11.700660580124305
F3,24,2390,689,765,3,25.13718676928173,True,True,False,0,0,ACQR,fixed05,0.05,0.8784313725490196,6.209658216654208,10.970206637420658
