arm,fold,facility_id,dynamic,low_info,partition,cell,method,PICP,MPIW,n_cell,cramers_v,degenerate
A_folds,F1,3,True,False,time_of_day,night,ToD-ACI,0.9428571428571428,7.899466923200255,105,1.0,False
A_folds,F1,3,True,False,time_of_day,am_rush,ToD-ACI,0.875,16.962460342512422,48,1.0,False
A_folds,F1,4,True,False,day_of_week,Mon,split-CP,0.9577464788732394,28.146736488798133,142,0.4764097121063032,False
A_folds,F1,4,True,False,day_of_week,Tue,split-CP,0.8596491228070176,27.456487177117904,285,0.4764097121063032,False
A_folds,F1,4,True,False,day_of_week,Wed,split-CP,1.0,30.71803968253971,36,0.4764097121063032,False
A_folds,F1,4,True,False,day_of_week,Mon,Mondrian-split-CP,0.971830985915493,30.904802020879487,142,0.4764097121063032,False
A_folds,F1,4,True,False,day_of_week,Tue,Mondrian-split-CP,0.8491228070175438,28.480782976802267,285,0.4764097121063032,False
A_folds,F1,4,True,False,day_of_week,Wed,Mondrian-split-CP,0.6944444444444444,15.216238095238054,36,0.4764097121063032,False
A_folds,F1,4,True,False,day_of_week,Mon,ACI,0.9577464788732394,27.06050382895014,142,0.4764097121063032,False
A_folds,F1,4,True,False,day_of_week,Tue,ACI,0.8315789473684211,25.596568893403543,285,0.4764097121063032,False
A_folds,F1,4,True,False,day_of_week,Wed,ACI,1.0,33.531731768745644,36,0.4764097121063032,False
A_folds,F1,4,True,False,day_of_week,Mon,ToD-ACI,0.9366197183098592,26.91669411418003,142,0.4764097121063032,False
A_folds,F1,4,True,False,day_of_week,Tue,ToD-ACI,0.8526315789473684,30.432793316624903,285,0.4764097121063032,False
A_folds,F1,4,True,False,day_of_week,Wed,ToD-ACI,0.8888888888888888,17.82388403880073,36,0.4764097121063032,False
A_folds,F1,4,True,False,occupancy_tercile,low,split-CP,0.8316831683168316,24.30879454612129,202,0.7826929390861769,False
A_folds,F1,4,True,False,occupancy_tercile,mid,split-CP,0.9469026548672568,30.71803968253971,113,0.7826929390861769,False
A_folds,F1,4,True,False,occupancy_tercile,high,split-CP,0.9594594594594594,30.71803968253971,148,0.7826929390861769,False
