city,horizon,method,PICP,std,MPIW,Winkler,ci_contains,safe,n
belgrade,y_t+15min,split-CP,0.8992386923421404,0.0408239734523081,16.77435100593954,26.826566293558642,0.6363636363636364,0.4090909090909091,22
belgrade,y_t+15min,CQR,0.8992834751455441,0.02821725824421061,12.503308616769106,20.096862489846636,0.7727272727272727,0.36363636363636365,22
belgrade,y_t+15min,ACI,0.8929243170622481,0.010888016086586365,15.967858052164535,24.23333831648895,0.9090909090909091,0.045454545454545456,22
belgrade,y_t+15min,ACQR,0.8931482310792657,0.006589647695855672,13.14680215819858,19.790467273355087,0.9545454545454546,0.0,22
birmingham,y_t+60min,split-CP,0.9065820611511572,0.051329996669428835,134.4303212610802,175.36078089923163,0.7142857142857143,0.25,28
birmingham,y_t+60min,CQR,0.9021100120074138,0.04169890673411505,135.28222430344965,172.66008590461453,0.75,0.25,28
birmingham,y_t+60min,ACI,0.8889896755270572,0.015472401265376575,131.55425297545514,175.30883185937427,1.0,0.03571428571428571,28
birmingham,y_t+60min,ACQR,0.8927995800852744,0.02344964048871338,139.22077292937573,176.2771307337063,0.8928571428571429,0.10714285714285714,28
