arm,dataset,facility_id,horizon,level,method,PICP,MPIW,Winkler,picp_lo,picp_hi,n_test,dynamic,degenerate,cal_score_max,status
A3_v2_daychunk,birmingham,4,y_t+60min,0.9,AgACI-style,0.8888888888888888,56.28705480012575,74.52562696064,0.8409090909090909,0.9393939393939394,135,True,False,47.570342261904784,ok
A3_v2_daychunk,birmingham,4,y_t+60min,0.9,NGBoost,0.1185185185185185,9.839216876760103,253.6307812066312,0.0757575757575757,0.1666666666666666,135,True,False,47.570342261904784,ok
A3_v2_daychunk,birmingham,4,y_t+60min,0.9,NGBoost-conformal,0.8518518518518519,59.90347551518559,80.13398691310914,0.8106060606060606,0.9166666666666666,135,True,False,47.570342261904784,ok
A3_v2_daychunk,birmingham,4,y_t+60min,0.9,ACI-crosscheck,0.8888888888888888,58.68827237186681,74.16320047565603,0.8484848484848485,0.9318181818181818,135,True,False,47.570342261904784,ok
A3_v2_daychunk,birmingham,5,y_t+60min,0.9,EnbPI,0.8529411764705882,153.42801774017423,266.88514690193193,0.7878787878787878,0.9015151515151516,136,True,False,254.8422380952381,ok
A3_v2_daychunk,birmingham,5,y_t+60min,0.9,AgACI-style,0.9117647058823528,203.3559176678491,281.18847481872484,0.8636363636363636,0.946969696969697,136,True,False,254.8422380952381,ok
A3_v2_daychunk,birmingham,5,y_t+60min,0.9,NGBoost,0.3382352941176471,30.09593369263144,589.67922150226,0.25,0.4166666666666667,136,True,False,254.8422380952381,ok
A3_v2_daychunk,birmingham,5,y_t+60min,0.9,NGBoost-conformal,0.9338235294117648,223.5086546976363,271.03276359956845,0.8863636363636364,0.9696969696969696,136,True,False,254.8422380952381,ok
A3_v2_daychunk,birmingham,5,y_t+60min,0.9,ACI-crosscheck,0.9117647058823528,220.8914909838936,306.266018294818,0.8636363636363636,0.946969696969697,136,True,False,254.8422380952381,ok
A3_v2_daychunk,birmingham,6,y_t+60min,0.9,EnbPI,0.7352941176470589,146.15678660276149,354.06577810251025,0.6363636363636364,0.8409090909090909,136,True,False,269.99337797619046,ok
A3_v2_daychunk,birmingham,6,y_t+60min,0.9,AgACI-style,0.9044117647058824,205.39854121461653,290.8441248419031,0.8409090909090909,0.9621212121212122,136,True,False,269.99337797619046,ok
A3_v2_daychunk,birmingham,6,y_t+60min,0.9,NGBoost,0.2426470588235294,32.1186971035108,786.5486643380522,0.1814393939393929,0.3257575757575757,136,True,False,269.99337797619046,ok
A3_v2_daychunk,birmingham,6,y_t+60min,0.9,NGBoost-conformal,0.8602941176470589,213.13317254193947,340.4845576088296,0.7803030303030303,0.946969696969697,136,True,False,269.99337797619046,ok
A3_v2_daychunk,birmingham,6,y_t+60min,0.9,ACI-crosscheck,0.8897058823529411,219.54797535889355,316.5415253413865,0.8257575757575758,0.946969696969697,136,True,False,269.99337797619046,ok
A3_v2_daychunk,birmingham,7,y_t+60min,0.9,EnbPI,0.75,67.25528794934586,128.40307310273633,0.6666666666666666,0.8409090909090909,136,True,False,63.23090476190475,ok
A3_v2_daychunk,birmingham,7,y_t+60min,0.9,AgACI-style,0.8897058823529411,83.24657442042337,112.20747460639508,0.8409090909090909,0.9393939393939394,136,True,False,63.23090476190475,ok
A3_v2_daychunk,birmingham,7,y_t+60min,0.9,NGBoost,0.2352941176470588,17.8809783818438,307.5470195880721,0.1590909090909091,0.303030303030303,136,True,False,63.23090476190475,ok
A3_v2_daychunk,birmingham,7,y_t+60min,0.9,NGBoost-conformal,0.8455882352941176,85.54857315452855,119.52671600196378,0.7878787878787878,0.9166666666666666,136,True,False,63.23090476190475,ok
A3_v2_daychunk,birmingham,7,y_t+60min,0.9,ACI-crosscheck,0.8823529411764706,82.03697706582633,115.8432775443511,0.8181818181818182,0.9393939393939394,136,True,False,63.23090476190475,ok
A3_v2_daychunk,birmingham,9,y_t+60min,0.9,EnbPI,0.8962962962962963,36.67914140856488,53.1515430104273,0.8333333333333334,0.9393939393939394,135,True,False,65.16160714285712,ok
A3_v2_daychunk,birmingham,9,y_t+60min,0.9,AgACI-style,0.8888888888888888,38.10273959076172,57.45830852308908,0.8333333333333334,0.9393939393939394,135,True,False,65.16160714285712,ok
A3_v2_daychunk,birmingham,9,y_t+60min,0.9,NGBoost,0.5777777777777777,15.590429810124098,96.65387739450438,0.4848484848484848,0.6590909090909091,135,True,False,65.16160714285712,ok
A3_v2_daychunk,birmingham,9,y_t+60min,0.9,NGBoost-conformal,0.9185185185185184,42.48632984034944,57.09826778354333,0.8787878787878788,0.9621212121212122,135,True,False,65.16160714285712,ok
A3_v2_daychunk,birmingham,9,y_t+60min,0.9,ACI-crosscheck,0.8666666666666667,40.82974612219057,60.70897275358387,0.8106060606060606,0.9242424242424242,135,True,False,65.16160714285712,ok
A3_v2_daychunk,birmingham,10,y_t+60min,0.9,EnbPI,0.9629629629629628,21.250928836262155,24.23629759516874,0.9318181818181818,0.9848484848484848,135,True,False,24.900484938672435,ok
A3_v2_daychunk,birmingham,10,y_t+60min,0.9,AgACI-style,0.925925925925926,19.2353296151434,23.095283945359405,0.8863636363636364,0.9621212121212122,135,True,False,24.900484938672435,ok
A3_v2_daychunk,birmingham,10,y_t+60min,0.9,NGBoost,0.5333333333333333,7.977961042838972,36.13957495499629,0.4545454545454545,0.6060606060606061,135,True,False,24.900484938672435,ok
