req,policy,assigned,dist,overflow
266,POINT,12,1.6255541251972399,0
267,POINT,23,0.39235553258221645,0
268,POINT,19,0.30062858357484484,0
269,POINT,20,0.3149371828253147,0
270,POINT,8,0.41522592359575944,1
271,POINT,19,1.3487851895629808,0
272,POINT,9,0.17163608744885267,0
273,POINT,9,2.347810819063082,0
274,POINT,7,4.550109609170019,0
275,POINT,9,0.43648235151218423,0
276,POINT,22,5.38863046696978,0
277,POINT,9,0.3447929630881317,0
278,POINT,18,2.6537899144525094,0
279,POINT,8,0.5672492048681927,1
280,POINT,23,0.0814304421428493,0
281,POINT,8,0.2153773137864784,1
282,POINT,23,0.5649695726085664,0
283,POINT,23,0.6121350598437247,0
284,POINT,7,3.143970407421104,0
285,POINT,9,0.3535554008133086,0
286,POINT,16,0.2524608175213552,0
287,POINT,9,0.4462467746228948,0
288,POINT,8,0.05951976611203045,1
289,POINT,8,0.4783591147078015,1
290,POINT,7,1.4530182186443423,0
291,POINT,8,0.09187738945404772,1
292,POINT,23,1.1123089291606671,0
293,POINT,8,0.29410108880474994,1
294,POINT,23,0.5237109589726936,0
295,POINT,23,0.3814448601602659,0
296,POINT,17,2.99622757539286,0
297,POINT,23,0.28206369087830974,0
298,POINT,23,1.7306974721612183,0
299,POINT,8,0.1936269768916698,1
300,POINT,23,0.46569877092996237,0
301,POINT,22,3.598789966290457,0
302,POINT,18,2.004826474456688,0
303,POINT,14,2.5794469058182754,0
304,POINT,7,2.434998375686911,0
305,POINT,18,2.1344097403012645,0
306,POINT,22,2.2287322469759174,0
307,POINT,8,0.4531264565917016,1
308,POINT,22,4.047179438270517,0
309,POINT,19,0.47101190720311414,0
310,POINT,8,0.10548422901431245,1
311,POINT,20,1.6264585491007768,0
312,POINT,18,0.9998173773250764,0
313,POINT,22,4.606593511587377,0
314,POINT,23,0.42460003164562377,0
315,POINT,22,4.253149783685344,0
316,POINT,18,2.057684130462132,0
317,POINT,9,0.22900413543455142,0
318,POINT,9,0.1103640164451846,0
319,POINT,23,0.4509387098281306,0
320,POINT,6,0.5903694183694159,0
321,POINT,16,0.2810375406240191,0
322,POINT,20,2.2085452998878905,0
323,POINT,20,0.23728411263680096,0
324,POINT,22,1.093015686969608,0
325,POINT,8,0.2835851130175194,1
326,POINT,7,3.8150946850783436,0
327,POINT,9,0.410425784073376,0
328,POINT,8,0.24539745778533648,1
329,POINT,9,1.6368522548865994,0
330,POINT,22,1.2332080811530677,0
331,POINT,14,0.9627198509407364,0
332,POINT,9,0.5422559986969779,0
333,POINT,20,0.4709805374444663,0
334,POINT,9,0.39753794814981813,0
335,POINT,23,0.46014287592411374,0
336,POINT,22,1.6391944605692907,0
337,POINT,9,0.6327904547774815,0
338,POINT,17,0.8166035293091795,0
339,POINT,20,5.854400760972449,0
340,POINT,22,3.6949359265360124,0
341,POINT,12,0.7753668140950103,0
342,POINT,2,0.4322617299439379,0
343,POINT,9,0.2373703406090812,0
344,POINT,9,0.8358738614048477,0
345,POINT,23,3.550900132595539,0
346,POINT,8,0.32859095540407124,0
347,POINT,23,0.2211222176139958,0
348,POINT,7,3.21573807219952,0
349,POINT,8,0.6810248198240739,1
350,POINT,11,0.40506852209465355,0
351,POINT,7,2.9323323528119802,0
352,POINT,18,3.2220898413332257,0
353,POINT,9,0.5108083787655815,0
354,POINT,18,1.7080407782655058,0
355,POINT,20,0.3297867921681,0
356,POINT,18,1.0885868588292962,0
357,POINT,20,0.6362572031602065,0
358,POINT,23,0.09300668271295875,0
359,POINT,9,0.07989406499680554,0
360,POINT,23,0.1711349355273121,0
361,POINT,9,0.7600665368388535,0
362,POINT,9,0.5545724842020131,0
363,POINT,23,0.08215973239765381,0
364,POINT,8,0.4701672674886249,1
365,POINT,7,0.9586356789204763,0
366,POINT,13,0.4321177533109267,0
367,POINT,18,1.9967068198792,0
368,POINT,23,0.39544686536037776,0
369,POINT,4,0.4132163340254909,0
370,POINT,23,0.7290547706413618,0
371,POINT,23,0.6307396001663924,0
372,POINT,7,4.264885492388667,0
373,POINT,12,0.9379683327186026,0
374,POINT,19,0.1036390963398032,0
375,POINT,23,0.7587364160619562,0
376,POINT,18,2.346922220549709,0
377,POINT,9,0.3269596659146415,0
378,POINT,9,0.1445056456470925,0
379,POINT,9,0.2640448036647585,0
380,POINT,23,0.5347413486936833,0
381,POINT,8,0.6850143755352825,0
382,POINT,20,0.3587756653260039,0
383,POINT,20,0.38015581864413484,0
384,POINT,9,0.27930257434374006,0
385,POINT,8,0.2764251193950781,1
386,POINT,19,0.22976643068099153,0
387,POINT,14,1.9501768596646776,0
388,POINT,7,2.922731583398271,0
389,POINT,9,0.3220512534989893,0
390,POINT,20,0.2605524124167987,0
391,POINT,20,1.1545824301834886,0
392,POINT,8,0.35110017493330076,1
393,POINT,8,0.3191331955167024,1
394,POINT,12,3.9774464709594324,0
395,POINT,16,0.05674927708274087,0
396,POINT,9,5.027193827922116,0
397,POINT,23,0.302823877817395,0
398,POINT,22,1.0794061276683327,0
399,POINT,8,0.4799159319567018,1
400,POINT,20,0.09127252547370918,0
401,POINT,8,0.32240496640669997,1
402,POINT,8,0.512843413782643,1
403,POINT,12,5.703717579675711,0
404,POINT,9,0.5292656055065923,0
405,POINT,4,0.5110910068178828,0
406,POINT,5,1.50292918221205,0
407,POINT,23,6.174462622271732,0
408,POINT,8,0.2332203804382188,0
409,POINT,19,0.4883596566822569,0
410,POINT,17,0.5008916078585637,0
411,POINT,22,3.21543083099304,0
412,POINT,22,3.9662267074783277,0
413,POINT,7,3.4068824132135216,0
414,POINT,5,0.754466016888785,0
415,POINT,9,0.1505269663710447,0
416,POINT,9,0.46518411241172364,0
417,POINT,23,0.13221351929310216,0
418,POINT,9,4.462435264821513,0
419,POINT,23,2.896869730288527,0
420,POINT,23,0.1362112425848288,0
421,POINT,19,0.47975934545055665,0
422,POINT,19,0.45678034650290467,0
423,POINT,22,3.6773185844039906,0
424,POINT,20,0.3081869335920723,0
425,POINT,9,0.22491491056388999,0
426,POINT,23,0.6146214312641971,0
427,POINT,23,0.5589231374938741,0
428,POINT,8,0.0725094012187482,1
429,POINT,23,0.28395415024637605,0
430,POINT,9,0.14792340605459123,0
431,POINT,8,0.23743567038950006,1
432,POINT,23,0.17604168380210183,0
433,POINT,8,0.4189730825662289,1
434,POINT,9,0.614770720282212,0
435,POINT,9,2.7683539906897465,0
436,POINT,8,0.14415854500880057,1
437,POINT,8,0.5353866766696188,0
438,POINT,9,0.5263271757868243,0
439,POINT,23,0.5745440341932352,0
440,POINT,8,0.14083380744526877,0
441,POINT,9,0.5517714999764357,0
442,POINT,22,3.815173143105556,0
443,POINT,8,0.10446930922338947,1
444,POINT,23,0.28082517212636754,0
445,POINT,23,0.2838491406203388,0
446,POINT,9,0.293497750645738,0
447,POINT,8,0.25584122656872543,0
448,POINT,22,1.7625326233925624,0
449,POINT,17,0.41563156063938067,0
450,POINT,9,0.5912778693846121,0
451,POINT,9,0.22090458252884168,0
452,POINT,23,0.26977995585384734,0
453,POINT,20,0.3773619330475009,0
454,POINT,17,1.1109619352307314,0
