req,policy,assigned,dist,overflow
122,INTERVAL,23,0.5219688335871476,0
123,INTERVAL,9,0.5018366799293623,0
124,INTERVAL,9,0.8168364869666025,0
125,INTERVAL,7,3.336914441265877,0
126,INTERVAL,9,0.06678393562057028,0
127,INTERVAL,22,0.6487603872041289,0
128,INTERVAL,19,0.4179996187897144,0
129,INTERVAL,7,1.9240242893568993,0
130,INTERVAL,22,1.1203687779354023,0
131,INTERVAL,7,3.743803832033902,0
132,INTERVAL,7,5.956688170530995,0
133,INTERVAL,18,1.3706651931109592,0
134,INTERVAL,19,0.12512661384811516,0
135,INTERVAL,19,0.5364881582995323,0
136,INTERVAL,9,0.2115010085246615,0
137,INTERVAL,20,0.4022218811554118,0
138,INTERVAL,12,2.3758191695252986,0
139,INTERVAL,19,0.8029808747946635,0
140,INTERVAL,12,2.4563229133190667,0
141,INTERVAL,19,0.5349933089008271,0
142,INTERVAL,7,4.109953011025859,0
143,INTERVAL,19,1.0490334045667529,0
144,INTERVAL,20,0.6296029358032348,0
145,INTERVAL,18,5.19965059222542,0
146,INTERVAL,17,2.5098931547023637,0
147,INTERVAL,23,0.4594142870218498,0
148,INTERVAL,19,0.6047725581535295,0
149,INTERVAL,19,0.961055994845475,0
150,INTERVAL,23,0.2413319273297481,0
151,INTERVAL,23,3.785424527825917,0
152,INTERVAL,22,0.582600469425482,0
153,INTERVAL,9,0.2213999843482465,0
154,INTERVAL,23,0.7457087664321097,0
155,INTERVAL,9,0.4671206954806757,0
156,INTERVAL,7,5.580183289588406,0
157,INTERVAL,9,0.22089592083443912,0
158,INTERVAL,7,5.612430369474761,0
159,INTERVAL,19,0.3554074318079252,0
160,INTERVAL,23,0.40631521811376187,0
161,INTERVAL,23,0.4065264911500843,0
162,INTERVAL,18,1.983578365586459,0
163,INTERVAL,4,0.5982652465122388,0
164,INTERVAL,23,0.49440382752062706,0
165,INTERVAL,7,2.4451488653155447,0
166,INTERVAL,20,0.6745696359836824,0
167,INTERVAL,20,0.664069804443498,0
168,INTERVAL,23,0.3896959504595208,0
169,INTERVAL,19,0.6371491223005447,0
170,INTERVAL,23,0.1903166868410537,0
171,INTERVAL,23,0.782939502169311,0
172,INTERVAL,23,0.23588232938598722,0
173,INTERVAL,9,0.4076110984495281,0
174,INTERVAL,9,1.065549416974954,0
175,INTERVAL,19,0.537748052507681,0
176,INTERVAL,23,0.3131098037913871,0
177,INTERVAL,9,0.17336323816234095,0
178,INTERVAL,8,0.3354874674038674,0
179,INTERVAL,16,0.3112254005881609,0
180,INTERVAL,20,0.5678863214382642,0
181,INTERVAL,9,0.9148290726898807,0
182,INTERVAL,19,0.7646768707397754,0
183,INTERVAL,23,0.31432426228376775,0
184,INTERVAL,9,0.37383058693059307,0
185,INTERVAL,23,0.09816044207058824,0
186,INTERVAL,23,0.23864525453180171,0
187,INTERVAL,19,0.7422160765842358,0
188,INTERVAL,19,0.18974270942628446,0
189,INTERVAL,23,0.16201177676175887,0
190,INTERVAL,11,1.0484831114368494,0
191,INTERVAL,9,0.5124160669066538,0
192,INTERVAL,7,2.354638085037475,0
193,INTERVAL,9,0.5040484619733901,0
194,INTERVAL,22,2.5505971055935928,0
195,INTERVAL,19,0.4099982543235432,0
196,INTERVAL,9,0.5943990086772588,0
197,INTERVAL,23,0.37243412397757353,0
198,INTERVAL,19,0.30477747654002924,0
199,INTERVAL,8,0.6697157624570821,0
200,INTERVAL,13,2.267729645023945,0
201,INTERVAL,13,0.7657235264302478,0
202,INTERVAL,7,2.1291688026380147,0
203,INTERVAL,9,0.5264990094198376,0
204,INTERVAL,23,0.4849457283638622,0
205,INTERVAL,20,3.057068308551148,0
206,INTERVAL,20,0.37295081849808126,0
207,INTERVAL,9,1.9172799706109485,0
208,INTERVAL,23,0.3039587050646516,0
209,INTERVAL,20,0.18214482715519595,0
210,INTERVAL,9,0.12176944826354692,0
211,INTERVAL,18,3.4323187692316464,0
212,INTERVAL,19,0.8092598661542589,0
213,INTERVAL,23,0.6312956019451265,0
214,INTERVAL,9,0.20997695310497155,0
215,INTERVAL,23,1.2228660655642973,0
216,INTERVAL,9,0.4798178967609782,0
217,INTERVAL,18,1.5535528914351056,0
218,INTERVAL,23,0.16230322674815917,0
219,INTERVAL,7,2.530230818702623,0
220,INTERVAL,9,1.2277694498846576,0
221,INTERVAL,9,0.35168865153962287,0
222,INTERVAL,9,0.6163350676994263,0
223,INTERVAL,20,0.3924713475664194,0
224,INTERVAL,19,0.8303214562388347,0
225,INTERVAL,20,0.17157937055637434,0
226,INTERVAL,9,1.705176014894404,0
227,INTERVAL,7,6.22901960677896,0
228,INTERVAL,17,2.0489133068317846,0
229,INTERVAL,9,0.18133007923288139,0
230,INTERVAL,13,2.3897305478798856,0
231,INTERVAL,7,0.40376657910322,0
232,INTERVAL,19,0.8484194591874469,0
233,INTERVAL,23,0.2407599405234235,0
234,INTERVAL,23,0.6366483106459696,0
235,INTERVAL,23,0.5638009765064274,0
236,INTERVAL,9,0.5005853290623603,0
237,INTERVAL,19,0.3541557228468256,0
238,INTERVAL,23,0.24061469606791422,0
239,INTERVAL,22,2.5063717155451197,0
240,INTERVAL,7,2.520749066872914,0
241,INTERVAL,16,0.3059190383015181,0
242,INTERVAL,19,0.9384925244563426,0
243,INTERVAL,23,6.130074466877811,0
244,INTERVAL,19,0.8413682916386558,0
245,INTERVAL,23,0.20119489616906192,0
246,INTERVAL,9,0.17253696396067283,0
247,INTERVAL,9,0.9268547936435656,0
248,INTERVAL,21,0.41845961202503373,0
249,INTERVAL,9,0.562158786495048,0
250,INTERVAL,23,0.892367175622281,0
251,INTERVAL,19,0.5613930848693852,0
252,INTERVAL,9,0.9422515268505507,0
253,INTERVAL,22,3.2287193100262823,0
254,INTERVAL,23,0.441087606158253,0
255,INTERVAL,9,0.16690912876455574,0
256,INTERVAL,23,0.1373780131566475,0
257,INTERVAL,16,0.04924680663683079,0
258,INTERVAL,9,0.241397273279812,0
259,INTERVAL,9,0.5453208233005686,0
260,INTERVAL,23,0.26637010439791103,0
261,INTERVAL,20,0.3449661767047853,0
262,INTERVAL,22,2.0546565707330617,0
263,INTERVAL,23,0.4052579888043754,0
264,INTERVAL,9,0.31703786633040887,0
265,INTERVAL,22,4.214000794058439,0
266,INTERVAL,12,1.6255541251972399,0
267,INTERVAL,23,0.39235553258221645,0
268,INTERVAL,19,0.30062858357484484,0
269,INTERVAL,20,0.3149371828253147,0
270,INTERVAL,19,0.9086049723187497,0
271,INTERVAL,19,1.3487851895629808,0
272,INTERVAL,9,0.17163608744885267,0
273,INTERVAL,9,2.347810819063082,0
274,INTERVAL,7,4.550109609170019,0
275,INTERVAL,9,0.43648235151218423,0
276,INTERVAL,22,5.38863046696978,0
277,INTERVAL,9,0.3447929630881317,0
278,INTERVAL,18,2.6537899144525094,0
279,INTERVAL,23,0.8475814360684272,0
280,INTERVAL,23,0.0814304421428493,0
281,INTERVAL,19,0.7597865153635781,0
282,INTERVAL,23,0.5649695726085664,0
283,INTERVAL,23,0.6121350598437247,0
284,INTERVAL,7,3.143970407421104,0
285,INTERVAL,9,0.3535554008133086,0
286,INTERVAL,16,0.2524608175213552,0
287,INTERVAL,9,0.4462467746228948,0
288,INTERVAL,19,0.49927241435966446,0
289,INTERVAL,19,0.8292260078036303,0
290,INTERVAL,7,1.4530182186443423,0
291,INTERVAL,19,0.5742522565114495,0
292,INTERVAL,23,1.1123089291606671,0
293,INTERVAL,19,0.4933549979272391,0
294,INTERVAL,23,0.5237109589726936,0
295,INTERVAL,23,0.3814448601602659,0
296,INTERVAL,17,2.99622757539286,0
297,INTERVAL,23,0.28206369087830974,0
298,INTERVAL,23,1.7306974721612183,0
299,INTERVAL,19,0.7476924866530538,0
300,INTERVAL,23,0.46569877092996237,0
301,INTERVAL,22,3.598789966290457,0
302,INTERVAL,18,2.004826474456688,0
303,INTERVAL,14,2.5794469058182754,0
304,INTERVAL,7,2.434998375686911,0
305,INTERVAL,18,2.1344097403012645,0
306,INTERVAL,22,2.2287322469759174,0
307,INTERVAL,19,0.9176761917308334,0
308,INTERVAL,22,4.047179438270517,0
309,INTERVAL,19,0.47101190720311414,0
310,INTERVAL,19,0.4540660058712706,0
311,INTERVAL,20,1.6264585491007768,0
312,INTERVAL,18,0.9998173773250764,0
313,INTERVAL,22,4.606593511587377,0
314,INTERVAL,23,0.42460003164562377,0
315,INTERVAL,22,4.253149783685344,0
316,INTERVAL,18,2.057684130462132,0
317,INTERVAL,9,0.22900413543455142,0
318,INTERVAL,9,0.1103640164451846,0
319,INTERVAL,23,0.4509387098281306,0
320,INTERVAL,6,0.5903694183694159,0
321,INTERVAL,16,0.2810375406240191,0
322,INTERVAL,20,2.2085452998878905,0
323,INTERVAL,20,0.23728411263680096,0
324,INTERVAL,22,1.093015686969608,0
325,INTERVAL,19,0.793736560386563,0
326,INTERVAL,7,3.8150946850783436,0
327,INTERVAL,9,0.410425784073376,0
328,INTERVAL,19,0.41736559595253353,0
329,INTERVAL,9,1.6368522548865994,0
330,INTERVAL,22,1.2332080811530677,0
331,INTERVAL,14,0.9627198509407364,0
332,INTERVAL,9,0.5422559986969779,0
333,INTERVAL,20,0.4709805374444663,0
334,INTERVAL,9,0.39753794814981813,0
335,INTERVAL,23,0.46014287592411374,0
336,INTERVAL,22,1.6391944605692907,0
337,INTERVAL,9,0.6327904547774815,0
338,INTERVAL,17,0.8166035293091795,0
339,INTERVAL,20,5.854400760972449,0
340,INTERVAL,22,3.6949359265360124,0
341,INTERVAL,12,0.7753668140950103,0
342,INTERVAL,2,0.4322617299439379,0
343,INTERVAL,9,0.2373703406090812,0
344,INTERVAL,9,0.8358738614048477,0
345,INTERVAL,23,3.550900132595539,0
346,INTERVAL,8,0.32859095540407124,0
347,INTERVAL,23,0.2211222176139958,0
348,INTERVAL,7,3.21573807219952,0
349,INTERVAL,2,0.777292637703299,0
350,INTERVAL,11,0.40506852209465355,0
351,INTERVAL,7,2.9323323528119802,0
352,INTERVAL,18,3.2220898413332257,0
353,INTERVAL,9,0.5108083787655815,0
354,INTERVAL,18,1.7080407782655058,0
355,INTERVAL,20,0.3297867921681,0
356,INTERVAL,18,1.0885868588292962,0
357,INTERVAL,20,0.6362572031602065,0
358,INTERVAL,23,0.09300668271295875,0
359,INTERVAL,9,0.07989406499680554,0
360,INTERVAL,23,0.1711349355273121,0
361,INTERVAL,9,0.7600665368388535,0
362,INTERVAL,9,0.5545724842020131,0
363,INTERVAL,23,0.08215973239765381,0
364,INTERVAL,19,0.8327383666749231,0
365,INTERVAL,7,0.9586356789204763,0
366,INTERVAL,13,0.4321177533109267,0
367,INTERVAL,18,1.9967068198792,0
368,INTERVAL,23,0.39544686536037776,0
369,INTERVAL,4,0.4132163340254909,0
370,INTERVAL,23,0.7290547706413618,0
371,INTERVAL,23,0.6307396001663924,0
372,INTERVAL,7,4.264885492388667,0
373,INTERVAL,12,0.9379683327186026,0
374,INTERVAL,19,0.1036390963398032,0
375,INTERVAL,23,0.7587364160619562,0
376,INTERVAL,18,2.346922220549709,0
377,INTERVAL,9,0.3269596659146415,0
378,INTERVAL,9,0.1445056456470925,0
379,INTERVAL,9,0.2640448036647585,0
380,INTERVAL,23,0.5347413486936833,0
381,INTERVAL,8,0.6850143755352825,0
382,INTERVAL,20,0.3587756653260039,0
383,INTERVAL,20,0.38015581864413484,0
384,INTERVAL,9,0.27930257434374006,0
385,INTERVAL,19,0.6177001580750824,0
386,INTERVAL,19,0.22976643068099153,0
387,INTERVAL,14,1.9501768596646776,0
388,INTERVAL,7,2.922731583398271,0
389,INTERVAL,9,0.3220512534989893,0
390,INTERVAL,20,0.2605524124167987,0
391,INTERVAL,20,1.1545824301834886,0
392,INTERVAL,19,0.5537354219996566,0
393,INTERVAL,19,0.8695410974298771,0
394,INTERVAL,12,3.9774464709594324,0
395,INTERVAL,16,0.05674927708274087,0
396,INTERVAL,9,5.027193827922116,0
397,INTERVAL,23,0.302823877817395,0
398,INTERVAL,22,1.0794061276683327,0
399,INTERVAL,19,0.4952434974088339,0
400,INTERVAL,20,0.09127252547370918,0
401,INTERVAL,19,0.5663483479964546,0
402,INTERVAL,19,0.5595420443469373,0
403,INTERVAL,12,5.703717579675711,0
404,INTERVAL,9,0.5292656055065923,0
405,INTERVAL,4,0.5110910068178828,0
406,INTERVAL,5,1.50292918221205,0
407,INTERVAL,23,6.174462622271732,0
408,INTERVAL,8,0.2332203804382188,0
409,INTERVAL,19,0.4883596566822569,0
410,INTERVAL,17,0.5008916078585637,0
411,INTERVAL,22,3.21543083099304,0
412,INTERVAL,22,3.9662267074783277,0
413,INTERVAL,7,3.4068824132135216,0
414,INTERVAL,5,0.754466016888785,0
415,INTERVAL,9,0.1505269663710447,0
416,INTERVAL,9,0.46518411241172364,0
417,INTERVAL,23,0.13221351929310216,0
418,INTERVAL,9,4.462435264821513,0
419,INTERVAL,23,2.896869730288527,0
420,INTERVAL,23,0.1362112425848288,0
421,INTERVAL,19,0.47975934545055665,0
422,INTERVAL,19,0.45678034650290467,0
423,INTERVAL,22,3.6773185844039906,0
424,INTERVAL,20,0.3081869335920723,0
425,INTERVAL,9,0.22491491056388999,0
426,INTERVAL,23,0.6146214312641971,0
427,INTERVAL,23,0.5589231374938741,0
428,INTERVAL,19,0.5203145028707745,0
429,INTERVAL,23,0.28395415024637605,0
430,INTERVAL,9,0.14792340605459123,0
431,INTERVAL,19,0.6531995342138055,0
432,INTERVAL,23,0.17604168380210183,0
433,INTERVAL,19,0.911939475210379,0
434,INTERVAL,9,0.614770720282212,0
435,INTERVAL,9,2.7683539906897465,0
436,INTERVAL,19,0.4701788591911852,0
437,INTERVAL,8,0.5353866766696188,0
438,INTERVAL,9,0.5263271757868243,0
439,INTERVAL,23,0.5745440341932352,0
440,INTERVAL,8,0.14083380744526877,0
441,INTERVAL,9,0.5517714999764357,0
442,INTERVAL,22,3.815173143105556,0
443,INTERVAL,19,0.5877413856418271,0
444,INTERVAL,23,0.28082517212636754,0
445,INTERVAL,23,0.2838491406203388,0
446,INTERVAL,9,0.293497750645738,0
447,INTERVAL,8,0.25584122656872543,0
448,INTERVAL,22,1.7625326233925624,0
449,INTERVAL,17,0.41563156063938067,0
450,INTERVAL,9,0.5912778693846121,0
451,INTERVAL,9,0.22090458252884168,0
452,INTERVAL,23,0.26977995585384734,0
453,INTERVAL,20,0.3773619330475009,0
454,INTERVAL,17,1.1109619352307314,0
455,INTERVAL,23,0.3178155400507786,0
456,INTERVAL,23,0.26872547066952346,0
457,INTERVAL,23,1.5775401009241148,0
458,INTERVAL,19,0.7729473533819682,0
459,INTERVAL,16,0.5007955278107454,0
460,INTERVAL,4,0.2842032248810551,0
461,INTERVAL,23,0.4871392179416293,0
462,INTERVAL,19,0.7150644723683691,0
463,INTERVAL,9,0.7511516747089415,0
464,INTERVAL,14,2.126405264194261,0
465,INTERVAL,8,0.4591293490176758,0
466,INTERVAL,4,0.3747122295596488,0
467,INTERVAL,23,0.3233308048524796,0
468,INTERVAL,19,0.5886058645248539,0
469,INTERVAL,23,0.5086168884583816,0
470,INTERVAL,19,1.0221384625132208,0
471,INTERVAL,23,0.8039580797402538,0
472,INTERVAL,19,1.0332894173345324,0
473,INTERVAL,22,2.69844814884232,0
474,INTERVAL,19,0.7480831507169541,0
475,INTERVAL,9,3.449493810531041,0
476,INTERVAL,19,0.12325220068100128,0
477,INTERVAL,19,0.7959166702571324,0
478,INTERVAL,13,1.3868292062403962,0
479,INTERVAL,12,1.9717670568161927,0
480,INTERVAL,23,0.5841829020082059,0
481,INTERVAL,20,1.6671266040326134,0
482,INTERVAL,19,0.5330633776689851,0
483,INTERVAL,23,0.45751676593732316,0
484,INTERVAL,22,2.1383618743865367,0
485,INTERVAL,23,0.31409374885713875,0
486,INTERVAL,6,1.1553138565317553,0
487,INTERVAL,23,0.5282666558908219,0
488,INTERVAL,18,3.7166114277263556,0
489,INTERVAL,9,0.21706081449199632,0
490,INTERVAL,9,0.19461250230745758,0
491,INTERVAL,19,0.5571498054866562,0
492,INTERVAL,19,0.8463302509633309,0
493,INTERVAL,4,0.6263033709855026,0
494,INTERVAL,23,0.49158695407646874,0
495,INTERVAL,23,0.3811017256479073,0
496,INTERVAL,23,0.7594215846367195,0
497,INTERVAL,20,0.3454630214549973,0
498,INTERVAL,22,3.706163844644334,0
499,INTERVAL,14,2.567049140523202,0
500,INTERVAL,22,2.8717921692414814,0
501,INTERVAL,19,0.292115039321533,0
502,INTERVAL,7,3.5857230709330854,0
503,INTERVAL,16,0.09989928868159664,0
504,INTERVAL,23,0.20631918898392068,0
505,INTERVAL,19,0.21179719313239903,0
506,INTERVAL,7,4.838105397827805,0
507,INTERVAL,19,0.16569051535064763,0
508,INTERVAL,19,0.5106977483204227,0
509,INTERVAL,13,0.6435433601858987,0
510,INTERVAL,8,0.4314643553942226,0
511,INTERVAL,19,0.3776258049350266,0
512,INTERVAL,17,0.6769385634948928,0
513,INTERVAL,11,0.5979643716476488,0
514,INTERVAL,19,0.21879167314429873,0
515,INTERVAL,18,0.7780325747450246,0
516,INTERVAL,20,1.6770521963440395,0
517,INTERVAL,20,0.10105428172026942,0
518,INTERVAL,16,0.21239537979058054,0
519,INTERVAL,16,0.5294795561867657,0
520,INTERVAL,19,0.26920977245640704,0
521,INTERVAL,19,0.7120794310941662,0
522,INTERVAL,9,0.23639164575975294,0
523,INTERVAL,7,0.03820159554403889,0
524,INTERVAL,18,0.8711110542420588,0
525,INTERVAL,23,0.39823663380709484,0
526,INTERVAL,20,0.315001731121552,0
527,INTERVAL,19,0.35381002049679566,0
528,INTERVAL,14,1.4772983055304183,0
529,INTERVAL,8,0.2505955788815466,0
530,INTERVAL,19,0.35900599092746194,0
531,INTERVAL,23,0.19367841586028375,0
532,INTERVAL,19,0.3573444674331508,0
533,INTERVAL,20,1.2961742584565,0
534,INTERVAL,20,2.1033206734280756,0
535,INTERVAL,9,0.0833965578084962,0
536,INTERVAL,9,1.3838272991740914,0
537,INTERVAL,23,3.4872210008944284,0
538,INTERVAL,19,0.5125875989583263,0
539,INTERVAL,19,0.7398663828881396,0
540,INTERVAL,9,0.0946920919192628,0
541,INTERVAL,18,2.6964020048800728,0
542,INTERVAL,9,0.28464237809436416,0
543,INTERVAL,23,0.18483409602637624,0
544,INTERVAL,9,0.5568017900779829,0
545,INTERVAL,13,1.788284974254097,0
546,INTERVAL,19,0.2872277964741527,0
547,INTERVAL,22,2.971664837655514,0
548,INTERVAL,19,0.7800569963847697,0
549,INTERVAL,22,2.2122809512481423,0
550,INTERVAL,20,0.12670648564522866,0
551,INTERVAL,16,0.18757390879846325,0
552,INTERVAL,7,5.603049888547668,0
553,INTERVAL,12,1.5461123225596356,0
554,INTERVAL,8,0.5722135927750415,0
555,INTERVAL,20,0.13574937119095884,0
556,INTERVAL,12,2.654015145760868,0
557,INTERVAL,22,0.6539676787221735,0
558,INTERVAL,20,0.46297231018609064,0
559,INTERVAL,23,1.1683215036627173,0
560,INTERVAL,19,0.42402349123923,0
561,INTERVAL,22,3.270439975167564,0
562,INTERVAL,14,2.9226075588769636,0
563,INTERVAL,19,0.2782302528040872,0
564,INTERVAL,23,0.06817202912704798,0
565,INTERVAL,19,1.2791323596042716,0
566,INTERVAL,22,4.608179944180768,0
567,INTERVAL,19,0.7579272317005035,0
568,INTERVAL,19,0.6790471995676787,0
569,INTERVAL,19,0.5497543713503172,0
570,INTERVAL,18,3.859091060932392,0
571,INTERVAL,16,0.41002683280800306,0
572,INTERVAL,23,2.910056057703673,0
573,INTERVAL,9,0.21889660236175526,0
574,INTERVAL,9,2.836944427521937,0
575,INTERVAL,22,5.90440212819709,0
576,INTERVAL,23,0.32853266716777896,0
577,INTERVAL,23,0.7640810220009776,0
578,INTERVAL,16,0.34596644997641157,0
579,INTERVAL,20,0.6082883774610369,0
580,INTERVAL,19,1.0110441396379661,0
581,INTERVAL,20,0.27427813736802625,0
582,INTERVAL,7,6.217186708913683,0
583,INTERVAL,9,0.46987595044034364,0
584,INTERVAL,19,0.7190702218596765,0
585,INTERVAL,23,0.34754917463794166,0
586,INTERVAL,23,0.312120049320863,0
587,INTERVAL,23,0.2436282649419779,0
588,INTERVAL,23,0.2630339374686129,0
589,INTERVAL,20,0.792061210906829,0
590,INTERVAL,9,0.44341510318223276,0
591,INTERVAL,20,4.682885628550035,0
592,INTERVAL,9,0.7397049085891495,0
593,INTERVAL,23,0.45265313719419553,0
594,INTERVAL,23,5.007188195247832,0
595,INTERVAL,14,1.0325989732724103,0
596,INTERVAL,4,0.09556665333730459,0
597,INTERVAL,19,0.31026461779426806,0
598,INTERVAL,19,0.21540113806620434,0
599,INTERVAL,23,0.4367850779813581,0
