fold,facility_id,method,PICP,MPIW,Winkler,n_test
F3,8,CQR,0.8352941176470589,10.628815129474876,26.571946123185544,765
F3,8,ACQR,0.9071895424836601,18.189921903714847,34.33103069855877,765
F3,9,split-CP,0.9111111111111111,10.868515873015893,16.285618431435438,765
F3,9,ACI,0.8928104575163399,9.862915521382527,12.761076730422847,765
F3,9,CQR,0.8771241830065359,7.961456195981547,15.090887518673616,765
F3,9,ACQR,0.8980392156862745,10.07915281022645,12.420098830964758,765
F3,11,split-CP,0.9176470588235294,7.467028293831563,11.067731375064053,765
F3,11,ACI,0.8980392156862745,7.359264361165342,10.068747538723683,765
F3,11,CQR,0.9333333333333333,6.218387100257184,9.191211901811636,765
F3,11,ACQR,0.8980392156862745,6.919895228755097,9.925109578635672,765
F3,12,split-CP,0.8993464052287582,16.949305555555554,27.55550402979978,765
F3,12,ACI,0.8928104575163399,15.890195323110689,22.062258078196322,765
F3,12,CQR,0.9058823529411765,12.442691316189098,19.29011573744423,765
F3,12,ACQR,0.8980392156862745,20.014398010519766,25.982348957105792,765
F3,13,split-CP,0.8849673202614379,21.864865079365124,35.99575244665766,765
F3,13,ACI,0.8993464052287582,25.2497101909226,35.286462180158274,765
F3,13,CQR,0.8941176470588236,15.95365658975253,30.01828248516869,765
F3,13,ACQR,0.8980392156862745,27.5148474160888,34.468053775824146,765
F3,14,split-CP,0.9424836601307189,27.971401582114353,32.922686084467465,765
F3,14,ACI,0.8993464052287582,23.58275076629979,33.41519751671713,765
F3,14,CQR,0.934640522875817,23.814519015364052,31.232224010443762,765
F3,14,ACQR,0.8993464052287582,24.206628811628892,33.50477336326696,765
F3,15,split-CP,0.9150326797385621,12.940289602137147,19.01027459366463,765
F3,15,ACI,0.8967320261437909,11.419703773417334,15.776736784826166,765
F3,15,CQR,0.8967320261437909,9.31417652292046,14.09051814105927,765
F3,15,ACQR,0.8993464052287582,10.188784069583846,13.904756597559496,765
F3,16,split-CP,0.918954248366013,7.146765275162991,8.875246860389673,765
F3,16,ACI,0.8980392156862745,6.207562311943684,8.23427315544538,765
F3,16,CQR,0.9215686274509803,5.079562537122298,6.2426523401226826,765
F3,16,ACQR,0.8967320261437909,5.639116158754483,7.018051967578088,765
F3,17,split-CP,0.8875816993464052,9.609167184921107,14.514801472081539,765
F3,17,ACI,0.8980392156862745,10.346076492594793,13.911394951066848,765
F3,17,CQR,0.8993464052287582,7.397697942377804,11.660401795453447,765
F3,17,ACQR,0.8980392156862745,9.064026308215643,12.42330843300764,765
F3,18,split-CP,0.9254901960784314,10.233317460317465,12.792858548133058,765
F3,18,ACI,0.9006535947712418,9.538155894142168,12.090348880652149,765
F3,18,CQR,0.9124183006535947,7.040363910495782,9.60004370670914,765
F3,18,ACQR,0.9006535947712418,9.321494023194635,11.26554913254045,765
F3,19,split-CP,0.9163398692810457,12.227813039907327,15.807760222596334,765
F3,19,ACI,0.8980392156862745,12.423546724874013,15.906200476834954,765
F3,19,CQR,0.9098039215686274,10.526032833009024,14.19893604390706,765
F3,19,ACQR,0.8967320261437909,12.076311554013703,15.763660395759338,765
F3,20,split-CP,0.9071895424836601,9.674351660787769,13.16235185098731,765
F3,20,ACI,0.8993464052287582,7.2152211881981465,10.17864211258966,765
F3,20,CQR,0.9267973856209151,7.352826928182411,9.718731608286532,765
F3,20,ACQR,0.8980392156862745,8.191889016772368,10.737822662114759,765
F3,21,split-CP,0.9581699346405229,10.946832010582014,12.131283574147956,765
F3,21,ACI,0.8993464052287582,9.96483317865867,12.808792560840274,765
F3,21,CQR,0.9503267973856209,8.554926386621224,9.967301611053637,765
F3,21,ACQR,0.8993464052287582,8.113545496387884,10.16961584138154,765
F3,22,split-CP,0.8941176470588236,14.25677210888844,27.056069040231137,765
F3,22,ACI,0.9006535947712418,16.556604330890604,24.749618383649757,765
F3,22,CQR,0.9058823529411765,10.075734287370981,17.549930629222313,765
F3,22,ACQR,0.8980392156862745,14.505214703378977,19.899548200291598,765
F3,23,split-CP,0.9019607843137255,8.391417989417985,12.307374737100229,765
F3,23,ACI,0.8993464052287582,9.845260442897699,12.250788674167758,765
F3,23,CQR,0.9150326797385621,6.418597242741772,9.146470936004063,765
F3,23,ACQR,0.8980392156862745,8.571100199874795,10.920564127661079,765
