facility_id,dynamic,horizon,level,method,PICP,MPIW,Winkler
9,True,y_t+30min,0.95,split-CP,0.9865771812080537,45.722642857142894,50.31474549909451
9,True,y_t+30min,0.95,ACI,0.9463087248322147,39.58698821508468,52.32663693139448
9,True,y_t+60min,0.9,split-CP,0.912751677852349,41.00456547619047,56.96689351448328
9,True,y_t+60min,0.9,ACI,0.8859060402684564,38.796408973483636,54.727357577452345
9,True,y_t+60min,0.95,split-CP,0.9932885906040269,83.95841269841276,85.56055449025253
9,True,y_t+60min,0.95,ACI,0.9328859060402684,47.20240977246094,65.37388698465959
9,True,y_t+90min,0.9,split-CP,0.9194630872483222,53.58446428571426,69.46824958881567
9,True,y_t+90min,0.9,ACI,0.8791946308724832,49.75305643441549,62.10303751113188
9,True,y_t+90min,0.95,split-CP,0.9865771812080537,95.27630802611374,97.13694047429266
9,True,y_t+90min,0.95,ACI,0.9261744966442953,63.33128817799263,73.62690307941871
10,True,y_t+30min,0.9,split-CP,0.9261744966442953,14.813218253968273,21.023897469420966
10,True,y_t+30min,0.9,ACI,0.9060402684563759,13.685348024831248,21.92226578827586
10,True,y_t+30min,0.95,split-CP,0.9463087248322147,18.613422619047643,26.336408300405775
10,True,y_t+30min,0.95,ACI,0.959731543624161,22.359307899222337,28.86493855864493
10,True,y_t+60min,0.9,split-CP,0.9463087248322147,22.883275793650792,26.802768975711086
10,True,y_t+60min,0.9,ACI,0.912751677852349,19.122882883242777,26.07766263183126
10,True,y_t+60min,0.95,split-CP,0.9731543624161074,26.42085714285713,31.6189406626185
10,True,y_t+60min,0.95,ACI,0.959731543624161,25.568396912557986,33.289040621943286
10,True,y_t+90min,0.9,split-CP,0.9664429530201343,29.54378571428572,31.098557505911742
10,True,y_t+90min,0.9,ACI,0.9060402684563759,24.78745184626612,29.650141859749215
10,True,y_t+90min,0.95,split-CP,0.9932885906040269,35.76335560675881,36.57246510294778
10,True,y_t+90min,0.95,ACI,0.959731543624161,28.945911605979923,33.640851600008
11,True,y_t+30min,0.9,split-CP,0.825503355704698,47.1164464285714,83.49118210024498
11,True,y_t+30min,0.9,ACI,0.8993288590604027,59.88086355283417,84.10341388840462
11,True,y_t+30min,0.95,split-CP,0.9194630872483222,69.91188095238088,93.25961505273246
11,True,y_t+30min,0.95,ACI,0.9530201342281879,92.22426929167025,106.72436037508344
11,True,y_t+60min,0.9,split-CP,0.8456375838926175,91.41222619047629,146.9671791839778
11,True,y_t+60min,0.9,ACI,0.8993288590604027,109.18451507524912,144.13713505500837
11,True,y_t+60min,0.95,split-CP,0.9261744966442953,122.44323412698417,163.71205510280166
11,True,y_t+60min,0.95,ACI,0.9463087248322147,152.445753487657,179.58401517935823
11,True,y_t+90min,0.9,split-CP,0.912751677852349,130.1671666666666,167.64842860883425
11,True,y_t+90min,0.9,ACI,0.8926174496644296,140.56718587710134,181.63294247144822
11,True,y_t+90min,0.95,split-CP,0.9731543624161074,180.7424464285714,206.76029771226163
11,True,y_t+90min,0.95,ACI,0.9463087248322147,177.40480680126905,214.12377734429165
12,True,y_t+30min,0.9,split-CP,0.8657718120805369,62.785095238095195,107.05643898476617
12,True,y_t+30min,0.9,ACI,0.8993288590604027,63.69432044316607,111.24692018216683
12,True,y_t+30min,0.95,split-CP,0.9463087248322147,99.35594047619044,129.49096577713865
12,True,y_t+30min,0.95,ACI,0.9463087248322147,103.82461808884628,144.79627969532325
12,True,y_t+60min,0.9,split-CP,0.9194630872483222,122.97170238095235,173.76981413124528
12,True,y_t+60min,0.9,ACI,0.8993288590604027,117.43431054068974,168.4082050224198
12,True,y_t+60min,0.95,split-CP,0.9395973154362416,153.56586904761912,213.58416589432184
12,True,y_t+60min,0.95,ACI,0.9463087248322147,157.7630031026952,194.0270890726536
12,True,y_t+90min,0.9,split-CP,0.8926174496644296,159.1294583333333,245.38706476376908
12,True,y_t+90min,0.9,ACI,0.8993288590604027,166.4452924250875,210.95158630331602
12,True,y_t+90min,0.95,split-CP,0.959731543624161,257.8565281522017,295.35968834027926
12,True,y_t+90min,0.95,ACI,0.9463087248322147,224.74640845850544,269.1663765022424
13,True,y_t+30min,0.9,split-CP,0.9112903225806451,44.92106547619049,54.50951977726574
13,True,y_t+30min,0.9,ACI,0.8951612903225806,43.11661751733929,56.295112621025936
13,True,y_t+30min,0.95,split-CP,0.967741935483871,57.96900000000005,60.564081605222746
13,True,y_t+30min,0.95,ACI,0.9516129032258065,54.533091352755676,63.95766726743237
13,True,y_t+60min,0.9,split-CP,0.9112903225806451,90.83497023809522,108.50823764720941
13,True,y_t+60min,0.9,ACI,0.8951612903225806,87.60654169866869,103.54786443059626
13,True,y_t+60min,0.95,split-CP,1.0,140.58391269841266,140.58391269841266
13,True,y_t+60min,0.95,ACI,0.9516129032258065,114.05606842037888,128.68023764720937
