experiment,unit,statistic,before,after,delta,changed
EXP-024 trust/abstain,width-ACQR | 0.4,abst_lift_night,0.312,0.224,-0.088,True
EXP-024 trust/abstain,width-ACQR | 0.4,abst_lift_am_rush,0.953,0.922,-0.030999999999999917,True
EXP-024 trust/abstain,width-ACQR | 0.4,abst_lift_midday,1.517,1.585,0.06800000000000006,True
EXP-024 trust/abstain,width-ACQR | 0.4,abst_lift_pm_rush,1.566,1.641,0.07499999999999996,True
EXP-024 trust/abstain,width-ACQR | 0.4,abst_lift_evening,0.82,0.834,0.014000000000000012,True
EXP-024 trust/abstain,width-ACQR | 0.5,commit_rate,0.615,0.605,-0.010000000000000009,True
EXP-024 trust/abstain,width-ACQR | 0.5,MAE_cars,1.985,1.733,-0.252,True
EXP-024 trust/abstain,width-ACQR | 0.5,MAE_pct,2.117,1.645,-0.472,True
EXP-024 trust/abstain,width-ACQR | 0.5,committed_PICP,0.8976,0.8974,-0.00019999999999997797,True
EXP-024 trust/abstain,width-ACQR | 0.5,committed_MPIW,7.35,7.03,-0.3199999999999994,True
EXP-024 trust/abstain,width-ACQR | 0.5,n_facilities,22.0,21.0,-1.0,True
EXP-024 trust/abstain,width-ACQR | 0.5,abst_lift_night,0.284,0.176,-0.10799999999999998,True
EXP-024 trust/abstain,width-ACQR | 0.5,abst_lift_am_rush,0.887,0.886,-0.0010000000000000009,True
EXP-024 trust/abstain,width-ACQR | 0.5,abst_lift_midday,1.596,1.666,0.06999999999999984,True
EXP-024 trust/abstain,width-ACQR | 0.5,abst_lift_pm_rush,1.608,1.685,0.07699999999999996,True
EXP-024 trust/abstain,width-ACQR | 0.5,abst_lift_evening,0.768,0.771,0.0030000000000000027,True
EXP-024 trust/abstain,width-ACQR | 0.6,commit_rate,0.677,0.667,-0.010000000000000009,True
EXP-024 trust/abstain,width-ACQR | 0.6,MAE_cars,2.179,1.902,-0.2769999999999999,True
EXP-024 trust/abstain,width-ACQR | 0.6,MAE_pct,2.323,1.804,-0.5189999999999999,True
EXP-024 trust/abstain,width-ACQR | 0.6,committed_PICP,0.8939,0.894,9.999999999998899e-05,True
EXP-024 trust/abstain,width-ACQR | 0.6,committed_MPIW,8.0,7.64,-0.3600000000000003,True
EXP-024 trust/abstain,width-ACQR | 0.6,n_facilities,22.0,21.0,-1.0,True
EXP-024 trust/abstain,width-ACQR | 0.6,abst_lift_night,0.281,0.153,-0.12800000000000003,True
EXP-024 trust/abstain,width-ACQR | 0.6,abst_lift_am_rush,0.83,0.833,0.0030000000000000027,True
EXP-024 trust/abstain,width-ACQR | 0.6,abst_lift_midday,1.637,1.712,0.07499999999999996,True
EXP-024 trust/abstain,width-ACQR | 0.6,abst_lift_pm_rush,1.671,1.75,0.07899999999999996,True
EXP-024 trust/abstain,width-ACQR | 0.6,abst_lift_evening,0.688,0.721,0.03300000000000003,True
EXP-024 trust/abstain,width-ACQR | 0.7,commit_rate,0.742,0.733,-0.009000000000000008,True
EXP-024 trust/abstain,width-ACQR | 0.7,MAE_cars,2.381,2.101,-0.2799999999999998,True
EXP-024 trust/abstain,width-ACQR | 0.7,MAE_pct,2.493,1.962,-0.5309999999999999,True
EXP-024 trust/abstain,width-ACQR | 0.7,committed_PICP,0.8923,0.8925,0.00019999999999997797,True
EXP-024 trust/abstain,width-ACQR | 0.7,committed_MPIW,8.76,8.41,-0.34999999999999964,True
EXP-024 trust/abstain,width-ACQR | 0.7,n_facilities,22.0,21.0,-1.0,True
EXP-024 trust/abstain,width-ACQR | 0.7,abst_lift_night,0.249,0.119,-0.13,True
EXP-024 trust/abstain,width-ACQR | 0.7,abst_lift_am_rush,0.79,0.789,-0.0010000000000000009,True
EXP-024 trust/abstain,width-ACQR | 0.7,abst_lift_midday,1.689,1.767,0.07799999999999985,True
EXP-024 trust/abstain,width-ACQR | 0.7,abst_lift_pm_rush,1.742,1.825,0.08299999999999996,True
EXP-024 trust/abstain,width-ACQR | 0.7,abst_lift_evening,0.617,0.646,0.029000000000000026,True
EXP-024 trust/abstain,width-ACQR | 0.8,commit_rate,0.819,0.812,-0.006999999999999895,True
EXP-024 trust/abstain,width-ACQR | 0.8,MAE_cars,2.616,2.335,-0.28100000000000014,True
EXP-024 trust/abstain,width-ACQR | 0.8,MAE_pct,2.695,2.153,-0.5419999999999998,True
EXP-024 trust/abstain,width-ACQR | 0.8,committed_PICP,0.8922,0.8924,0.00019999999999997797,True
EXP-024 trust/abstain,width-ACQR | 0.8,committed_MPIW,9.74,9.41,-0.33000000000000007,True
EXP-024 trust/abstain,width-ACQR | 0.8,n_facilities,22.0,21.0,-1.0,True
EXP-024 trust/abstain,width-ACQR | 0.8,abst_lift_night,0.257,0.109,-0.14800000000000002,True
EXP-024 trust/abstain,width-ACQR | 0.8,abst_lift_am_rush,0.739,0.765,0.026000000000000023,True
EXP-024 trust/abstain,width-ACQR | 0.8,abst_lift_midday,1.696,1.774,0.07800000000000007,True
EXP-024 trust/abstain,width-ACQR | 0.8,abst_lift_pm_rush,1.807,1.893,0.08600000000000008,True
EXP-024 trust/abstain,width-ACQR | 0.8,abst_lift_evening,0.571,0.598,0.027000000000000024,True
EXP-024 trust/abstain,width-ACQR | 0.9,commit_rate,0.896,0.893,-0.0030000000000000027,True
EXP-024 trust/abstain,width-ACQR | 0.9,MAE_cars,2.923,2.65,-0.27300000000000013,True
EXP-024 trust/abstain,width-ACQR | 0.9,MAE_pct,2.919,2.375,-0.544,True
EXP-024 trust/abstain,width-ACQR | 0.9,committed_PICP,0.8902,0.8907,0.000500000000000056,True
EXP-024 trust/abstain,width-ACQR | 0.9,committed_MPIW,10.86,10.58,-0.27999999999999936,True
EXP-024 trust/abstain,width-ACQR | 0.9,n_facilities,22.0,21.0,-1.0,True
EXP-024 trust/abstain,width-ACQR | 0.9,abst_lift_night,0.253,0.108,-0.14500000000000002,True
EXP-024 trust/abstain,width-ACQR | 0.9,abst_lift_am_rush,0.757,0.782,0.025000000000000022,True
EXP-024 trust/abstain,width-ACQR | 0.9,abst_lift_midday,1.646,1.72,0.07400000000000007,True
EXP-024 trust/abstain,width-ACQR | 0.9,abst_lift_pm_rush,1.89,1.98,0.09000000000000008,True
EXP-024 trust/abstain,width-ACQR | 0.9,abst_lift_evening,0.536,0.562,0.026000000000000023,True
EXP-024 trust/abstain,width-ACQR | 1.0,commit_rate,0.982,0.981,-0.0010000000000000009,True
EXP-024 trust/abstain,width-ACQR | 1.0,MAE_cars,3.32,3.039,-0.2809999999999997,True
EXP-024 trust/abstain,width-ACQR | 1.0,MAE_pct,3.176,2.602,-0.5740000000000003,True
EXP-024 trust/abstain,width-ACQR | 1.0,committed_PICP,0.8925,0.8933,0.0008000000000000229,True
EXP-024 trust/abstain,width-ACQR | 1.0,committed_MPIW,12.57,12.3,-0.2699999999999996,True
EXP-024 trust/abstain,width-ACQR | 1.0,n_facilities,22.0,21.0,-1.0,True
EXP-024 trust/abstain,width-ACQR | 1.0,abst_lift_night,0.005,0.005,0.0,False
EXP-024 trust/abstain,width-ACQR | 1.0,abst_lift_am_rush,0.24,0.24,0.0,False
EXP-024 trust/abstain,width-ACQR | 1.0,abst_lift_midday,2.085,2.085,0.0,False
EXP-024 trust/abstain,width-ACQR | 1.0,abst_lift_pm_rush,2.493,2.493,0.0,False
EXP-024 trust/abstain,width-ACQR | 1.0,abst_lift_evening,0.169,0.169,0.0,False
