facility_id,dynamic,horizon,level,method,PICP,MPIW,Winkler,n_test,n_cal,picp_ci_lo,picp_ci_hi,n_crossings_cal,n_crossings_test
2,True,y_t+30min,0.9,ACQR,0.896551724137931,35.59359964374724,47.91781805010899,116,150,0.8508771929824561,0.9385964912280702,0.0,0.0
2,True,y_t+30min,0.95,CQR,0.9396551724137931,46.44141095861412,53.13189145858552,116,150,,,0.0,0.0
2,True,y_t+30min,0.95,ACQR,0.9396551724137931,50.870970539628544,58.54156897105663,116,150,,,0.0,0.0
2,True,y_t+60min,0.8,split-CP,0.6724137931034483,32.93236904761906,77.46024153851414,116,150,,,,
2,True,y_t+60min,0.8,ACI,0.7672413793103449,39.4763432446385,71.06317776607972,116,150,,,,
2,True,y_t+60min,0.85,split-CP,0.7758620689655172,42.14045238095236,85.0081679500257,116,150,,,,
2,True,y_t+60min,0.85,ACI,0.8189655172413793,49.55295854385078,84.03458033441653,116,150,,,,
2,True,y_t+60min,0.9,split-CP,0.8620689655172413,58.58219047619048,95.33803013820472,116,150,0.7982456140350878,0.9385964912280702,,
2,True,y_t+60min,0.9,ACI,0.8706896551724138,67.33055672919033,96.28642160066948,116,150,0.8070175438596491,0.9385964912280702,,
2,True,y_t+60min,0.95,split-CP,0.9310344827586208,79.06225793650792,116.70866803503006,116,150,,,,
2,True,y_t+60min,0.95,ACI,0.9310344827586208,81.08372200763795,108.10035036012836,116,150,,,,
2,True,y_t+60min,0.9,CQR,0.9051724137931034,67.28610574325181,75.55743248300936,116,150,0.8508771929824561,0.956140350877193,0.0,0.0
2,True,y_t+60min,0.9,ACQR,0.8879310344827587,63.25281154657488,80.49626071209242,116,150,0.8328947368421042,0.9385964912280702,0.0,0.0
2,True,y_t+60min,0.95,CQR,0.956896551724138,82.32970112477912,92.27667281380022,116,150,,,0.0,0.0
2,True,y_t+60min,0.95,ACQR,0.9224137931034484,80.76804024315297,98.07275948465056,116,150,,,0.0,0.0
2,True,y_t+90min,0.8,split-CP,0.6982758620689655,44.52916666666663,108.40894097999704,116,150,,,,
2,True,y_t+90min,0.8,ACI,0.75,47.06944885119669,95.8802631129646,116,150,,,,
2,True,y_t+90min,0.85,split-CP,0.75,53.135043650793705,122.62765335829552,116,150,,,,
2,True,y_t+90min,0.85,ACI,0.8103448275862069,57.61650127973081,108.95450450575126,116,150,,,,
2,True,y_t+90min,0.9,split-CP,0.7931034482758621,70.7581666666667,133.3333577399612,116,150,0.6754385964912281,0.9035087719298246,,
2,True,y_t+90min,0.9,ACI,0.8793103448275862,72.2107285897771,121.78705164172514,116,150,0.8070175438596491,0.9473684210526316,,
2,True,y_t+90min,0.95,split-CP,0.8879310344827587,89.46717857142859,154.47536654724576,116,150,,,,
2,True,y_t+90min,0.95,ACI,0.9051724137931034,99.18465286952032,115.4872278185177,116,150,,,,
2,True,y_t+90min,0.9,CQR,0.8275862068965517,76.44872999524316,116.08153018504235,116,150,0.7456140350877193,0.9035087719298246,0.0,0.0
2,True,y_t+90min,0.9,ACQR,0.8620689655172413,89.93435315573741,109.29872793472586,116,150,0.7894736842105263,0.9210526315789472,0.0,0.0
2,True,y_t+90min,0.95,CQR,0.9913793103448276,122.79867896213564,126.67379313829952,116,150,,,0.0,0.0
2,True,y_t+90min,0.95,ACQR,0.9396551724137931,111.41571049902907,120.85392982682534,116,150,,,0.0,0.0
3,True,y_t+30min,0.8,split-CP,0.7637795275590551,39.05622023809519,81.32558320834896,127,150,,,,
3,True,y_t+30min,0.8,ACI,0.7874015748031497,50.94152165496356,82.48559520116805,127,150,,,,
3,True,y_t+30min,0.85,split-CP,0.8267716535433071,46.508571428571486,92.76567710286209,127,150,,,,
3,True,y_t+30min,0.85,ACI,0.84251968503937,53.063456396075495,88.68025648356458,127,150,,,,
3,True,y_t+30min,0.9,split-CP,0.8976377952755905,58.41301190476182,110.43941751031124,127,150,0.8253968253968254,0.9523809523809524,,
3,True,y_t+30min,0.9,ACI,0.8976377952755905,70.51223712660918,111.28489366954136,127,150,0.8253968253968254,0.9523809523809524,,
3,True,y_t+30min,0.95,split-CP,0.9291338582677166,87.31906547619046,145.5216807742781,127,150,,,,
3,True,y_t+30min,0.95,ACI,0.9448818897637796,96.69024730289397,140.36432804280145,127,150,,,,
3,True,y_t+30min,0.9,CQR,0.905511811023622,56.30036684722426,95.00438390663945,127,150,0.8333333333333334,0.9603174603174603,0.0,0.0
3,True,y_t+30min,0.9,ACQR,0.889763779527559,68.09068991781426,100.34285931176856,127,150,0.8333333333333334,0.9285714285714286,0.0,0.0
3,True,y_t+30min,0.95,CQR,0.9448818897637796,79.45598075776932,124.08031695733987,127,150,,,0.0,0.0
3,True,y_t+30min,0.95,ACQR,0.937007874015748,86.4474672817342,116.21423265233652,127,150,,,0.0,0.0
3,True,y_t+60min,0.8,split-CP,0.7559055118110236,67.03013095238086,142.3344042463443,127,150,,,,
3,True,y_t+60min,0.8,ACI,0.7874015748031497,96.92147256592926,138.48981574178228,127,150,,,,
3,True,y_t+60min,0.85,split-CP,0.8188976377952756,85.26840476190473,160.44699025121855,127,150,,,,
3,True,y_t+60min,0.85,ACI,0.8346456692913385,111.35816508873891,152.1181471743115,127,150,,,,
3,True,y_t+60min,0.9,split-CP,0.8976377952755905,117.3191031746032,187.8805133108361,127,150,0.8095238095238095,0.9682539682539684,,
3,True,y_t+60min,0.9,ACI,0.889763779527559,126.04945341207352,177.75430483689536,127,150,0.8015873015873016,0.9603174603174603,,
3,True,y_t+60min,0.95,split-CP,0.9291338582677166,151.96004761904751,241.6442064741906,127,150,,,,
3,True,y_t+60min,0.95,ACI,0.937007874015748,166.02842686851648,237.78335187789023,127,150,,,,
3,True,y_t+60min,0.9,CQR,0.889763779527559,105.8758945322883,168.37100102974114,127,150,0.8174603174603174,0.9523809523809524,0.0,0.0
3,True,y_t+60min,0.9,ACQR,0.889763779527559,116.13811348366912,165.23109418342884,127,150,0.8174603174603174,0.9444444444444444,0.0,0.0
3,True,y_t+60min,0.95,CQR,0.952755905511811,169.11754411607126,208.6999264491072,127,150,,,0.0,0.0
3,True,y_t+60min,0.95,ACQR,0.937007874015748,168.80831352608493,210.60411840407733,127,150,,,0.0,0.0
3,True,y_t+90min,0.8,split-CP,0.7244094488188977,99.63569047619058,214.3592074584428,127,150,,,,
3,True,y_t+90min,0.8,ACI,0.7716535433070866,139.4441469191351,222.15404638482696,127,150,,,,
3,True,y_t+90min,0.85,split-CP,0.84251968503937,141.47461904761897,237.52066391701032,127,150,,,,
3,True,y_t+90min,0.85,ACI,0.8267716535433071,167.839875656168,242.69029477044543,127,150,,,,
3,True,y_t+90min,0.9,split-CP,0.905511811023622,185.541113095238,271.1646103143359,127,150,0.8174603174603174,0.9682539682539684,,
3,True,y_t+90min,0.9,ACI,0.8661417322834646,206.1555548056493,279.8266345144357,127,150,0.7777777777777778,0.9365079365079364,,
3,True,y_t+90min,0.95,split-CP,0.9291338582677166,236.47202182539684,327.6727364235719,127,150,,,,
3,True,y_t+90min,0.95,ACI,0.9291338582677166,251.43992246281712,361.9302758561428,127,150,,,,
3,True,y_t+90min,0.9,CQR,0.8976377952755905,171.68985916877878,237.99419898076155,127,150,0.8174603174603174,0.9603174603174603,0.0,0.0
3,True,y_t+90min,0.9,ACQR,0.8740157480314961,186.0826208228769,242.3617713352262,127,150,0.7936507936507936,0.9365079365079364,0.0,0.0
3,True,y_t+90min,0.95,CQR,0.9448818897637796,235.58853016573505,286.1406746295237,127,150,,,0.0,1.0
3,True,y_t+90min,0.95,ACQR,0.937007874015748,232.08944269470547,296.53513039969914,127,150,,,0.0,1.0
4,True,y_t+30min,0.8,split-CP,0.7481481481481481,22.00434523809519,43.13299441504999,135,150,,,,
4,True,y_t+30min,0.8,ACI,0.7925925925925926,25.80677795414461,44.594196090534986,135,150,,,,
4,True,y_t+30min,0.85,split-CP,0.7851851851851852,26.36466666666673,47.71590456594159,135,150,,,,
4,True,y_t+30min,0.85,ACI,0.8444444444444444,33.410667401528514,50.76427135998431,135,150,,,,
4,True,y_t+30min,0.9,split-CP,0.8814814814814815,32.63679761904758,55.52180129335687,135,150,0.8333333333333334,0.9242424242424242,,
4,True,y_t+30min,0.9,ACI,0.8962962962962963,37.88695408583187,58.66096084656087,135,150,0.8636363636363636,0.9318181818181818,,
4,True,y_t+30min,0.95,split-CP,0.9333333333333332,45.74715476190477,67.65985258671367,135,150,,,,
4,True,y_t+30min,0.95,ACI,0.9407407407407408,56.25569656084656,77.5284628747795,135,150,,,,
4,True,y_t+30min,0.9,CQR,0.8740740740740741,28.066203709302897,51.082034721871686,135,150,0.8181818181818182,0.9318181818181818,0.0,0.0
4,True,y_t+30min,0.9,ACQR,0.9037037037037036,35.721091379944994,53.94871250576824,135,150,0.8636363636363636,0.946969696969697,0.0,0.0
4,True,y_t+30min,0.95,CQR,0.925925925925926,43.43814916971295,60.05202293272077,135,150,,,0.0,0.0
4,True,y_t+30min,0.95,ACQR,0.9481481481481482,48.56047885680892,65.57699193869618,135,150,,,0.0,0.0
4,True,y_t+60min,0.8,split-CP,0.7185185185185186,31.525654761904768,62.36428222035166,135,150,,,,
4,True,y_t+60min,0.8,ACI,0.7925925925925926,40.72575770936883,62.13902944791835,135,150,,,,
4,True,y_t+60min,0.85,split-CP,0.8222222222222222,44.23428571428576,64.9060547182584,135,150,,,,
4,True,y_t+60min,0.85,ACI,0.8444444444444444,47.66879955106623,68.86194353945095,135,150,,,,
4,True,y_t+60min,0.9,split-CP,0.8888888888888888,53.02149404761905,71.11929365747422,135,150,0.8333333333333334,0.9393939393939394,,
4,True,y_t+60min,0.9,ACI,0.8814814814814815,63.37523486585431,77.30728505023782,135,150,0.8409090909090909,0.9242424242424242,,
4,True,y_t+60min,0.95,split-CP,0.9555555555555556,69.24225000000003,81.53466521030413,135,150,,,,
4,True,y_t+60min,0.95,ACI,0.9407407407407408,70.96422924215702,84.66247121212122,135,150,,,,
4,True,y_t+60min,0.9,CQR,0.8592592592592593,43.56570177077553,69.93383059631147,135,150,0.7954545454545454,0.9166666666666666,0.0,0.0
4,True,y_t+60min,0.9,ACQR,0.8962962962962963,56.54388762300651,71.88344884930848,135,150,0.8409090909090909,0.946969696969697,0.0,0.0
4,True,y_t+60min,0.95,CQR,0.9629629629629628,61.34986984067453,75.58622852115057,135,150,,,0.0,0.0
4,True,y_t+60min,0.95,ACQR,0.9407407407407408,61.02487128023074,78.83366340137353,135,150,,,0.0,0.0
4,True,y_t+90min,0.8,split-CP,0.6592592592592592,38.94723412698407,86.11670149911818,135,150,,,,
4,True,y_t+90min,0.8,ACI,0.7777777777777778,61.3331210170488,85.7849110670194,135,150,,,,
4,True,y_t+90min,0.85,split-CP,0.7925925925925926,57.04441666666662,88.98274549284737,135,150,,,,
4,True,y_t+90min,0.85,ACI,0.8296296296296296,71.16542440810218,93.08179367395292,135,150,,,,
4,True,y_t+90min,0.9,split-CP,0.9333333333333332,78.68623809523808,95.17254512051731,135,150,0.8787878787878788,0.9772727272727272,,
4,True,y_t+90min,0.9,ACI,0.8888888888888888,78.19541716236438,97.15284550665385,135,150,0.8257575757575758,0.9393939393939394,,
4,True,y_t+90min,0.95,split-CP,0.9555555555555556,93.81587698412692,108.94023971193413,135,150,,,,
4,True,y_t+90min,0.95,ACI,0.9407407407407408,86.44870408583185,114.89213802843244,135,150,,,,
4,True,y_t+90min,0.9,CQR,0.8814814814814815,61.35617612444335,93.0800725530404,135,150,0.8181818181818182,0.9393939393939394,0.0,0.0
4,True,y_t+90min,0.9,ACQR,0.8814814814814815,71.78528537322231,96.77683989800651,135,150,0.8257575757575758,0.9318181818181818,0.0,0.0
4,True,y_t+90min,0.95,CQR,0.9555555555555556,109.9584939677192,123.62412014995772,135,150,,,0.0,0.0
4,True,y_t+90min,0.95,ACQR,0.9407407407407408,99.10112225351229,127.79541962639507,135,150,,,0.0,0.0
5,True,y_t+30min,0.8,split-CP,0.9044117647058824,105.06035119047624,133.78828485352483,136,151,,,,
5,True,y_t+30min,0.8,ACI,0.8235294117647058,82.76947088134496,129.7070185083504,136,151,,,,
5,True,y_t+30min,0.85,split-CP,0.9485294117647058,117.03632142857144,148.86882668067233,136,151,,,,
5,True,y_t+30min,0.85,ACI,0.875,88.45819415929249,142.5471213690653,136,151,,,,
5,True,y_t+30min,0.9,split-CP,0.9485294117647058,132.81002380952373,172.43996428571432,136,151,0.9015151515151516,0.9772727272727272,,
5,True,y_t+30min,0.9,ACI,0.9044117647058824,109.5353804775698,169.3054919786097,136,151,0.8484848484848485,0.946969696969697,,
5,True,y_t+30min,0.95,split-CP,0.9632352941176472,199.942,221.8313907563025,136,151,,,,
5,True,y_t+30min,0.95,ACI,0.9485294117647058,153.8328934924349,230.9294067871467,136,151,,,,
5,True,y_t+30min,0.9,CQR,0.8823529411764706,114.44360367746188,168.00728511482734,136,151,0.8333333333333334,0.9242424242424242,2.0,5.0
5,True,y_t+30min,0.9,ACQR,0.9117647058823528,115.3825934328455,169.72989616157065,136,151,0.8712121212121212,0.946969696969697,2.0,5.0
5,True,y_t+30min,0.95,CQR,0.9705882352941176,168.52010000815062,210.0238772751429,136,151,,,0.0,2.0
5,True,y_t+30min,0.95,ACQR,0.9411764705882352,197.9933941688869,237.72042325678623,136,151,,,0.0,2.0
5,True,y_t+60min,0.8,split-CP,0.875,174.19274404761904,222.6057282621382,136,151,,,,
5,True,y_t+60min,0.8,ACI,0.8308823529411765,152.16579412101382,219.80465259148536,136,151,,,,
5,True,y_t+60min,0.85,split-CP,0.8970588235294118,194.8505595238096,243.9309344654529,136,151,,,,
5,True,y_t+60min,0.85,ACI,0.8823529411764706,169.48601318860878,244.8753084344849,136,151,,,,
5,True,y_t+60min,0.9,split-CP,0.9558823529411764,231.6333452380952,280.3196837943511,136,151,0.9166666666666666,0.9848484848484848,,
5,True,y_t+60min,0.9,ACI,0.9117647058823528,186.84359646358544,281.06534993580766,136,151,0.8636363636363636,0.946969696969697,,
5,True,y_t+60min,0.95,split-CP,0.9705882352941176,287.5204027777777,341.879268907563,136,151,,,,
5,True,y_t+60min,0.95,ACI,0.9485294117647058,263.45678793183936,381.317616013072,136,151,,,,
5,True,y_t+60min,0.9,CQR,0.9485294117647058,231.69345438896548,283.00585509926447,136,151,0.9090909090909092,0.9772727272727272,1.0,2.0
5,True,y_t+60min,0.9,ACQR,0.9264705882352942,215.46025239674043,285.6075357243104,136,151,0.8787878787878788,0.9621212121212122,1.0,2.0
5,True,y_t+60min,0.95,CQR,0.9705882352941176,295.9490950588672,351.8264905841253,136,151,,,0.0,0.0
5,True,y_t+60min,0.95,ACQR,0.9558823529411764,299.58453484470726,388.1921799238571,136,151,,,0.0,0.0
5,True,y_t+90min,0.8,split-CP,0.8676470588235294,240.837630952381,281.47039406804384,136,151,,,,
5,True,y_t+90min,0.8,ACI,0.8235294117647058,216.991606405441,285.271991625817,136,151,,,,
5,True,y_t+90min,0.85,split-CP,0.8897058823529411,263.2226746031747,299.31534831154687,136,151,,,,
5,True,y_t+90min,0.85,ACI,0.8676470588235294,245.4508749893897,307.9002908302209,136,151,,,,
5,True,y_t+90min,0.9,split-CP,0.9632352941176472,307.8118192640693,326.23226021507094,136,151,0.9318181818181818,0.9848484848484848,,
5,True,y_t+90min,0.9,ACI,0.9117647058823528,285.556439511979,334.6580225959702,136,151,0.8636363636363636,0.9473484848484792,,
5,True,y_t+90min,0.95,split-CP,0.9852941176470588,362.388005952381,376.7319464869281,136,151,,,,
5,True,y_t+90min,0.95,ACI,0.9485294117647058,328.2483038008764,384.32071947547934,136,151,,,,
5,True,y_t+90min,0.9,CQR,0.9632352941176472,307.3398495832804,334.12468000560943,136,151,0.9318181818181818,0.9848484848484848,0.0,0.0
5,True,y_t+90min,0.9,ACQR,0.9264705882352942,269.7862040324303,322.1843298739156,136,151,0.8712121212121212,0.9696969696969696,0.0,0.0
5,True,y_t+90min,0.95,CQR,0.9852941176470588,413.4530115969848,430.4241136625046,136,151,,,0.0,0.0
5,True,y_t+90min,0.95,ACQR,0.9632352941176472,342.3105020668048,391.1111979460734,136,151,,,0.0,0.0
6,True,y_t+30min,0.8,split-CP,0.7720588235294118,91.6548333333335,154.49669162873482,136,150,,,,
6,True,y_t+30min,0.8,ACI,0.7794117647058824,100.97535739311752,157.09029387973143,136,150,,,,
6,True,y_t+30min,0.85,split-CP,0.8088235294117647,104.08791269841277,170.42140359477125,136,150,,,,
6,True,y_t+30min,0.85,ACI,0.8382352941176471,119.8298750202004,174.04401318935697,136,150,,,,
6,True,y_t+30min,0.9,split-CP,0.8602941176470589,122.66536904761917,193.43090549136323,136,150,0.803030303030303,0.9318181818181818,,
6,True,y_t+30min,0.9,ACI,0.8897058823529411,142.0787787255637,200.11009671109127,136,150,0.8257575757575758,0.946969696969697,,
6,True,y_t+30min,0.95,split-CP,0.9191176470588236,158.1786547619049,222.6691478758169,136,150,,,,
6,True,y_t+30min,0.95,ACI,0.9485294117647058,179.39940803253126,235.5817781889272,136,150,,,,
6,True,y_t+30min,0.9,CQR,0.8897058823529411,126.0467809814936,186.2301614380285,136,150,0.8333333333333334,0.946969696969697,0.0,0.0
6,True,y_t+30min,0.9,ACQR,0.8970588235294118,139.92537898592656,195.4987777634124,136,150,0.8560606060606061,0.9393939393939394,0.0,0.0
6,True,y_t+30min,0.95,CQR,0.9558823529411764,166.2284761121597,214.1332561666111,136,150,,,0.0,0.0
6,True,y_t+30min,0.95,ACQR,0.9485294117647058,183.7523737055085,214.830805950537,136,150,,,0.0,0.0
6,True,y_t+60min,0.8,split-CP,0.7647058823529411,150.00738690476192,247.6241818102241,136,150,,,,
6,True,y_t+60min,0.8,ACI,0.7794117647058824,157.05468714985994,248.0402571486928,136,150,,,,
6,True,y_t+60min,0.85,split-CP,0.8161764705882353,164.8346845238093,273.89079261982573,136,150,,,,
6,True,y_t+60min,0.85,ACI,0.8308823529411765,193.7922564338235,278.0059762828743,136,150,,,,
6,True,y_t+60min,0.9,split-CP,0.8823529411764706,206.8980873015871,309.2741825105042,136,150,0.8181818181818182,0.9545454545454546,,
6,True,y_t+60min,0.9,ACI,0.8897058823529411,219.5479753588936,316.5415253413865,136,150,0.8257575757575758,0.946969696969697,,
6,True,y_t+60min,0.95,split-CP,0.9264705882352942,276.00141666666696,356.85602334267014,136,150,,,,
6,True,y_t+60min,0.95,ACI,0.9411764705882352,284.79254804213355,405.9286591532445,136,150,,,,
6,True,y_t+60min,0.9,CQR,0.9044117647058824,198.93221182234905,285.7466606404428,136,150,0.8560606060606061,0.9545454545454546,0.0,0.0
6,True,y_t+60min,0.9,ACQR,0.8970588235294118,200.9165422438051,289.02852618129685,136,150,0.8484848484848485,0.946969696969697,0.0,0.0
6,True,y_t+60min,0.95,CQR,0.9338235294117648,271.8953137766318,366.5966579933171,136,150,,,0.0,0.0
6,True,y_t+60min,0.95,ACQR,0.9338235294117648,321.863194475529,425.5684787969962,136,150,,,0.0,0.0
6,True,y_t+90min,0.8,split-CP,0.7132352941176471,193.62045238095243,320.40332637429964,136,150,,,,
6,True,y_t+90min,0.8,ACI,0.7720588235294118,247.22348951038745,347.9363202932688,136,150,,,,
6,True,y_t+90min,0.85,split-CP,0.8308823529411765,235.3034523809524,339.3730004084967,136,150,,,,
6,True,y_t+90min,0.85,ACI,0.8308823529411765,256.26568390973813,359.453219215527,136,150,,,,
6,True,y_t+90min,0.9,split-CP,0.9044117647058824,273.39904166666656,382.2979645483192,136,150,0.8409090909090909,0.9621212121212122,,
6,True,y_t+90min,0.9,ACI,0.8823529411764706,284.0138223556468,377.6248200160746,136,150,0.803030303030303,0.9545454545454546,,
6,True,y_t+90min,0.95,split-CP,0.9485294117647058,349.6460396825396,451.06198739495767,136,150,,,,
6,True,y_t+90min,0.95,ACI,0.9264705882352942,334.4250063860771,432.9616966871973,136,150,,,,
6,True,y_t+90min,0.9,CQR,0.8897058823529411,262.728325072615,355.22639308153424,136,150,0.8409090909090909,0.9318181818181818,0.0,0.0
6,True,y_t+90min,0.9,ACQR,0.8970588235294118,299.04974720673613,367.2645106405748,136,150,0.8409090909090909,0.9393939393939394,0.0,0.0
6,True,y_t+90min,0.95,CQR,0.9117647058823528,333.674677942629,483.52204053320617,136,150,,,0.0,0.0
6,True,y_t+90min,0.95,ACQR,0.9485294117647058,424.23852751682097,515.8301034972103,136,150,,,0.0,0.0
7,True,y_t+30min,0.8,split-CP,0.6691176470588235,31.59810714285709,58.343132528011246,136,150,,,,
7,True,y_t+30min,0.8,ACI,0.7794117647058824,38.62685461893091,56.57695922327263,136,150,,,,
7,True,y_t+30min,0.85,split-CP,0.7352941176470589,36.13823809523808,62.83371982959855,136,150,,,,
7,True,y_t+30min,0.85,ACI,0.8308823529411765,46.96484701797387,60.45458003618114,136,150,,,,
7,True,y_t+30min,0.9,split-CP,0.8602941176470589,44.3054166666667,67.46555555555554,136,150,0.8106060606060606,0.9242424242424242,,
7,True,y_t+30min,0.9,ACI,0.8823529411764706,50.43751184640523,66.40123281395891,136,150,0.8484848484848485,0.9318181818181818,,
7,True,y_t+30min,0.95,split-CP,0.9191176470588236,53.948380952380944,78.95327503501397,136,150,,,,
7,True,y_t+30min,0.95,ACI,0.9264705882352942,57.42806143499066,74.49572425011668,136,150,,,,
7,True,y_t+30min,0.9,CQR,0.8235294117647058,46.85231647803475,75.1873521417373,136,150,0.7803030303030303,0.8712121212121212,0.0,0.0
7,True,y_t+30min,0.9,ACQR,0.8823529411764706,58.97112746096514,72.3654186098354,136,150,0.8409090909090909,0.9242424242424242,0.0,0.0
7,True,y_t+30min,0.95,CQR,0.8970588235294118,61.31584319446336,78.57428886768878,136,150,,,0.0,0.0
7,True,y_t+30min,0.95,ACQR,0.9411764705882352,65.36258485095881,75.56709762314078,136,150,,,0.0,0.0
7,True,y_t+60min,0.8,split-CP,0.6397058823529411,48.48477380952386,105.35527523926233,136,150,,,,
7,True,y_t+60min,0.8,ACI,0.7720588235294118,66.4450227299253,98.10050723622784,136,150,,,,
7,True,y_t+60min,0.85,split-CP,0.7132352941176471,57.36077777777779,114.38632030034238,136,150,,,,
7,True,y_t+60min,0.85,ACI,0.8308823529411765,73.693802054155,103.80130555555556,136,150,,,,
7,True,y_t+60min,0.9,split-CP,0.7867647058823529,72.34301587301582,122.86817693744166,136,150,0.7121212121212122,0.8712121212121212,,
