facility_id,dynamic,horizon,level,method,PICP,MPIW,Winkler
12,True,y_t+5min,0.95,split-CP,0.9017681728880156,15.25919444444446,43.80042639629514
12,True,y_t+5min,0.95,ACI,0.944007858546169,17.10922574255038,22.04671437430713
12,True,y_t+15min,0.9,split-CP,0.8477406679764243,18.920507936508216,47.54527465363699
12,True,y_t+15min,0.9,ACI,0.8919449901768173,19.99437596542656,25.403273868349498
12,True,y_t+15min,0.95,split-CP,0.8988212180746562,26.11158730158718,65.54542445929984
12,True,y_t+15min,0.95,ACI,0.9410609037328096,25.03353961863466,32.60653495699343
12,True,y_t+30min,0.9,split-CP,0.8467583497053045,24.607511904761903,70.88956252116733
12,True,y_t+30min,0.9,ACI,0.8939096267190569,29.232409980018915,34.82681106045152
12,True,y_t+30min,0.95,split-CP,0.8929273084479371,32.59256349206356,104.29191952991783
12,True,y_t+30min,0.95,ACI,0.9430255402750491,41.22761567341617,48.09200883386541
13,True,y_t+5min,0.9,split-CP,0.9027504911591356,21.5826626984125,37.18029412895919
13,True,y_t+5min,0.9,ACI,0.899803536345776,19.338914338208497,24.519342636534716
13,True,y_t+5min,0.95,split-CP,0.93811394891945,27.966765873016254,49.44044086080173
13,True,y_t+5min,0.95,ACI,0.949901768172888,31.15424113999944,36.89983316276236
13,True,y_t+15min,0.9,split-CP,0.8850687622789783,32.98394444444432,57.76957479522957
13,True,y_t+15min,0.9,ACI,0.900785854616896,27.55782182467719,33.16288637702072
13,True,y_t+15min,0.95,split-CP,0.93811394891945,44.74582395382413,74.78497356103833
13,True,y_t+15min,0.95,ACI,0.950884086444008,40.06337867152677,45.59746745438766
13,True,y_t+30min,0.9,split-CP,0.8831041257367387,41.56412962962963,76.04458689001417
13,True,y_t+30min,0.9,ACI,0.900785854616896,34.92708941730508,43.60672397842345
13,True,y_t+30min,0.95,split-CP,0.931237721021611,55.1999047619048,99.47137153459936
13,True,y_t+30min,0.95,ACI,0.950884086444008,53.10024274745639,61.66288404601151
14,True,y_t+5min,0.9,split-CP,0.8948919449901768,19.428734126984235,28.184832625280546
14,True,y_t+5min,0.9,ACI,0.899803536345776,17.71314047448404,24.629513972375225
14,True,y_t+5min,0.95,split-CP,0.9636542239685658,28.759023809523796,34.50983566538965
14,True,y_t+5min,0.95,ACI,0.949901768172888,24.21590978312417,30.23506582790893
14,True,y_t+15min,0.9,split-CP,0.9145383104125736,36.35440331890322,48.4048085452712
14,True,y_t+15min,0.9,ACI,0.900785854616896,31.16617946172832,39.7311617301512
14,True,y_t+15min,0.95,split-CP,0.974459724950884,55.161066137565975,59.94215783383456
14,True,y_t+15min,0.95,ACI,0.949901768172888,38.38366969748943,46.14645244355803
14,True,y_t+30min,0.9,split-CP,0.944007858546169,63.03398148148147,71.83261668868495
14,True,y_t+30min,0.9,ACI,0.899803536345776,44.93312665747717,53.82553551835738
14,True,y_t+30min,0.95,split-CP,0.9793713163064832,77.76158333333323,84.76127896586779
14,True,y_t+30min,0.95,ACI,0.949901768172888,55.571562548484,66.29396276886139
15,True,y_t+5min,0.9,split-CP,0.888015717092338,10.019519841269885,14.828091348984277
15,True,y_t+5min,0.9,ACI,0.8988212180746562,9.436600725422435,12.206716299017875
15,True,y_t+5min,0.95,split-CP,0.9420432220039292,13.1416948051948,17.71892300448587
15,True,y_t+5min,0.95,ACI,0.948919449901768,12.628412076372294,14.882656437846522
15,True,y_t+15min,0.9,split-CP,0.8889980353634578,15.8561428571429,24.731822532557302
15,True,y_t+15min,0.9,ACI,0.899803536345776,14.303793125260457,17.610736120324766
15,True,y_t+15min,0.95,split-CP,0.9322200392927308,20.480305555555542,30.045664968753854
15,True,y_t+15min,0.95,ACI,0.950884086444008,18.213251912898272,21.67865922533407
15,True,y_t+30min,0.9,split-CP,0.8762278978388998,24.17548412698411,39.91158997267741
15,True,y_t+30min,0.9,ACI,0.899803536345776,21.481190038923096,25.29959464247636
15,True,y_t+30min,0.95,split-CP,0.9096267190569745,29.733814407814407,49.53595312898553
15,True,y_t+30min,0.95,ACI,0.949901768172888,28.884544441942047,32.662293823192435
16,True,y_t+5min,0.9,split-CP,0.8722986247544204,5.733960317460316,9.110387655675474
16,True,y_t+5min,0.9,ACI,0.899803536345776,5.972848056767506,8.003485910418618
16,True,y_t+5min,0.95,split-CP,0.9361493123772102,7.443361111111102,11.095671073396517
16,True,y_t+5min,0.95,ACI,0.950884086444008,7.5741435175735266,9.42144663812321
16,True,y_t+15min,0.9,split-CP,0.8546168958742633,8.419650793650794,15.44127496642919
16,True,y_t+15min,0.9,ACI,0.9017681728880156,8.700927716502374,11.25255826915208
16,True,y_t+15min,0.95,split-CP,0.9194499017681728,11.18526984126984,19.19687677268522
16,True,y_t+15min,0.95,ACI,0.950884086444008,10.724755051677205,12.82833705706176
16,True,y_t+30min,0.9,split-CP,0.8379174852652259,11.80506084656085,23.344412923048
16,True,y_t+30min,0.9,ACI,0.899803536345776,12.653812892069991,15.185881584531952
16,True,y_t+30min,0.95,split-CP,0.9223968565815324,16.464980158730164,29.124360055556014
16,True,y_t+30min,0.95,ACI,0.950884086444008,16.754130152069727,18.482731423503395
17,True,y_t+5min,0.9,split-CP,0.9037328094302554,8.128507936507944,11.469178850037402
17,True,y_t+5min,0.9,ACI,0.8978388998035364,7.921860041508371,10.246622913704948
17,True,y_t+5min,0.95,split-CP,0.9528487229862476,10.709257936507948,13.90043135760768
17,True,y_t+5min,0.95,ACI,0.948919449901768,10.276697228815353,12.513863887558632
17,True,y_t+15min,0.9,split-CP,0.9145383104125736,12.452769841269845,16.30108050072245
17,True,y_t+15min,0.9,ACI,0.8988212180746562,10.922421453637318,14.447343566287822
17,True,y_t+15min,0.95,split-CP,0.9616895874263262,16.430195767195784,19.47712984036265
17,True,y_t+15min,0.95,ACI,0.949901768172888,14.189135061911095,16.737814491155355
17,True,y_t+30min,0.9,split-CP,0.9400785854616897,18.8183095238095,23.6726084396212
17,True,y_t+30min,0.9,ACI,0.8978388998035364,15.130696631703785,19.254213491314825
17,True,y_t+30min,0.95,split-CP,0.9587426326129664,22.308333333333337,28.42091797382563
17,True,y_t+30min,0.95,ACI,0.948919449901768,19.599112123813185,23.98425451468845
18,True,y_t+5min,0.9,split-CP,0.9508840864440079,10.64558333333332,12.746268047912935
18,True,y_t+5min,0.9,ACI,0.8988212180746562,6.207029296614749,9.184851165315791
18,True,y_t+5min,0.95,split-CP,0.9891944990176817,16.618718253968236,17.827569955094006
18,True,y_t+5min,0.95,ACI,0.949901768172888,8.546049492492507,11.98384444784639
18,True,y_t+15min,0.9,split-CP,0.9420432220039293,15.39485714285712,18.05794470171827
18,True,y_t+15min,0.9,ACI,0.9017681728880157,9.799470326451907,12.844352734119187
18,True,y_t+15min,0.95,split-CP,0.9862475442043221,22.628261904761903,23.6314016070519
18,True,y_t+15min,0.95,ACI,0.9508840864440079,12.38419417405886,16.139583021368132
18,True,y_t+30min,0.9,split-CP,0.9666011787819253,22.066151154401084,24.273377801544253
18,True,y_t+30min,0.9,ACI,0.9007858546168959,13.067607014003524,16.49175723324901
18,True,y_t+30min,0.95,split-CP,0.9901768172888016,30.461019841269827,31.435510460342968
18,True,y_t+30min,0.95,ACI,0.9508840864440079,16.41135890722227,20.040364582714865
19,True,y_t+5min,0.9,split-CP,0.9223968565815324,10.653650793650797,13.304447093963306
19,True,y_t+5min,0.9,ACI,0.8988212180746562,9.21857494571026,12.408361755713186
19,True,y_t+5min,0.95,split-CP,0.9715127701375246,14.026579365079357,16.12562479411005
19,True,y_t+5min,0.95,ACI,0.9489194499017681,12.329836867600129,15.431317496227125
19,True,y_t+15min,0.9,split-CP,0.9292730844793713,16.419646825396807,20.2172645653844
19,True,y_t+15min,0.9,ACI,0.8978388998035364,14.096150382815905,17.559512541922164
19,True,y_t+15min,0.95,split-CP,0.9705304518664047,20.887948412698417,24.17675433372928
19,True,y_t+15min,0.95,ACI,0.9489194499017681,18.560585474565087,21.78945354293708
19,True,y_t+30min,0.9,split-CP,0.9361493123772102,21.019178571428544,24.600595114635393
19,True,y_t+30min,0.9,ACI,0.8978388998035364,17.844431379434173,21.712353986592806
19,True,y_t+30min,0.95,split-CP,0.9774066797642437,26.170297619047663,29.19580706017696
19,True,y_t+30min,0.95,ACI,0.9489194499017681,21.88542609179989,25.7354660285259
20,True,y_t+5min,0.9,split-CP,0.9263261296660118,9.006646825396837,11.239492094440527
20,True,y_t+5min,0.9,ACI,0.8988212180746562,6.410380212452902,9.039248413123659
20,True,y_t+5min,0.95,split-CP,0.9646365422396856,11.503175925925923,13.339797795288458
20,True,y_t+5min,0.95,ACI,0.949901768172888,8.311551361330585,11.328736865922759
20,True,y_t+15min,0.9,split-CP,0.9577603143418467,15.006154761904751,16.38755207638901
20,True,y_t+15min,0.9,ACI,0.8978388998035364,8.850726390696183,11.640590700602242
20,True,y_t+15min,0.95,split-CP,0.9842829076620825,18.986658730158748,19.621050082639485
20,True,y_t+15min,0.95,ACI,0.9489194499017681,11.45744518035628,14.594397343015705
20,True,y_t+30min,0.9,split-CP,0.9587426326129665,20.25487301587301,23.07143230532286
20,True,y_t+30min,0.9,ACI,0.8968565815324165,11.303577244776738,15.209785667348402
20,True,y_t+30min,0.95,split-CP,0.9833005893909627,25.69724206349207,28.42478010883463
20,True,y_t+30min,0.95,ACI,0.9469548133595285,14.739774091089764,19.27355917872975
21,True,y_t+5min,0.9,split-CP,0.9263261296660118,7.610000000000042,11.048513702607522
21,True,y_t+5min,0.9,ACI,0.899803536345776,7.95222843353074,10.04308485181593
21,True,y_t+5min,0.95,split-CP,0.9587426326129665,9.36220634920636,14.21250684929565
21,True,y_t+5min,0.95,ACI,0.949901768172888,10.485469429773454,12.228593322361975
21,True,y_t+15min,0.9,split-CP,0.9174852652259332,11.849023809523816,18.092471933291193
21,True,y_t+15min,0.9,ACI,0.899803536345776,11.636405951648584,14.039006522328728
21,True,y_t+15min,0.95,split-CP,0.9567779960707269,15.281182539682515,23.695133965721386
21,True,y_t+15min,0.95,ACI,0.9508840864440079,15.093651751635546,17.775461551382477
21,True,y_t+30min,0.9,split-CP,0.9076620825147348,15.810152116402138,26.942426643882936
21,True,y_t+30min,0.9,ACI,0.9007858546168959,16.519662771748976,20.45682798519866
21,True,y_t+30min,0.95,split-CP,0.9548133595284872,22.05118253968255,35.91930155493562
21,True,y_t+30min,0.95,ACI,0.9508840864440079,23.020015064220967,27.211111939682795
22,True,y_t+5min,0.9,split-CP,0.8919449901768173,13.253484126984063,27.534226907724456
22,True,y_t+5min,0.9,ACI,0.9007858546168959,12.96084425743071,18.152932106640353
22,True,y_t+5min,0.95,split-CP,0.9273084479371316,18.128253968254057,38.31494085300562
22,True,y_t+5min,0.95,ACI,0.9508840864440079,18.06381256018413,23.591879394208707
22,True,y_t+15min,0.9,split-CP,0.9233791748526523,21.570051587301517,33.72763772206109
22,True,y_t+15min,0.9,ACI,0.9007858546168959,16.654974987393466,22.91828619975673
22,True,y_t+15min,0.95,split-CP,0.9508840864440079,29.125230158730176,44.224824101860435
22,True,y_t+15min,0.95,ACI,0.9518664047151277,22.871873093771192,27.52979824527688
22,True,y_t+30min,0.9,split-CP,0.9489194499017681,34.75326587301589,41.7140014210304
22,True,y_t+30min,0.9,ACI,0.9017681728880157,19.896318047266092,26.28526406422871
22,True,y_t+30min,0.95,split-CP,0.9823182711198428,43.04786916786911,51.89947550394009
22,True,y_t+30min,0.95,ACI,0.9508840864440079,26.36303903688243,33.76568812328453
23,True,y_t+5min,0.9,split-CP,0.9223968565815324,7.596960317460373,9.839591527115115
23,True,y_t+5min,0.9,ACI,0.899803536345776,5.634139193766645,7.223887159909499
