facility_id,dynamic,horizon,model,MAE,RMSE,n_test
1,True,y_t+30min,RF-delta,9.73744562556785,13.123909967421872,135
1,True,y_t+30min,persistence,18.32592592592593,23.658488414817928,135
1,True,y_t+30min,RF-absolute,21.385963198118752,27.296298101353628,135
1,True,y_t+60min,RF-delta,17.457883685398965,22.953483223187625,135
1,True,y_t+60min,persistence,34.553703703703704,43.01468849039739,135
1,True,y_t+60min,RF-absolute,27.667794491876432,35.338427155610304,135
1,True,y_t+90min,RF-delta,25.08694719416386,33.76456946214468,135
1,True,y_t+90min,persistence,49.28333333333333,60.50822181660445,135
1,True,y_t+90min,RF-absolute,32.341145877425035,44.4888964692824,135
2,True,y_t+30min,RF-delta,8.814726287840513,13.244850865823206,116
2,True,y_t+30min,persistence,11.838362068965518,15.159905575859156,116
2,True,y_t+30min,RF-absolute,12.487849480799378,17.10415252713087,116
2,True,y_t+60min,RF-delta,14.472773779261924,19.95920960756796,116
2,True,y_t+60min,persistence,22.19396551724138,27.638405625456063,116
2,True,y_t+60min,RF-absolute,19.332724430681864,25.983246235150784,116
2,True,y_t+90min,RF-delta,19.41928846811713,26.68502351580188,116
2,True,y_t+90min,persistence,31.22629310344828,38.99117799203938,116
2,True,y_t+90min,RF-absolute,24.83990709745236,33.979301874020294,116
3,True,y_t+30min,RF-delta,14.16090358804581,21.891104711044484,127
3,True,y_t+30min,persistence,20.456692913385822,27.758839125696507,127
3,True,y_t+30min,RF-absolute,46.1190952537183,54.26439016628037,127
3,True,y_t+60min,RF-delta,25.70310121391076,38.09867003782857,127
3,True,y_t+60min,persistence,41.645669291338585,53.97786802218547,127
3,True,y_t+60min,RF-absolute,56.75686343430199,70.53793054327784,127
3,True,y_t+90min,RF-delta,38.97683223190852,55.7917969645636,127
3,True,y_t+90min,persistence,65.2244094488189,81.7779786695391,127
3,True,y_t+90min,RF-absolute,75.57259188056044,95.57769208350152,127
4,True,y_t+30min,RF-delta,7.741178916813641,11.306450168911368,135
4,True,y_t+30min,persistence,7.0,12.37126299729127,135
4,True,y_t+30min,RF-absolute,55.973594864651815,57.44545530684303,135
4,True,y_t+60min,RF-delta,11.465701583293251,15.93789494311816,135
4,True,y_t+60min,persistence,11.496296296296295,18.60363863254633,135
4,True,y_t+60min,RF-absolute,64.6834306156806,66.78419925783803,135
4,True,y_t+90min,RF-delta,16.237173245684357,21.85473223659027,135
4,True,y_t+90min,persistence,15.933333333333334,24.57207840287502,135
4,True,y_t+90min,RF-absolute,71.11791599460209,74.20085460627091,135
5,True,y_t+30min,RF-delta,23.034741450083825,34.415111487455086,136
5,True,y_t+30min,persistence,45.7610294117647,72.4707407997105,136
5,True,y_t+30min,RF-absolute,33.04818078898226,51.72826798505327,136
5,True,y_t+60min,RF-delta,41.71255752116552,59.774338768040245,136
5,True,y_t+60min,persistence,80.76470588235294,120.993189982159,136
5,True,y_t+60min,RF-absolute,51.9636213003194,70.5536226401923,136
5,True,y_t+90min,RF-delta,58.97292373644533,76.26928073706279,136
5,True,y_t+90min,persistence,112.6654411764706,155.02781711964582,136
5,True,y_t+90min,RF-absolute,65.6633890128968,84.51361040059497,136
6,True,y_t+30min,RF-delta,31.075502964406923,41.75717212209467,136
6,True,y_t+30min,persistence,63.77389705882353,84.83314884750155,136
6,True,y_t+30min,RF-absolute,76.23682991548891,97.40777988190844,136
6,True,y_t+60min,RF-delta,50.12102456086601,66.6502044138041,136
6,True,y_t+60min,persistence,117.05882352941175,151.43901655549047,136
6,True,y_t+60min,RF-absolute,104.65594466195569,138.84453999809548,136
6,True,y_t+90min,RF-delta,68.71161850450407,88.38425211271202,136
6,True,y_t+90min,persistence,160.93566176470588,201.29849045889392,136
6,True,y_t+90min,RF-absolute,96.60250129180456,129.11688318976186,136
7,True,y_t+30min,RF-delta,12.08722733572596,15.686829146988456,136
7,True,y_t+30min,persistence,23.948529411764707,28.75003196929169,136
7,True,y_t+30min,RF-absolute,27.15057172698624,33.91876369392341,136
7,True,y_t+60min,RF-delta,21.48826951168725,27.307749478867752,136
7,True,y_t+60min,persistence,44.87132352941177,52.98514463008088,136
7,True,y_t+60min,RF-absolute,37.02504222171824,45.27663400043684,136
7,True,y_t+90min,RF-delta,30.970744432650683,38.73902270298956,136
7,True,y_t+90min,persistence,62.96139705882353,73.5304652498061,136
7,True,y_t+90min,RF-absolute,55.85599190301118,65.56311013739318,136
9,True,y_t+30min,RF-delta,5.85937989284378,7.833612908950752,135
9,True,y_t+30min,persistence,10.014814814814814,12.506294711360653,135
9,True,y_t+30min,RF-absolute,9.91168604898187,12.838712786857212,135
9,True,y_t+60min,RF-delta,9.24918561464256,12.293987761323883,135
9,True,y_t+60min,persistence,19.52962962962963,23.300254330196736,135
9,True,y_t+60min,RF-absolute,12.796526094944165,16.45027530395852,135
9,True,y_t+90min,RF-delta,12.291733924203369,16.16380728685027,135
9,True,y_t+90min,persistence,29.82037037037037,35.32230566904966,135
9,True,y_t+90min,RF-absolute,16.219577787798624,21.431688184210536,135
10,True,y_t+30min,RF-delta,3.012572908315965,4.155277784083764,135
10,True,y_t+30min,persistence,3.3962962962962964,4.911720676097125,135
10,True,y_t+30min,RF-absolute,6.652712844048959,9.334710642334263,135
10,True,y_t+60min,RF-delta,4.05217955013094,5.317707515946598,135
10,True,y_t+60min,persistence,6.0851851851851855,8.339497720020207,135
10,True,y_t+60min,RF-absolute,6.912968934717541,9.47277295720479,135
10,True,y_t+90min,RF-delta,5.249575995403774,6.692933802178339,135
10,True,y_t+90min,persistence,9.412962962962965,12.824437753901872,135
10,True,y_t+90min,RF-absolute,7.701208671369784,10.251138080868069,135
11,True,y_t+30min,RF-delta,13.010199648602423,17.49502569940923,135
11,True,y_t+30min,persistence,22.383333333333333,25.90809075687876,135
11,True,y_t+30min,RF-absolute,23.495910299422803,30.07567672708906,135
11,True,y_t+60min,RF-delta,24.248533384773665,31.97081945183988,135
11,True,y_t+60min,persistence,42.16851851851852,47.39508393790944,135
11,True,y_t+60min,RF-absolute,34.93297495256802,42.82826838855308,135
11,True,y_t+90min,RF-delta,32.23887651314734,40.46525089753187,135
11,True,y_t+90min,persistence,60.27037037037037,67.2396487971968,135
11,True,y_t+90min,RF-absolute,42.00324003527337,51.27481558824673,135
12,True,y_t+30min,RF-delta,15.760708998717329,21.668083041599782,135
12,True,y_t+30min,persistence,27.062962962962963,33.44910451107163,135
12,True,y_t+30min,RF-absolute,39.465209605980405,47.97584176776776,135
12,True,y_t+60min,RF-delta,27.829500609935334,37.44390761813878,135
12,True,y_t+60min,persistence,51.18333333333333,62.08053684976923,135
12,True,y_t+60min,RF-absolute,58.79011111111114,76.89418816882556,135
12,True,y_t+90min,RF-delta,39.08664970405109,53.08006868082844,135
12,True,y_t+90min,persistence,76.75925925925925,92.56204625767198,135
12,True,y_t+90min,RF-absolute,74.72237106715302,102.05096188303216,135
13,True,y_t+30min,RF-delta,9.509202699829936,12.867413199241009,112
13,True,y_t+30min,persistence,15.1875,19.42996236486319,112
13,True,y_t+30min,RF-absolute,16.70368094894937,22.584746744486875,112
13,True,y_t+60min,RF-delta,16.284195905966552,21.085396145352743,112
13,True,y_t+60min,persistence,31.977678571428573,40.82461945409202,112
13,True,y_t+60min,RF-absolute,25.74900542977608,37.94806718987782,112
13,True,y_t+90min,RF-delta,21.920595230848026,28.376219925942365,112
13,True,y_t+90min,persistence,52.07589285714285,66.28288435884917,112
13,True,y_t+90min,RF-absolute,33.54484116999071,49.08437215296915,112
14,True,y_t+30min,RF-delta,5.001810938578328,7.40852370509908,115
14,True,y_t+30min,persistence,7.21304347826087,10.27729663320839,115
14,True,y_t+30min,RF-absolute,22.984768893425407,43.99901887622818,115
14,True,y_t+60min,RF-delta,8.95495885877408,12.521415106078594,115
14,True,y_t+60min,persistence,15.7,21.47974273184125,115
14,True,y_t+60min,RF-absolute,25.004557900553536,46.131032146835445,115
14,True,y_t+90min,RF-delta,12.124435504109416,15.778886399521936,115
14,True,y_t+90min,persistence,25.88478260869565,34.46402503682834,115
14,True,y_t+90min,RF-absolute,29.3094923236184,50.985504717573285,115
15,True,y_t+30min,RF-delta,7.214605919070792,9.818081647432436,137
15,True,y_t+30min,persistence,9.217153284671532,12.072790937554489,137
15,True,y_t+30min,RF-absolute,14.937710428713622,18.613719625222068,137
15,True,y_t+60min,RF-delta,13.127772452557576,17.285020415334547,137
15,True,y_t+60min,persistence,17.735401459854014,22.431210741475084,137
15,True,y_t+60min,RF-absolute,20.882702344745688,26.646606920881148,137
15,True,y_t+90min,RF-delta,18.726099450579834,24.09810350440762,137
15,True,y_t+90min,persistence,25.89416058394161,32.4820416414529,137
15,True,y_t+90min,RF-absolute,27.336613792381595,34.43446187152197,137
16,True,y_t+30min,RF-delta,8.623540455966593,11.758880157972133,132
16,True,y_t+30min,persistence,13.668560606060606,16.378613989349684,132
16,True,y_t+30min,RF-absolute,23.63678923911737,32.962246279182494,132
16,True,y_t+60min,RF-delta,15.465932836208404,20.33050880520161,132
16,True,y_t+60min,persistence,25.892045454545453,30.314536404574,132
16,True,y_t+60min,RF-absolute,39.44004332762145,51.60693967360037,132
16,True,y_t+90min,RF-delta,20.519406538099247,27.23403538079836,132
16,True,y_t+90min,persistence,36.60984848484848,42.79279711409953,132
16,True,y_t+90min,RF-absolute,48.64640755020443,63.761138444574506,132
17,True,y_t+30min,RF-delta,5.078871582892413,6.435263793421715,117
17,True,y_t+30min,persistence,8.38888888888889,11.077041784739045,117
17,True,y_t+30min,RF-absolute,10.110043327043314,12.57408040020224,117
17,True,y_t+60min,RF-delta,7.237433234974904,9.340571832626422,117
17,True,y_t+60min,persistence,16.876068376068375,22.25140445005663,117
17,True,y_t+60min,RF-absolute,11.14692560448809,14.327019315209416,117
17,True,y_t+90min,RF-delta,9.37433798146298,12.405106753442798,117
17,True,y_t+90min,persistence,27.08760683760684,36.59464809546294,117
