facility_id,dynamic,base,level,method,PICP,MPIW,Winkler,MAE,gamma,gamma_calB_picp,n_cal_b,degenerate,cal_score_max,n_test,n_cal
10,False,GradBoost,0.95,ACI,0.9359605911330049,4.2483161640805935,6.081655498762754,0.6383545996807213,0.05,0.9526315789473684,380.0,False,6.5930095034268685,1015,760
10,False,Ridge(linear),0.9,split-CP,0.9773399014778326,4.637653105576533,4.9749472510226,0.5117912599615906,,,,False,8.63033041119526,1015,760
10,False,Ridge(linear),0.9,ACI,0.8669950738916257,2.759518086029081,4.280020622330839,0.5117912599615906,0.1,0.8947368421052632,380.0,False,8.63033041119526,1015,760
10,False,Ridge(linear),0.95,split-CP,0.9921182266009853,6.107734273143365,6.413368309917377,0.5117912599615906,,,,False,8.63033041119526,1015,760
10,False,Ridge(linear),0.95,ACI,0.9123152709359605,3.345753960607269,5.627037115609828,0.5117912599615906,0.1,0.9473684210526315,380.0,False,8.63033041119526,1015,760
11,True,RandomForest,0.9,split-CP,0.916256157635468,6.831176706544692,11.930219295227673,1.3842364557582536,,,,False,11.631934523809523,1015,760
11,True,RandomForest,0.9,ACI,0.8945812807881773,6.156980171306525,11.45364010141473,1.3842364557582536,0.02,0.9026315789473685,380.0,False,11.631934523809523,1015,760
11,True,RandomForest,0.95,split-CP,0.9448275862068966,9.500773490239006,15.64376600985221,1.3842364557582536,,,,False,11.631934523809523,1015,760
11,True,RandomForest,0.95,ACI,0.9458128078817734,8.966733599838403,16.039866995725482,1.3842364557582536,0.01,0.9473684210526315,380.0,False,11.631934523809523,1015,760
11,True,GradBoost,0.9,split-CP,0.9221674876847291,7.9424705308399295,12.819216868680929,1.4888989265295942,,,,False,11.538635639890394,1015,760
11,True,GradBoost,0.9,ACI,0.8945812807881773,5.849277690625474,12.007413223619718,1.4888989265295942,0.02,0.9026315789473685,380.0,False,11.538635639890394,1015,760
11,True,GradBoost,0.95,split-CP,0.9477832512315271,10.255647422770684,16.59589904759648,1.4888989265295942,,,,False,11.538635639890394,1015,760
11,True,GradBoost,0.95,ACI,0.9448275862068966,9.514028273040127,16.857052455250145,1.4888989265295942,0.01,0.9473684210526315,380.0,False,11.538635639890394,1015,760
11,True,Ridge(linear),0.9,split-CP,0.903448275862069,7.374348074208823,12.586036814038037,1.5847741842439118,,,,False,11.253167072247667,1015,760
11,True,Ridge(linear),0.9,ACI,0.8847290640394089,5.9073700953985515,9.301505116137381,1.5847741842439118,0.05,0.8973684210526316,380.0,False,11.253167072247667,1015,760
11,True,Ridge(linear),0.95,split-CP,0.941871921182266,9.859597182075413,16.09736618242335,1.5847741842439118,,,,False,11.253167072247667,1015,760
11,True,Ridge(linear),0.95,ACI,0.9408866995073891,8.876386980952201,14.639441435500181,1.5847741842439118,0.02,0.95,380.0,False,11.253167072247667,1015,760
12,True,RandomForest,0.9,split-CP,0.8334975369458129,13.802138888888921,32.05158695924581,3.478488632877796,,,,False,30.956888888888898,1015,760
12,True,RandomForest,0.9,ACI,0.8827586206896552,16.244002180833217,25.09502828928051,3.478488632877796,0.02,0.9026315789473685,380.0,False,30.956888888888898,1015,760
12,True,RandomForest,0.95,split-CP,0.8935960591133005,18.229480158730098,42.90874244142106,3.478488632877796,,,,False,30.956888888888898,1015,760
12,True,RandomForest,0.95,ACI,0.9359605911330049,21.342621308631163,31.978881407955303,3.478488632877796,0.02,0.95,380.0,False,30.956888888888898,1015,760
12,True,GradBoost,0.9,split-CP,0.8600985221674877,16.25523911973619,31.930985712301837,3.7651686531387107,,,,False,24.574239932984597,1015,760
12,True,GradBoost,0.9,ACI,0.8857142857142857,16.69646107295644,25.77110981811454,3.7651686531387107,0.02,0.9,380.0,False,24.574239932984597,1015,760
12,True,GradBoost,0.95,split-CP,0.9054187192118227,20.061740596100037,42.86873815534824,3.7651686531387107,,,,False,24.574239932984597,1015,760
12,True,GradBoost,0.95,ACI,0.9339901477832512,21.450078947381407,32.63093405344472,3.7651686531387107,0.02,0.95,380.0,False,24.574239932984597,1015,760
12,True,Ridge(linear),0.9,split-CP,0.8482758620689655,13.221480503731755,26.918004477070873,3.220039522825527,,,,False,29.519028369703193,1015,760
12,True,Ridge(linear),0.9,ACI,0.8876847290640394,16.4180696238302,24.55028531129524,3.220039522825527,0.01,0.9052631578947369,380.0,False,29.519028369703193,1015,760
12,True,Ridge(linear),0.95,split-CP,0.9172413793103448,18.15577722149362,34.20736758821907,3.220039522825527,,,,False,29.519028369703193,1015,760
12,True,Ridge(linear),0.95,ACI,0.9399014778325123,20.03611807823132,30.90498756216254,3.220039522825527,0.02,0.95,380.0,False,29.519028369703193,1015,760
13,True,RandomForest,0.9,split-CP,0.9044334975369458,23.477277777777772,36.013641294483655,3.8699660923686765,,,,False,35.813324735449726,1015,760
13,True,RandomForest,0.9,ACI,0.8689655172413793,17.048547622957223,28.61013127794482,3.8699660923686765,0.1,0.8921052631578947,380.0,False,35.813324735449726,1015,760
13,True,RandomForest,0.95,split-CP,0.9536945812807882,32.87126190476193,45.314231890805765,3.8699660923686765,,,,False,35.813324735449726,1015,760
13,True,RandomForest,0.95,ACI,0.9192118226600985,21.079852415191073,36.5640430904162,3.8699660923686765,0.1,0.9473684210526315,380.0,False,35.813324735449726,1015,760
13,True,GradBoost,0.9,split-CP,0.8866995073891626,23.899003238115256,38.155889054476184,4.07142257708359,,,,False,40.69530349417221,1015,760
13,True,GradBoost,0.9,ACI,0.8935960591133005,22.888958906574995,38.42186306668632,4.07142257708359,0.01,0.9052631578947369,380.0,False,40.69530349417221,1015,760
13,True,GradBoost,0.95,split-CP,0.9379310344827586,30.879486654228455,47.254112341840504,4.07142257708359,,,,False,40.69530349417221,1015,760
13,True,GradBoost,0.95,ACI,0.9428571428571428,32.11294511037674,48.17738147405363,4.07142257708359,0.002,0.95,380.0,False,40.69530349417221,1015,760
13,True,Ridge(linear),0.9,split-CP,0.9044334975369458,30.713599239294126,48.799051754734016,5.721275989059861,,,,False,41.87658219656453,1015,760
13,True,Ridge(linear),0.9,ACI,0.8660098522167488,25.107367803735062,40.12778479484956,5.721275989059861,0.1,0.8947368421052632,380.0,False,41.87658219656453,1015,760
13,True,Ridge(linear),0.95,split-CP,0.9458128078817734,41.18994899610766,61.41998103451062,5.721275989059861,,,,False,41.87658219656453,1015,760
13,True,Ridge(linear),0.95,ACI,0.9201970443349754,29.469129189942368,50.93280763696777,5.721275989059861,0.1,0.9447368421052632,380.0,False,41.87658219656453,1015,760
14,True,RandomForest,0.9,split-CP,0.8817733990147784,22.377975888725402,33.20723929454052,5.254297550214791,,,,False,31.169474867724873,1015,760
14,True,RandomForest,0.9,ACI,0.8985221674876848,24.048351565621022,33.78540995031241,5.254297550214791,0.02,0.881578947368421,380.0,False,31.169474867724873,1015,760
14,True,RandomForest,0.95,split-CP,0.9556650246305419,30.584950768889954,39.50424391854269,5.254297550214791,,,,False,31.169474867724873,1015,760
14,True,RandomForest,0.95,ACI,0.948768472906404,29.06474694155963,40.470980252856975,5.254297550214791,0.01,0.9368421052631579,380.0,False,31.169474867724873,1015,760
14,True,GradBoost,0.9,split-CP,0.8866995073891626,25.143249138639256,36.39109259560337,6.078612083249835,,,,False,34.45168564244602,1015,760
14,True,GradBoost,0.9,ACI,0.8945812807881773,26.606819399501095,36.8793275837146,6.078612083249835,0.01,0.8921052631578947,380.0,False,34.45168564244602,1015,760
14,True,GradBoost,0.95,split-CP,0.9527093596059113,34.14169064588706,43.003791833942536,6.078612083249835,,,,False,34.45168564244602,1015,760
14,True,GradBoost,0.95,ACI,0.9477832512315271,33.297508922717526,43.861751878926526,6.078612083249835,0.01,0.9421052631578948,380.0,False,34.45168564244602,1015,760
14,True,Ridge(linear),0.9,split-CP,0.903448275862069,21.654143112636774,29.482308211331816,4.619901769071899,,,,False,31.641156949391643,1015,760
14,True,Ridge(linear),0.9,ACI,0.8975369458128079,21.588121757154003,29.669450524045615,4.619901769071899,0.01,0.8789473684210526,380.0,False,31.641156949391643,1015,760
