facility_id,horizon,level,method,n_test,n_cal,PICP_corrected,MPIW_corrected,Winkler_corrected,PICP_legacy,MPIW_legacy,Winkler_legacy,d_PICP,d_MPIW,d_Winkler,rel_MPIW,rel_Winkler,arm_role,gate,gamma_held,gamma_legacy_would_select
13,y_t+15min,0.9,ACQR,1015,760,0.8788177339901477,19.48192251766788,28.67065344820596,0.8788177339901477,19.708936469157216,28.76655101482452,0.0,0.2270139514893401,0.0958975666185644,0.0116525435969404,0.0033447987780189,treated,N/A-mechanism-arm,0.05,0.05
14,y_t+15min,0.9,split-CP,1015,760,0.8817733990147784,22.3779758887254,33.20723929454053,0.8817733990147784,22.3779758887254,33.20723929454053,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
14,y_t+15min,0.9,CQR,1015,760,0.9182266009852216,22.13288314082114,31.752546154050908,0.9182266009852216,22.13288314082114,31.752546154050908,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
14,y_t+15min,0.9,ACI,1015,760,0.8935960591133005,23.554119478090783,32.94058994868932,0.8935960591133005,23.643004097685747,33.01592027446646,0.0,0.0888846195949639,0.0753303257771378,0.0037736337237161,0.0022868541788255,treated,N/A-mechanism-arm,0.05,0.02
14,y_t+15min,0.9,ACQR,1015,760,0.8896551724137931,22.256716952785496,31.357952535283093,0.8886699507389163,22.43958296972731,31.443463314917583,-0.0009852216748768,0.1828660169418157,0.0855107796344896,0.0082162170337044,0.0027269248379107,treated,N/A-mechanism-arm,0.05,0.02
15,y_t+15min,0.9,split-CP,1015,760,0.8817733990147784,10.97495173686922,18.751106085257565,0.8817733990147784,10.97495173686922,18.751106085257565,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
15,y_t+15min,0.9,CQR,1015,760,0.8798029556650246,8.449225309219456,14.940634909775692,0.8798029556650246,8.449225309219456,14.940634909775692,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
15,y_t+15min,0.9,ACI,1015,760,0.8798029556650246,10.483600919059048,15.553059686163133,0.8807881773399014,10.44391569543848,15.507281051848167,0.0009852216748768,-0.0396852236205695,-0.0457786343149653,-0.0037854572991635,-0.0029433844683109,treated,N/A-mechanism-arm,0.05,0.002
15,y_t+15min,0.9,ACQR,1015,760,0.8847290640394089,9.511288140092168,14.353991598508047,0.8847290640394089,9.53514850828926,14.456049599031584,0.0,0.0238603681970914,0.1020580005235363,0.0025086368792166,0.0071100780450605,treated,N/A-mechanism-arm,0.05,0.01
16,y_t+15min,0.9,split-CP,1015,760,0.8886699507389163,6.422817995341643,9.533438131727788,0.8886699507389163,6.422817995341643,9.533438131727788,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
16,y_t+15min,0.9,CQR,1015,760,0.8935960591133005,5.1193213696438695,7.391212959713287,0.8935960591133005,5.1193213696438695,7.391212959713287,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
