facility_id,horizon,model,MAE,RMSE
17,y_t+15min,RF-delta,1.995696496256418,2.888815215374454
17,y_t+15min,persistence,2.0685985592665355,3.338171832150774
17,y_t+15min,RF-absolute,2.5104886723914226,3.537932809494804
17,y_t+30min,RF-delta,3.1411536209846376,4.508541357986639
17,y_t+30min,persistence,3.502275703994761,5.554519454246725
17,y_t+30min,RF-absolute,3.450954004163783,4.933110584720115
18,y_t+5min,RF-delta,0.7933113063580896,1.3310245274250383
18,y_t+5min,persistence,0.7732481990831694,1.3080339631381848
18,y_t+5min,RF-absolute,1.4911832202533333,2.391975705072471
18,y_t+15min,RF-delta,1.6162915282845294,2.558273803264752
18,y_t+15min,persistence,1.8153241650294696,2.936375082436578
18,y_t+15min,RF-absolute,2.225166129557339,3.4222169900396056
18,y_t+30min,RF-delta,2.4595336757001727,3.873366553878449
18,y_t+30min,persistence,3.0535043136584945,4.997999192647301
18,y_t+30min,RF-absolute,2.8930111149027185,4.251614511187168
19,y_t+5min,RF-delta,1.1927960689078076,1.7392801144899064
19,y_t+5min,persistence,1.204649639816634,1.8545094806080495
19,y_t+5min,RF-absolute,2.0041291418960885,2.840329307533521
19,y_t+15min,RF-delta,2.3776576454861083,3.448198556891407
19,y_t+15min,persistence,2.7416502946954813,4.116727580554134
19,y_t+15min,RF-absolute,3.0724010624916818,4.321562017632765
19,y_t+30min,RF-delta,3.38440462283597,4.729234209114445
19,y_t+30min,persistence,4.6522297912929576,6.821399378099839
19,y_t+30min,RF-absolute,4.032715163568159,5.49691048604778
20,y_t+5min,RF-delta,0.7624006873392926,1.2838516741219843
20,y_t+5min,persistence,0.7290438768827767,1.38010428630692
20,y_t+5min,RF-absolute,1.3423403535542526,2.1374442641809672
20,y_t+15min,RF-delta,1.5092248239327073,2.4130330115111858
20,y_t+15min,persistence,1.5402750491159136,2.7910477619869223
20,y_t+15min,RF-absolute,1.976643055922648,3.021388448275076
20,y_t+30min,RF-delta,2.047352164966574,3.116693276454792
20,y_t+30min,persistence,2.371838429999145,4.303264615424158
20,y_t+30min,RF-absolute,2.6434232562624698,4.2216522299878685
21,y_t+5min,RF-delta,0.9205394959629978,1.422125145620247
21,y_t+5min,persistence,0.8313686967910936,1.4150622680435356
21,y_t+5min,RF-absolute,1.5452973281084768,2.398398484335821
21,y_t+15min,RF-delta,1.9485398055657144,3.212009161567278
21,y_t+15min,persistence,1.8279305828421744,3.2304311538648043
21,y_t+15min,RF-absolute,2.4211400169720405,3.838033218085168
21,y_t+30min,RF-delta,2.9656562109313835,5.178410906849451
21,y_t+30min,persistence,2.8690356197147007,5.222085042139058
21,y_t+30min,RF-absolute,3.3719928868353484,5.649188415091118
22,y_t+5min,RF-delta,1.387127032971213,2.8881560117873235
22,y_t+5min,persistence,1.3487229862475443,2.7067428960718627
22,y_t+5min,RF-absolute,3.0333848455081305,5.442083068756563
22,y_t+15min,RF-delta,2.8039152047199685,5.287520014508784
22,y_t+15min,persistence,3.4690569744597255,6.448207252688937
22,y_t+15min,RF-absolute,4.18922209965052,6.941715339907911
22,y_t+30min,RF-delta,4.007458611601288,6.941525018759117
22,y_t+30min,persistence,6.449516670937615,11.300558748983791
22,y_t+30min,RF-absolute,5.047134062336445,8.158849973850588
23,y_t+5min,RF-delta,0.757417125400794,1.4561479235196386
23,y_t+5min,persistence,0.7560576293385725,1.4311873794149828
23,y_t+5min,RF-absolute,1.1923602980053138,1.8888788979206632
23,y_t+15min,RF-delta,1.4328897213851781,2.4118576019171476
23,y_t+15min,persistence,1.8041912246234446,3.2687338927684593
23,y_t+15min,RF-absolute,1.6528399706556645,2.598402880510826
23,y_t+30min,RF-delta,1.9532395746889006,3.167176074865642
23,y_t+30min,persistence,3.2238504028928556,5.712272003252712
23,y_t+30min,RF-absolute,2.2626435814759964,3.435293361110138
24,y_t+5min,RF-delta,0.5824500119187004,1.128551645641115
24,y_t+5min,persistence,0.4793713163064833,1.1751260341960608
24,y_t+5min,RF-absolute,2.061475588162471,3.4408890758473825
24,y_t+15min,RF-delta,1.4179131973680106,2.3967540233679925
24,y_t+15min,persistence,1.2319908316961363,2.564561473466701
24,y_t+15min,RF-absolute,3.5087889958855047,5.016130801500512
24,y_t+30min,RF-delta,2.2336764075637054,3.473783256517243
24,y_t+30min,persistence,2.214936220494861,4.23986787622788
24,y_t+30min,RF-absolute,4.310119014641074,6.247905804904897
