facility_id,dynamic,bucket,method,PICP,MPIW,n_cell,n_own,n_init,fell_back,gamma,degenerate
16,True,am_rush,ACI,0.8125,4.959717375891855,192,96,96,False,0.02,False
16,True,midday,ACI,0.864,5.373387391534392,250,202,202,False,0.02,False
16,True,pm_rush,ACI,0.8713450292397661,8.04328284199556,171,144,144,False,0.02,False
16,True,evening,ACI,0.9316239316239316,9.087220099345096,117,141,141,False,0.02,False
16,True,night,ToD-ACI,0.9122807017543859,3.236970776267267,285,177,177,False,0.02,False
16,True,am_rush,ToD-ACI,0.890625,6.528069940476191,192,96,96,False,0.02,False
16,True,midday,ToD-ACI,0.928,7.476473843915343,250,202,202,False,0.02,False
16,True,pm_rush,ToD-ACI,0.9122807017543859,8.380295952423147,171,144,144,False,0.02,False
16,True,evening,ToD-ACI,0.9316239316239316,7.8344897088508185,117,141,141,False,0.02,False
17,True,night,split-CP,0.9929824561403509,10.14752645502645,285,177,177,False,0.002,False
17,True,am_rush,split-CP,0.9583333333333334,10.120879536623674,192,96,96,False,0.002,False
17,True,midday,split-CP,0.84,8.335469997835494,250,202,202,False,0.002,False
17,True,pm_rush,split-CP,0.8538011695906432,9.901853986818894,171,144,144,False,0.002,False
17,True,evening,split-CP,0.8974358974358975,10.147526455026455,117,141,141,False,0.002,False
17,True,night,Mondrian-split-CP,0.7157894736842105,2.1711706349206428,285,177,177,False,0.002,False
17,True,am_rush,Mondrian-split-CP,0.9791666666666666,12.722267295662478,192,96,96,False,0.002,False
17,True,midday,Mondrian-split-CP,0.888,9.518830468734972,250,202,202,False,0.002,False
17,True,pm_rush,Mondrian-split-CP,0.9064327485380117,11.554909952350007,171,144,144,False,0.002,False
17,True,evening,Mondrian-split-CP,0.9230769230769231,10.918527777777788,117,141,141,False,0.002,False
17,True,night,ACI,0.9894736842105263,9.245342755035738,285,177,177,False,0.002,False
17,True,am_rush,ACI,0.8958333333333334,8.69353354759149,192,96,96,False,0.002,False
17,True,midday,ACI,0.812,7.590441757094758,250,202,202,False,0.002,False
17,True,pm_rush,ACI,0.8245614035087719,9.062245629505865,171,144,144,False,0.002,False
17,True,evening,ACI,0.8974358974358975,9.378242888798448,117,141,141,False,0.002,False
17,True,night,ToD-ACI,0.8736842105263158,5.0466338717163275,285,177,177,False,0.002,False
17,True,am_rush,ToD-ACI,0.9322916666666666,9.984427004106044,192,96,96,False,0.002,False
17,True,midday,ToD-ACI,0.872,9.284744521645022,250,202,202,False,0.002,False
17,True,pm_rush,ToD-ACI,0.8596491228070176,10.524754219654074,171,144,144,False,0.002,False
17,True,evening,ToD-ACI,0.9316239316239316,11.92789679148012,117,141,141,False,0.002,False
18,True,night,split-CP,1.0,11.27821031746031,285,177,177,False,0.005,False
18,True,am_rush,split-CP,0.8958333333333334,11.278210317460307,192,96,96,False,0.005,False
18,True,midday,split-CP,0.92,11.278210317460307,250,202,202,False,0.005,False
18,True,pm_rush,split-CP,0.9415204678362573,11.278210317460305,171,144,144,False,0.005,False
18,True,evening,split-CP,0.9914529914529915,11.278210317460307,117,141,141,False,0.005,False
18,True,night,Mondrian-split-CP,0.9543859649122807,2.461809523809535,285,177,177,False,0.005,False
18,True,am_rush,Mondrian-split-CP,0.984375,22.012973544973544,192,96,96,False,0.005,False
18,True,midday,Mondrian-split-CP,0.952,13.450126984126982,250,202,202,False,0.005,False
18,True,pm_rush,Mondrian-split-CP,0.935672514619883,10.200321428571442,171,144,144,False,0.005,False
18,True,evening,Mondrian-split-CP,0.9572649572649573,4.558063492063497,117,141,141,False,0.005,False
18,True,night,ACI,0.9964912280701754,7.782110851624007,285,177,177,False,0.005,False
18,True,am_rush,ACI,0.7447916666666666,7.131710857333253,192,96,96,False,0.005,False
18,True,midday,ACI,0.852,9.03333883261183,250,202,202,False,0.005,False
18,True,pm_rush,ACI,0.8947368421052632,8.92104891085739,171,144,144,False,0.005,False
18,True,evening,ACI,0.9743589743589743,8.146472527472529,117,141,141,False,0.005,False
18,True,night,ToD-ACI,0.9403508771929825,2.134051202079273,285,177,177,False,0.005,False
18,True,am_rush,ToD-ACI,0.890625,14.428085544808198,192,96,96,False,0.005,False
18,True,midday,ToD-ACI,0.9,11.225371888888889,250,202,202,False,0.005,False
18,True,pm_rush,ToD-ACI,0.8771929824561403,9.29946326464309,171,144,144,False,0.005,False
18,True,evening,ToD-ACI,0.8974358974358975,3.887975724892386,117,141,141,False,0.005,False
19,True,night,split-CP,0.9894736842105263,12.942392857142863,285,177,177,False,0.05,False
19,True,am_rush,split-CP,0.890625,12.255415061452823,192,96,96,False,0.05,False
19,True,midday,split-CP,0.868,10.789075716931217,250,202,202,False,0.05,False
19,True,pm_rush,split-CP,0.9064327485380117,12.898465416487348,171,144,144,False,0.05,False
19,True,evening,split-CP,0.9743589743589743,12.942392857142854,117,141,141,False,0.05,False
19,True,night,Mondrian-split-CP,0.9754385964912281,6.35855555555554,285,177,177,False,0.05,False
19,True,am_rush,Mondrian-split-CP,0.9895833333333334,20.712167510609564,192,96,96,False,0.05,False
19,True,midday,Mondrian-split-CP,0.868,10.792050137566138,250,202,202,False,0.05,False
19,True,pm_rush,Mondrian-split-CP,0.9415204678362573,15.713928449068797,171,144,144,False,0.05,False
19,True,evening,Mondrian-split-CP,0.8803418803418803,9.208634920634923,117,141,141,False,0.05,False
19,True,night,ACI,0.968421052631579,7.850801555656818,285,177,177,False,0.05,False
19,True,am_rush,ACI,0.75,10.647797148067982,192,96,96,False,0.05,False
19,True,midday,ACI,0.884,12.48753177128427,250,202,202,False,0.05,False
19,True,pm_rush,ACI,0.8830409356725146,13.848187110945153,171,144,144,False,0.05,False
19,True,evening,ACI,0.9401709401709402,11.687957732596626,117,141,141,False,0.05,False
19,True,night,ToD-ACI,0.887719298245614,4.67902228846527,285,177,177,False,0.05,False
19,True,am_rush,ToD-ACI,0.8854166666666666,12.330318100398829,192,96,96,False,0.05,False
19,True,midday,ToD-ACI,0.892,12.438127683982684,250,202,202,False,0.05,False
19,True,pm_rush,ToD-ACI,0.8713450292397661,13.130123066153038,171,144,144,False,0.05,False
19,True,evening,ToD-ACI,0.8888888888888888,9.634000286750284,117,141,141,False,0.05,False
20,True,night,split-CP,0.9964912280701754,11.140940476190474,285,177,177,False,0.01,False
20,True,am_rush,split-CP,0.9114583333333334,11.049125799162255,192,96,96,False,0.01,False
20,True,midday,split-CP,0.884,10.485108921596918,250,202,202,False,0.01,False
20,True,pm_rush,split-CP,0.9415204678362573,11.140940476190474,171,144,144,False,0.01,False
20,True,evening,split-CP,1.0,11.140940476190474,117,141,141,False,0.01,False
20,True,night,Mondrian-split-CP,0.9298245614035088,2.2765873015872984,285,177,177,False,0.01,False
20,True,am_rush,Mondrian-split-CP,0.9791666666666666,15.442360633627558,192,96,96,False,0.01,False
20,True,midday,Mondrian-split-CP,0.964,13.224452127946124,250,202,202,False,0.01,False
20,True,pm_rush,Mondrian-split-CP,0.9532163742690059,12.196285714285711,171,144,144,False,0.01,False
20,True,evening,Mondrian-split-CP,0.9743589743589743,5.163707671957668,117,141,141,False,0.01,False
20,True,night,ACI,0.9789473684210527,6.32900174425964,285,177,177,False,0.01,False
20,True,am_rush,ACI,0.78125,5.66753706688277,192,96,96,False,0.01,False
20,True,midday,ACI,0.82,8.961241671550672,250,202,202,False,0.01,False
20,True,pm_rush,ACI,0.935672514619883,9.092519554194991,171,144,144,False,0.01,False
20,True,evening,ACI,0.9487179487179487,5.998308129904285,117,141,141,False,0.01,False
20,True,night,ToD-ACI,0.9087719298245615,1.9084268676742349,285,177,177,False,0.01,False
20,True,am_rush,ToD-ACI,0.8854166666666666,10.158444861947467,192,96,96,False,0.01,False
20,True,midday,ToD-ACI,0.888,11.011039738816738,250,202,202,False,0.01,False
20,True,pm_rush,ToD-ACI,0.8713450292397661,8.59743737078386,171,144,144,False,0.01,False
20,True,evening,ToD-ACI,0.9658119658119658,4.475528241306021,117,141,141,False,0.01,False
21,True,night,split-CP,1.0,9.584777777777772,285,177,177,False,0.01,False
21,True,am_rush,split-CP,0.921875,9.584777777777774,192,96,96,False,0.01,False
21,True,midday,split-CP,0.852,9.584777777777774,250,202,202,False,0.01,False
21,True,pm_rush,split-CP,0.8362573099415205,9.114436206256377,171,144,144,False,0.01,False
21,True,evening,split-CP,0.9572649572649573,9.584777777777775,117,141,141,False,0.01,False
21,True,night,Mondrian-split-CP,0.9263157894736842,3.9464920634920593,285,177,177,False,0.01,False
21,True,am_rush,Mondrian-split-CP,0.8385416666666666,6.552144300144306,192,96,96,False,0.01,False
21,True,midday,Mondrian-split-CP,0.916,11.492863756613758,250,202,202,False,0.01,False
21,True,pm_rush,Mondrian-split-CP,0.9005847953216374,12.012532859927594,171,144,144,False,0.01,False
21,True,evening,Mondrian-split-CP,0.8974358974358975,6.4107804232804115,117,141,141,False,0.01,False
21,True,night,ACI,0.9859649122807017,8.470825311173556,285,177,177,False,0.01,False
21,True,am_rush,ACI,0.8333333333333334,7.137612285428691,192,96,96,False,0.01,False
21,True,midday,ACI,0.832,9.470832294853295,250,202,202,False,0.01,False
21,True,pm_rush,ACI,0.8596491228070176,11.070398316217029,171,144,144,False,0.01,False
21,True,evening,ACI,0.9829059829059829,10.250738075710299,117,141,141,False,0.01,False
21,True,night,ToD-ACI,0.8947368421052632,3.3002154877935577,285,177,177,False,0.01,False
21,True,am_rush,ToD-ACI,0.90625,8.897382836925807,192,96,96,False,0.01,False
21,True,midday,ToD-ACI,0.896,11.087306436267436,250,202,202,False,0.01,False
21,True,pm_rush,ToD-ACI,0.9239766081871345,23.72091829742707,171,144,144,False,0.01,False
21,True,evening,ToD-ACI,0.905982905982906,7.427327285882842,117,141,141,False,0.01,False
22,True,night,split-CP,1.0,15.81519841269841,285,177,177,False,0.01,False
22,True,am_rush,split-CP,0.9010416666666666,15.241242179984363,192,96,96,False,0.01,False
22,True,midday,split-CP,0.852,15.642672373015868,250,202,202,False,0.01,False
22,True,pm_rush,split-CP,0.9298245614035088,15.81519841269841,171,144,144,False,0.01,False
22,True,evening,split-CP,0.9572649572649573,15.81519841269841,117,141,141,False,0.01,False
22,True,night,Mondrian-split-CP,1.0,7.64192460317463,285,177,177,False,0.01,False
22,True,am_rush,Mondrian-split-CP,0.9375,18.554459121535295,192,96,96,False,0.01,False
22,True,midday,Mondrian-split-CP,0.936,24.966962759259246,250,202,202,False,0.01,False
22,True,pm_rush,Mondrian-split-CP,0.9298245614035088,14.733133597883581,171,144,144,False,0.01,False
22,True,evening,Mondrian-split-CP,0.905982905982906,6.112341269841295,117,141,141,False,0.01,False
22,True,night,ACI,0.9859649122807017,10.082990436950965,285,177,177,False,0.01,False
22,True,am_rush,ACI,0.7604166666666666,9.09194610205092,192,96,96,False,0.01,False
22,True,midday,ACI,0.872,17.752305128760128,250,202,202,False,0.01,False
22,True,pm_rush,ACI,0.9064327485380117,14.178840678219332,171,144,144,False,0.01,False
22,True,evening,ACI,0.9487179487179487,10.239454427259986,117,141,141,False,0.01,False
22,True,night,ToD-ACI,0.8982456140350877,3.6083416760951823,285,177,177,False,0.01,False
22,True,am_rush,ToD-ACI,0.8958333333333334,15.8938953042039,192,96,96,False,0.01,False
22,True,midday,ToD-ACI,0.92,20.13117003968254,250,202,202,False,0.01,False
22,True,pm_rush,ToD-ACI,0.8830409356725146,11.770173722746822,171,144,144,False,0.01,False
22,True,evening,ToD-ACI,0.8888888888888888,4.62117948717949,117,141,141,False,0.01,False
23,True,night,split-CP,1.0,8.766785714285705,285,177,177,False,0.02,False
23,True,am_rush,split-CP,0.859375,8.766785714285703,192,96,96,False,0.02,False
23,True,midday,split-CP,0.86,8.766785714285703,250,202,202,False,0.02,False
23,True,pm_rush,split-CP,0.9415204678362573,8.766785714285703,171,144,144,False,0.02,False
23,True,evening,split-CP,0.9572649572649573,8.766785714285708,117,141,141,False,0.02,False
23,True,night,Mondrian-split-CP,0.8807017543859649,2.5298845598845787,285,177,177,False,0.02,False
23,True,am_rush,Mondrian-split-CP,0.8958333333333334,10.330095238095225,192,96,96,False,0.02,False
23,True,midday,Mondrian-split-CP,0.972,13.52207936507935,250,202,202,False,0.02,False
23,True,pm_rush,Mondrian-split-CP,0.9064327485380117,7.433952380952349,171,144,144,False,0.02,False
23,True,evening,Mondrian-split-CP,0.9401709401709402,2.856793650793634,117,141,141,False,0.02,False
23,True,night,ACI,0.9578947368421052,4.7745967626915,285,177,177,False,0.02,False
23,True,am_rush,ACI,0.7552083333333334,5.763507793132796,192,96,96,False,0.02,False
23,True,midday,ACI,0.92,10.490829308654307,250,202,202,False,0.02,False
23,True,pm_rush,ACI,0.8830409356725146,8.906900986819114,171,144,144,False,0.02,False
23,True,evening,ACI,0.9487179487179487,5.723336785642343,117,141,141,False,0.02,False
23,True,night,ToD-ACI,0.8947368421052632,2.6894539961013617,285,177,177,False,0.02,False
23,True,am_rush,ToD-ACI,0.890625,10.827812906470461,192,96,96,False,0.02,False
23,True,midday,ToD-ACI,0.888,9.371680933510937,250,202,202,False,0.02,False
23,True,pm_rush,ToD-ACI,0.8888888888888888,7.543768600091699,171,144,144,False,0.02,False
23,True,evening,ToD-ACI,0.8803418803418803,2.334274046940711,117,141,141,False,0.02,False
24,True,night,split-CP,0.9263157894736842,7.002718253968255,285,177,177,False,0.02,False
24,True,am_rush,split-CP,0.75,7.002718253968254,192,96,96,False,0.02,False
24,True,midday,split-CP,0.924,7.002718253968254,250,202,202,False,0.02,False
24,True,pm_rush,split-CP,0.935672514619883,7.002718253968255,171,144,144,False,0.02,False
24,True,evening,split-CP,1.0,7.002718253968255,117,141,141,False,0.02,False
24,True,night,Mondrian-split-CP,0.8491228070175438,3.379753968253965,285,177,177,False,0.02,False
24,True,am_rush,Mondrian-split-CP,0.9375,11.800738095238103,192,96,96,False,0.02,False
24,True,midday,Mondrian-split-CP,0.924,7.285166666666669,250,202,202,False,0.02,False
24,True,pm_rush,Mondrian-split-CP,0.9883040935672515,8.794186507936514,171,144,144,False,0.02,False
24,True,evening,Mondrian-split-CP,0.7435897435897436,2.551277777777784,117,141,141,False,0.02,False
24,True,night,ACI,0.8736842105263158,4.399187737863175,285,177,177,False,0.02,False
24,True,am_rush,ACI,0.8541666666666666,9.192844122023809,192,96,96,False,0.02,False
24,True,midday,ACI,0.928,8.138317542568542,250,202,202,False,0.02,False
24,True,pm_rush,ACI,0.9064327485380117,6.10857224852254,171,144,144,False,0.02,False
24,True,evening,ACI,0.9316239316239316,4.510494833355945,117,141,141,False,0.02,False
24,True,night,ToD-ACI,0.887719298245614,5.400048111018288,285,177,177,False,0.02,False
24,True,am_rush,ToD-ACI,0.8854166666666666,11.173690524415782,192,96,96,False,0.02,False
24,True,midday,ToD-ACI,0.888,7.553615767195767,250,202,202,False,0.02,False
24,True,pm_rush,ToD-ACI,0.8888888888888888,5.797460510845015,171,144,144,False,0.02,False
24,True,evening,ToD-ACI,0.905982905982906,4.46779048523493,117,141,141,False,0.02,False
