arm,facility_id,cap_train,n_test,onset_index,n_pre_onset,n_post_onset,pre_onset_frac_withdrawn_interval,pre_onset_frac_withdrawn_point,withdrawn_at_last_pre_onset_slot_interval,withdrawn_at_last_pre_onset_slot_point,step_interval,step_point,lead_time_steps,minutes_interval,minutes_point,post_onset_frac_withdrawn_interval,post_onset_frac_withdrawn_point,persists_interval,persists_point,mean_U_post,mean_yhat_post,cap_fullrecord,gamma,n_cal,cal_rows_inside_dead_run,cal_frac_inside_dead_run,note
real,8,65.0,1015,428,428,587,0.0,0.0,0,0,0,0,0,0,0,0.9591,0.9591,0,0,108.105,103.6215,109.0,0.1,760,487,0.6408,feed already constant-0 from 2017-03-14 23:00 (calibration); onset here is the 0->109 regime change
