facility_id,horizon,level,method,n_test,n_cal,PICP_corrected,MPIW_corrected,Winkler_corrected,PICP_legacy,MPIW_legacy,Winkler_legacy,d_PICP,d_MPIW,d_Winkler,rel_MPIW,rel_Winkler,arm_role,gate,gamma_held,gamma_legacy_would_select
20,y_t+15min,0.9,ACQR,1015,760,0.896551724137931,6.187809306648972,9.39361249182604,0.896551724137931,6.203774926207638,9.383753926990344,0.0,0.0159656195586661,-0.0098585648356976,0.0025801731707392,-0.0010494966493749,treated,PASS,0.02,0.002
21,y_t+15min,0.9,split-CP,1015,760,0.916256157635468,9.505537966220968,14.97662806377166,0.916256157635468,9.505537966220968,14.97662806377166,0.0,0.0,0.0,0.0,0.0,negative-control,PASS,,
21,y_t+15min,0.9,CQR,1015,760,0.9113300492610836,7.807026538071263,13.07759345879264,0.9113300492610836,7.807026538071263,13.07759345879264,0.0,0.0,0.0,0.0,0.0,negative-control,PASS,,
21,y_t+15min,0.9,ACI,1015,760,0.8975369458128079,9.108068288799322,14.983040284145703,0.8975369458128079,9.200622787634735,15.034859623504577,0.0,0.0925544988354136,0.0518193393588717,0.0101618143277683,0.0034585330063955,treated,PASS,0.01,0.01
21,y_t+15min,0.9,ACQR,1015,760,0.8995073891625616,7.800936003878806,13.279569769424535,0.9004926108374385,7.836087601535852,13.28150918170545,0.0009852216748769,0.0351515976570464,0.0019394122809153,0.0045060743530735,0.0001460448127906,treated,PASS,0.005,0.005
22,y_t+15min,0.9,split-CP,1015,760,0.92807881773399,15.664133283041528,24.67414174675444,0.92807881773399,15.664133283041528,24.67414174675444,0.0,0.0,0.0,0.0,0.0,negative-control,PASS,,
22,y_t+15min,0.9,CQR,1015,760,0.9152709359605912,9.910070953383386,16.12235613853005,0.9152709359605912,9.910070953383386,16.12235613853005,0.0,0.0,0.0,0.0,0.0,negative-control,PASS,,
22,y_t+15min,0.9,ACI,1015,760,0.8975369458128079,12.49259126332981,22.821289867134325,0.8975369458128079,12.53938476482467,22.788572824529965,0.0,0.046793501494859,-0.0327170426043608,0.0037457001920982,-0.0014336193438162,treated,PASS,0.01,0.01
22,y_t+15min,0.9,ACQR,1015,760,0.896551724137931,9.653206379570044,15.976296479239782,0.896551724137931,9.728427054897518,16.00300989407145,0.0,0.0752206753274737,0.0267134148316685,0.0077922995085519,0.0016720655419972,treated,PASS,0.01,0.01
23,y_t+15min,0.9,split-CP,1015,760,0.9241379310344828,8.766785714285703,12.193985311714371,0.9241379310344828,8.766785714285703,12.193985311714371,0.0,0.0,0.0,0.0,0.0,negative-control,PASS,,
23,y_t+15min,0.9,CQR,1015,760,0.9004926108374385,6.100965070511003,8.966517318456138,0.9004926108374385,6.100965070511003,8.966517318456138,0.0,0.0,0.0,0.0,0.0,negative-control,PASS,,
23,y_t+15min,0.9,ACI,1015,760,0.896551724137931,7.175144210323521,11.13263995076261,0.8975369458128079,7.24691008627388,11.180502106186095,0.0009852216748768,0.0717658759503594,0.0478621554234877,0.0100020116455782,0.0042992637537163,treated,PASS,0.02,0.02
