policy,theta,seed,n_requests,n_assigned,assigned_rate,abstention_rate,bad_assignment_rate_of_assigned,bad_assignments_per_request,unserved_or_bad_rate,mean_straight_line_km,p90_straight_line_km,window,n_base,n_slots,excluded,margin_m,anchor
INTERVAL,0.925,15,600,600,1.0,0.0,0.0,0.0,0.0,1.219451338788609,3.2652609746169285,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.925,15,600,600,1.0,0.0,0.0,0.0,0.0,1.1565778967059672,3.2191085393061654,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.925,16,600,600,1.0,0.0,0.005,0.005,0.005,1.2685362091400032,3.3910934696278363,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.925,16,600,600,1.0,0.0,0.0,0.0,0.0,1.3272095971048405,3.481412775367642,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.925,16,600,600,1.0,0.0,0.0,0.0,0.0,1.2799751832192974,3.3910934696278363,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.925,17,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.1812800274840995,3.385219839571435,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.925,17,600,600,1.0,0.0,0.0,0.0,0.0,1.2264898150276966,3.414482521741168,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.925,17,600,600,1.0,0.0,0.0,0.0,0.0,1.1914246172901308,3.385219839571435,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.925,18,600,600,1.0,0.0,0.011666666666666667,0.011666666666666667,0.011666666666666667,1.162233051406432,3.2857742980525426,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.925,18,600,600,1.0,0.0,0.0,0.0,0.0,1.2495147926356398,3.490654675735497,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.925,18,600,600,1.0,0.0,0.0,0.0,0.0,1.1875976134067343,3.290858299415125,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.925,19,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.2501070326573684,3.459833508607637,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.925,19,600,600,1.0,0.0,0.0,0.0,0.0,1.3162972777506836,3.566443224331922,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.925,19,600,600,1.0,0.0,0.0,0.0,0.0,1.2615083703355143,3.4706872588486624,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.925,20,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.1761803042083676,3.3436925769393158,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.925,20,600,600,1.0,0.0,0.0,0.0,0.0,1.2267575977385188,3.4322631482534462,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.925,20,600,600,1.0,0.0,0.0,0.0,0.0,1.1963788112682472,3.357186116148841,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,1,600,600,1.0,0.0,0.0,0.0,0.0,1.1903179946782123,3.436854281132363,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,1,600,600,1.0,0.0,0.0,0.0,0.0,1.1945399441511673,3.436854281132363,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,1,600,600,1.0,0.0,0.0,0.0,0.0,1.1918092517151588,3.436854281132363,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,2,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.2515254419570503,3.462202309308775,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,2,600,600,1.0,0.0,0.0,0.0,0.0,1.259362211711341,3.4658846190640187,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,2,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.2566460105212713,3.4658846190640187,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,3,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.0492247889078796,2.774431852266768,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,3,600,600,1.0,0.0,0.0,0.0,0.0,1.0553282179133794,2.774431852266768,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,3,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.0532086051389782,2.774431852266768,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,4,600,600,1.0,0.0,0.006666666666666667,0.006666666666666667,0.006666666666666667,1.1397901457201327,3.148978968321588,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,4,600,600,1.0,0.0,0.0,0.0,0.0,1.1591440177521395,3.1869704558280922,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,4,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.153009566772789,3.1869704558280922,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,5,600,600,1.0,0.0,0.0,0.0,0.0,1.1009584352389024,3.045665995994013,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,5,600,600,1.0,0.0,0.0,0.0,0.0,1.1102328393935352,3.0654944943190783,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,5,600,600,1.0,0.0,0.0,0.0,0.0,1.1054247976134282,3.0654944943190783,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,6,600,600,1.0,0.0,0.0,0.0,0.0,1.1223214168443056,3.120896753481067,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,6,600,600,1.0,0.0,0.0,0.0,0.0,1.1300435398566286,3.180790635981964,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,6,600,600,1.0,0.0,0.0,0.0,0.0,1.1282761640417722,3.180790635981964,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,7,600,600,1.0,0.0,0.0,0.0,0.0,1.1663064250131445,3.406752579476466,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,7,600,600,1.0,0.0,0.0,0.0,0.0,1.1708096782992143,3.406752579476466,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,7,600,600,1.0,0.0,0.0,0.0,0.0,1.1685511246312184,3.406752579476466,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,8,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.106098652313111,3.0619050787431017,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,8,600,600,1.0,0.0,0.0,0.0,0.0,1.1132700159202387,3.0619050787431017,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,8,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.1091103512134788,3.0619050787431017,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,9,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.133801591807145,3.0327652337511606,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,9,600,600,1.0,0.0,0.0,0.0,0.0,1.1452365736398191,3.093121734262127,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,9,600,600,1.0,0.0,0.0,0.0,0.0,1.1408624525661277,3.093121734262127,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,10,600,600,1.0,0.0,0.0,0.0,0.0,1.115201854685423,3.225659352434123,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,10,600,600,1.0,0.0,0.0,0.0,0.0,1.1198841770749504,3.225659352434123,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,10,600,600,1.0,0.0,0.0,0.0,0.0,1.117111276005539,3.225659352434123,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,11,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.0565052849552214,2.9774586794326665,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,11,600,600,1.0,0.0,0.0,0.0,0.0,1.0684536960518485,2.9983914925712494,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,11,600,600,1.0,0.0,0.0,0.0,0.0,1.0655940178353425,2.9983914925712494,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,12,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.1823249484593203,3.3618548489984335,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,12,600,600,1.0,0.0,0.0,0.0,0.0,1.1944619009603905,3.3618548489984335,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,12,600,600,1.0,0.0,0.0,0.0,0.0,1.19119957145445,3.3618548489984335,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,13,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.1483093725877411,3.1039393217836277,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,13,600,600,1.0,0.0,0.0,0.0,0.0,1.1558704299955918,3.1039393217836277,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,13,600,600,1.0,0.0,0.0,0.0,0.0,1.1548310600987641,3.1039393217836277,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,14,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.2317519499972933,3.4941224299345834,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,14,600,600,1.0,0.0,0.0,0.0,0.0,1.2397502665701208,3.4941224299345834,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,14,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.2366773111088951,3.4941224299345834,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,15,600,600,1.0,0.0,0.0,0.0,0.0,1.1123724179013208,3.1650306983545824,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,15,600,600,1.0,0.0,0.0,0.0,0.0,1.121716072022071,3.1750439756633124,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,15,600,600,1.0,0.0,0.0,0.0,0.0,1.118102326018735,3.1650306983545824,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,16,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.2600430163530165,3.3910934696278363,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,16,600,600,1.0,0.0,0.0,0.0,0.0,1.2651663955600092,3.3910934696278363,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,16,600,600,1.0,0.0,0.0,0.0,0.0,1.2637576551399619,3.3910934696278363,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,17,600,600,1.0,0.0,0.0,0.0,0.0,1.157981732961972,3.3347658147163126,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,17,600,600,1.0,0.0,0.0,0.0,0.0,1.1624119540956657,3.3347658147163126,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,17,600,600,1.0,0.0,0.0,0.0,0.0,1.1611168873731517,3.3347658147163126,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,18,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.1495931725142794,3.2857742980525426,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,18,600,600,1.0,0.0,0.0,0.0,0.0,1.1558458075672233,3.2857742980525426,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,18,600,600,1.0,0.0,0.0,0.0,0.0,1.1521981679935773,3.2857742980525426,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,19,600,600,1.0,0.0,0.0,0.0,0.0,1.2288151398361966,3.459833508607637,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,19,600,600,1.0,0.0,0.0,0.0,0.0,1.2444704099047457,3.459833508607637,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,19,600,600,1.0,0.0,0.0,0.0,0.0,1.2420149373017761,3.459833508607637,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.95,20,600,600,1.0,0.0,0.0,0.0,0.0,1.1613364002873516,3.3436925769393158,weekday,20,167,8,9.777785844442262,9;12;7;13
INTERVAL,0.95,20,600,600,1.0,0.0,0.0,0.0,0.0,1.1675855492611604,3.3436925769393158,weekday,20,167,8,9.777785844442262,9;12;7;13
MARGIN,0.95,20,600,600,1.0,0.0,0.0,0.0,0.0,1.1645545485471342,3.3436925769393158,weekday,20,167,8,9.777785844442262,9;12;7;13
POINT,0.85,1,600,600,1.0,0.0,0.03666666666666667,0.03666666666666667,0.03666666666666667,2.03147821136778,4.332252698810652,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,1,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.2327092973750062,4.459042491283914,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,1,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.424400945092051,4.91023205774584,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,2,600,600,1.0,0.0,0.018333333333333333,0.018333333333333333,0.018333333333333333,2.044640353775009,4.300174730625082,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,2,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.3098326350518885,4.8051277010059295,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,2,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.3910781487453003,4.724564552267918,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,3,600,600,1.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,1.8488108556783258,4.092444718599243,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,3,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.083241815546506,4.435922774568483,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,3,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.2689758821476897,4.47074921449833,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,4,600,600,1.0,0.0,0.043333333333333335,0.043333333333333335,0.043333333333333335,1.9747609178347303,4.241326137531843,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,4,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.2483121246338946,4.622226711077291,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,4,600,600,1.0,0.0,0.005,0.005,0.005,2.345395781432988,4.599610649004291,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,5,600,600,1.0,0.0,0.03166666666666667,0.03166666666666667,0.03166666666666667,1.9500839796716158,4.061144081042543,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,5,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.204357910643105,4.581304369521288,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,5,600,600,1.0,0.0,0.005,0.005,0.005,2.3391900022363408,4.517138078359477,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,6,600,600,1.0,0.0,0.03666666666666667,0.03666666666666667,0.03666666666666667,1.9298922529730014,4.138366395729386,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,6,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.202904530884394,4.815615122388958,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,6,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.3149035575109855,4.528885125837174,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,7,600,600,1.0,0.0,0.04833333333333333,0.04833333333333333,0.04833333333333333,1.9712123638690462,4.163221206486224,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,7,600,600,1.0,0.0,0.005,0.005,0.005,2.219109889041742,4.378235607201266,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,7,600,600,1.0,0.0,0.005,0.005,0.005,2.381907320536477,4.479385736140244,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,8,600,600,1.0,0.0,0.03166666666666667,0.03166666666666667,0.03166666666666667,1.9746046616909938,3.9299439589170886,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,8,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.181872715076719,4.466169085431055,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,8,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.356687964919611,4.464299970372648,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,9,600,600,1.0,0.0,0.05,0.05,0.05,2.0023599511491987,4.499336256170764,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,9,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.332284674973151,5.078659332415972,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,9,600,600,1.0,0.0,0.005,0.005,0.005,2.4496418261980346,4.751867672343354,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,10,600,600,1.0,0.0,0.03166666666666667,0.03166666666666667,0.03166666666666667,1.8089766236862574,4.187608147842962,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,10,600,600,1.0,0.0,0.006666666666666667,0.006666666666666667,0.006666666666666667,2.06736100375451,4.625745200589719,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,10,600,600,1.0,0.0,0.0,0.0,0.0,2.2077304107914495,4.509979852496376,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,11,600,600,1.0,0.0,0.043333333333333335,0.043333333333333335,0.043333333333333335,1.8569361622106786,3.8130992066542886,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,11,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.1592074009104234,4.56295845771425,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,11,600,600,1.0,0.0,0.0,0.0,0.0,2.317525294071997,4.484978387397545,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,12,600,600,1.0,0.0,0.04666666666666667,0.04666666666666667,0.04666666666666667,1.9865027766355305,4.645640444597971,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,12,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.2353354163680743,4.910219447827666,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,12,600,600,1.0,0.0,0.01,0.01,0.01,2.3402019798360993,4.839313602191179,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,13,600,600,1.0,0.0,0.043333333333333335,0.043333333333333335,0.043333333333333335,1.9751453386094504,4.233009388685183,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,13,600,600,1.0,0.0,0.006666666666666667,0.006666666666666667,0.006666666666666667,2.2165143572870885,4.533429372398236,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,13,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.3819506707991365,4.496511225721152,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,14,600,600,1.0,0.0,0.045,0.045,0.045,1.977506723927232,4.3180008359894035,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,14,600,600,1.0,0.0,0.005,0.005,0.005,2.2627214975630867,4.749343764155191,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,14,600,600,1.0,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,2.3895710841141495,4.722617984351771,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,15,600,600,1.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,1.963852321652483,4.359716200022923,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,15,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.2278607469900513,4.783992580682333,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,15,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.3776565575549853,4.775511424240637,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,16,600,600,1.0,0.0,0.03166666666666667,0.03166666666666667,0.03166666666666667,2.0579956953197884,4.425715757184408,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,16,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.3013160280684626,4.759906868688376,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,16,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.4658181971433337,4.749019050002424,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,17,600,600,1.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,1.961177092616216,4.229548495001886,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,17,600,600,1.0,0.0,0.0,0.0,0.0,2.2198119385730752,4.5411744219613945,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,17,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.4002953989528972,4.5411744219613945,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,18,600,600,1.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,2.038293650060027,4.294931400243936,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,18,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.268424484214566,4.756450606133471,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,18,600,600,1.0,0.0,0.005,0.005,0.005,2.405228839529758,4.638593003014032,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,19,600,600,1.0,0.0,0.051666666666666666,0.051666666666666666,0.051666666666666666,2.0005693094363837,4.350471901083337,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,19,600,600,1.0,0.0,0.005,0.005,0.005,2.3380362414188647,4.993243701485045,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,19,600,600,1.0,0.0,0.005,0.005,0.005,2.5038002032544338,4.868337127738927,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.85,20,600,600,1.0,0.0,0.03833333333333333,0.03833333333333333,0.03833333333333333,1.970563913805371,4.427996002247097,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.85,20,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.33349737003632,5.153157627649452,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.85,20,600,600,1.0,0.0,0.01,0.01,0.01,2.4654043342260765,4.8202470929915595,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,1,600,600,1.0,0.0,0.05,0.05,0.05,1.6236262047354477,3.9543761904093144,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,1,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.9375383190355804,4.252846030916604,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,1,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.11266403252526,4.332252698810652,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,2,600,600,1.0,0.0,0.045,0.045,0.045,1.6965320121505705,4.029295067737994,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,2,600,600,1.0,0.0,0.0,0.0,0.0,2.025398576344624,4.457170549801047,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,2,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.0491418938998294,4.216495029094316,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,3,600,600,1.0,0.0,0.04,0.04,0.04,1.5263616854497497,3.5014462601269303,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,3,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.7854207674612261,4.04152274169081,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,3,600,600,1.0,0.0,0.01,0.01,0.01,1.9252502987018851,4.193937885941786,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,4,600,600,1.0,0.0,0.058333333333333334,0.058333333333333334,0.058333333333333334,1.601722377749494,3.687495092887513,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,4,600,600,1.0,0.0,0.0,0.0,0.0,1.8861689561806951,4.134813185657342,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,4,600,600,1.0,0.0,0.005,0.005,0.005,1.9957504717705168,4.064822946352472,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,5,600,600,1.0,0.0,0.043333333333333335,0.043333333333333335,0.043333333333333335,1.547735005605905,3.6038793686214894,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,5,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.90908715186657,3.9702113262088607,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,5,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.9818121156144821,3.9224085360935135,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,6,600,600,1.0,0.0,0.05,0.05,0.05,1.5443769458022956,3.568657997837862,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,6,600,600,1.0,0.0,0.006666666666666667,0.006666666666666667,0.006666666666666667,1.8515053147801712,4.113185215001402,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,6,600,600,1.0,0.0,0.011666666666666667,0.011666666666666667,0.011666666666666667,1.966837913693083,4.031066129466403,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,7,600,600,1.0,0.0,0.04666666666666667,0.04666666666666667,0.04666666666666667,1.6146506895006192,3.8406617190006487,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,7,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.9333724314947343,4.277911285600884,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,7,600,600,1.0,0.0,0.005,0.005,0.005,2.0736438912175332,4.281057207788779,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,8,600,600,1.0,0.0,0.04666666666666667,0.04666666666666667,0.04666666666666667,1.6514724969275014,3.56311326726347,weekend,20,147,8,9.014929705118522,9;23;18;5
